사업장명,식당id,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,도로명우편번호,시도,시도_시군구,시군구,시도_시군구_읍면동,읍면동,시도코드,시군구코드,읍면동코드
비어제이,37366141,호프/통닭,영업,제주특별자치도 제주시 연동 269,"제주특별자치도 제주시 신광로10길 2, 1층 (연동)",63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
풍촌,16834953,한식,영업,제주특별자치도 제주시 연동 282-30,"제주특별자치도 제주시 은남2길 28, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
노연동국밥2호점,38710869,한식,영업,제주특별자치도 제주시 연동 281-7번지 (성두4로46),"제주특별자치도 제주시 신대로10길 32 (연동,(성두4로46))",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
민재네황태전문점,20054631,한식,영업,제주특별자치도 제주시 연동 291-18번지,제주특별자치도 제주시 삼무로3길 10 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
스크루지펍2,1872093739,기타,영업,제주특별자치도 제주시 연동 1501-9,"제주특별자치도 제주시 국기로3길 3, 1층 (연동)",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
경상도아지매,35205961,한식,영업,제주특별자치도 제주시 연동 271-38번지,제주특별자치도 제주시 신대로10길 51 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
러브도채비,1249262603,분식,영업,제주특별자치도 제주시 연동 680-26,제주특별자치도 제주시 1100로 2894-72 (연동),63079.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
연화밥상,1932261464,한식,영업,제주특별자치도 제주시 연동 304-11,제주특별자치도 제주시 신대로 144 (연동),63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제주맛동산칼국수,1270732265,횟집,영업,제주특별자치도 제주시 연동 311-32,제주특별자치도 제주시 신대로9길 19 (연동),63119.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
빌라누스,1669594268,호프/통닭,영업,제주특별자치도 제주시 연동 283-6,"제주특별자치도 제주시 신대로16길 42, 지하1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
아취,1115350343,기타,영업,제주특별자치도 제주시 연동 255-6,"제주특별자치도 제주시 신광로10길 22, 1층 (연동)",63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
더팔당제주,1244360056,호프/통닭,영업,제주특별자치도 제주시 연동 273-34,제주특별자치도 제주시 신대로16길 44 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
인쌩맥주제주연동점,1926808972,호프/통닭,영업,제주특별자치도 제주시 연동 273-23,"제주특별자치도 제주시 신대로14길 51, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제원칼집,1137702496,식육(숯불구이),영업,제주특별자치도 제주시 연동 261-64,제주특별자치도 제주시 제원길 19 (연동),63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
서귀포모녀식당,37636214,한식,영업,제주특별자치도 제주시 연동 313-49번지,제주특별자치도 제주시 선덕로3길 20 (연동),63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제3공간,1543424083,기타,영업,제주특별자치도 제주시 연동 1535번지,"제주특별자치도 제주시 연화중길 21, 1층 (연동)",63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
망고홀릭제주본점,36244879,기타,영업,제주특별자치도 제주시 연동 271-40,"제주특별자치도 제주시 삼무로5길 2, 1층 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제주곱,1242373226,한식,영업,제주특별자치도 제주시 연동 283-6,"제주특별자치도 제주시 신대로16길 42, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
33떡볶이신연동점,1407651143,한식,영업,제주특별자치도 제주시 연동 1482-1,제주특별자치도 제주시 국기로 13 (연동),63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
투다리연동점,11763076,호프/통닭,영업,제주특별자치도 제주시 연동 284-2,제주특별자치도 제주시 연동10길 3 (연동),63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
핫쿵푸마라탕연동점,1608472889,한식,영업,제주특별자치도 제주시 연동 275-2,제주특별자치도 제주시 연동8길 21 (연동),63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
달콤한닭강정연동점,32037763,통닭(치킨),영업,제주특별자치도 제주시 연동 1497-3번지,제주특별자치도 제주시 국기로 25 (연동),63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
돈킹스,1941838456,통닭(치킨),영업,제주특별자치도 제주시 연동 1509 (1층),제주특별자치도 제주시 국기로3길 14 (연동),63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
본죽앤비빔밥까페제주연동점,1828888782,한식,영업,제주특별자치도 제주시 연동 1482-2번지,제주특별자치도 제주시 국기로 13-1 (연동),63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
범맥주제주연동점,1161158660,호프/통닭,영업,제주특별자치도 제주시 연동 273-13 (2층),"제주특별자치도 제주시 신광로 59 (연동,(2층))",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
하몽돼지,1134574701,경양식,영업,제주특별자치도 제주시 연동 1500-4번지,"제주특별자치도 제주시 국기로2길 12, 1층 (연동)",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
돈떵이,30834972,식육(숯불구이),영업,제주특별자치도 제주시 연동 274-39,제주특별자치도 제주시 연동8길 19 (연동),63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
미풍해장국연동점,1165135794,한식,영업,제주특별자치도 제주시 연동 261-10,제주특별자치도 제주시 제원길 7 (연동),63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
서서방숯불닭갈비,1979345055,식육(숯불구이),영업,제주특별자치도 제주시 연동 273-15,"제주특별자치도 제주시 신광로 61, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
혼밥대왕신제주점,1554812601,한식,영업,제주특별자치도 제주시 연동 253-25 (용천서1로8),"제주특별자치도 제주시 연동4길 6-6 (연동,(용천서1로8))",63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
치킨신드롬신제주점,1013545557,호프/통닭,영업,제주특별자치도 제주시 연동 274-21,제주특별자치도 제주시 연동10길 4 (연동),63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
낚시꾼,1945231274,식육(숯불구이),영업,제주특별자치도 제주시 연동 283-50,제주특별자치도 제주시 신대로16길 37-1 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
참닭갈비신제주점,16837174,한식,영업,제주특별자치도 제주시 연동 261-14번지,제주특별자치도 제주시 신광로4길 1 (연동),63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
산지물신제주점,19987020,한식,영업,제주특별자치도 제주시 연동 271-9번지,제주특별자치도 제주시 신대로10길 53 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
도르라갈비,1874375407,한식,영업,제주특별자치도 제주시 연동 2328-3번지,제주특별자치도 제주시 성신로2길 21 (연동),63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
이국향,37491054,한식,영업,제주특별자치도 제주시 연동 292-7번지,제주특별자치도 제주시 삼무로 70 (연동),63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
연동마라도,1848251723,횟집,영업,제주특별자치도 제주시 연동 262-10,제주특별자치도 제주시 신광로8길 3 (연동),63131.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
이가촌,37392939,한식,영업,제주특별자치도 제주시 연동 444,"제주특별자치도 제주시 연북로 164, 1~2층 (연동)",63142.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
삼대국수회관신제주점,16830862,한식,영업,제주특별자치도 제주시 연동 295,제주특별자치도 제주시 신대로20길 32 (연동),63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
자연뜨락,16851316,한식,영업,제주특별자치도 제주시 연동 1532-1번지 (1층),제주특별자치도 제주시 연화로2길 16-1 (연동),63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
옥희연동,1587298748,호프/통닭,영업,제주특별자치도 제주시 연동 273-23,"제주특별자치도 제주시 신대로14길 51, 2층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
교촌치킨제주1호,11802560,통닭(치킨),영업,제주특별자치도 제주시 연동 272-30,"제주특별자치도 제주시 삼무로 50, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
부산서면양곱창분점,1666247568,식육(숯불구이),영업,제주특별자치도 제주시 연동 255-6,제주특별자치도 제주시 신광로10길 22 (연동),63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
진홍식당,1900168581,호프/통닭,영업,제주특별자치도 제주시 연동 262-33번지,제주특별자치도 제주시 신광로8길 5 (연동),63131.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
희양양연동점,1575929077,한식,영업,제주특별자치도 제주시 연동 271-32번지,"제주특별자치도 제주시 삼무로3길 42, 1층 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
티바두마리치킨연동점,1425708653,한식,영업,제주특별자치도 제주시 연동 2327-7,제주특별자치도 제주시 성신로2길 19 (연동),63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
무허가집,1290778740,한식,영업,제주특별자치도 제주시 연동 251-81,제주특별자치도 제주시 연동1길 14 (연동),63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
신성할망,32162520,한식,영업,제주특별자치도 제주시 연동 310-34번지,제주특별자치도 제주시 신대로7길 23 (연동),63119.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
괸당집신제주점,1088142357,한식,영업,제주특별자치도 제주시 연동 261-61,제주특별자치도 제주시 신광로4길 9 (연동),63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
깜돈흑돼지,16847372,식육(숯불구이),영업,제주특별자치도 제주시 연동 291-48 (성두5로10),"제주특별자치도 제주시 삼무로3길 6 (연동,(성두5로10))",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
수구레해장국2호점,674999100,한식,영업,제주특별자치도 제주시 연동 314-88번지,제주특별자치도 제주시 비월길 7 (연동),63134.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
이금돈지,12801864,한식,영업,제주특별자치도 제주시 연동 293-44,제주특별자치도 제주시 노연로 143 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
꽃보다소제주연동점,111558653,식육(숯불구이),영업,제주특별자치도 제주시 연동 291-115,제주특별자치도 제주시 신대로10길 18 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
어장군,11718476,한식,영업,제주특별자치도 제주시 연동 301-7,제주특별자치도 제주시 신대로 72 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
삼무국수,16855821,한식,영업,제주특별자치도 제주시 연동 271-10,"제주특별자치도 제주시 삼무로3길 46-1, 1층 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
피자마을앤파닭,13564845,패스트푸드,영업,제주특별자치도 제주시 연동 2322-2,"제주특별자치도 제주시 성신로2길 10, 가동 101호 (연동)",63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
연동길,16855956,한식,영업,제주특별자치도 제주시 연동 292-94 제1호,"제주특별자치도 제주시 은남2길 23 (연동,제1호)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
명품대구막창,1898306455,식육(숯불구이),영업,제주특별자치도 제주시 연동 274-50번지,제주특별자치도 제주시 연동8길 4 (연동),63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
부가네얼큰이삼무점,11670061,통닭(치킨),영업,제주특별자치도 제주시 연동 260-31번지,"제주특별자치도 제주시 삼무로1길 6, 1층 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
올리브와뽀빠이,16837978,한식,영업,제주특별자치도 제주시 연동 261-7 (신광로44),"제주특별자치도 제주시 신광로 32-1 (연동,(신광로44))",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
오름해산물,345750987,한식,영업,제주특별자치도 제주시 연동 1501-14번지,제주특별자치도 제주시 국기로2길 2-5 (연동),63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
국수몰고랑,38710871,분식,영업,제주특별자치도 제주시 연동 281-9번지 (성두4로 67),"제주특별자치도 제주시 신대로10길 41 (연동,(성두4로 67))",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
삼대전통고기국수,16830846,한식,영업,제주특별자치도 제주시 연동 310-45,제주특별자치도 제주시 신대로5길 17 (연동),63119.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
돌하르방신제주점,32162561,한식,영업,제주특별자치도 제주시 연동 290-48,제주특별자치도 제주시 신대로8길 18 (연동),63118.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
일품연황찜닭,1893641364,한식,영업,제주특별자치도 제주시 연동 251-81,제주특별자치도 제주시 연동1길 14 (연동),63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
조개마당,1694284487,횟집,영업,제주특별자치도 제주시 연동 261-27,"제주특별자치도 제주시 제원길 8, 1층 (연동)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
도진식당,36771181,한식,영업,제주특별자치도 제주시 연동 1507-11,제주특별자치도 제주시 국기중길 27 (연동),63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
사랑담은해물,12884426,한식,영업,제주특별자치도 제주시 연동 290-23 우성빌라 101호,"제주특별자치도 제주시 신대로6길 29, 101호 (연동, 우성빌라)",63118.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
이노우에스시,32162605,일식,영업,제주특별자치도 제주시 연동 1413-7번지 (1층),"제주특별자치도 제주시 과원로 78-1 (연동,(1층))",63142.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
바라바라,260699950,호프/통닭,영업,제주특별자치도 제주시 연동 1518-1 (연화2로30),"제주특별자치도 제주시 연화로1길 20 (연동,(연화2로30))",63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
삼무곱창,1749048525,식육(숯불구이),영업,제주특별자치도 제주시 연동 271-14,제주특별자치도 제주시 삼무로3길 40 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
김씨며느리,16834836,한식,영업,제주특별자치도 제주시 연동 313-1,제주특별자치도 제주시 문송길 25 (연동),63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
쿠루미,1307246329,기타,영업,제주특별자치도 제주시 연동 320-42번지,"제주특별자치도 제주시 연문6길 6, 1층 (연동)",63120.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
반주,1310050589,기타,영업,제주특별자치도 제주시 연동 2326-13번지,"제주특별자치도 제주시 성신로1길 21, 2층 (연동)",63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
김박사커피밀,1416649356,기타,영업,제주특별자치도 제주시 연동 310-24번지 한주주택,"제주특별자치도 제주시 연문2길 9, 1층 102호 (연동, 한주주택)",63119.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
도도푸드,1763847549,기타,영업,제주특별자치도 제주시 연동 1961-1,"제주특별자치도 제주시 도령로7길 32-2, 1층 101호 (연동)",63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
비아이푸드,1192847030,기타,영업,제주특별자치도 제주시 연동 284-52번지,"제주특별자치도 제주시 사장1길 29, 1층 (연동)",63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
숙희네흑돼지,1221496345,기타,영업,제주특별자치도 제주시 연동 291-132번지,"제주특별자치도 제주시 삼무로3길 16, 1층 100호 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제주족발보쌈,1620032321,기타,영업,제주특별자치도 제주시 연동 2326-13,"제주특별자치도 제주시 성신로1길 21, 1층 (연동)",63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
공항근처국밥고기국수,1796246700,기타,영업,제주특별자치도 제주시 연동 2317-19,"제주특별자치도 제주시 성신로 26, 1층 (연동)",63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제주세호해장국연동점,1145574101,기타,영업,제주특별자치도 제주시 연동 260-7,"제주특별자치도 제주시 신광로 12, 1층 101호 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
다정이네곱창집,1432400555,기타,영업,제주특별자치도 제주시 연동 292-15번지,"제주특별자치도 제주시 은남1길 17, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
돈플라이,1268418688,기타,영업,제주특별자치도 제주시 연동 272-46,"제주특별자치도 제주시 연동7길 20, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
비상식탁,1226327127,기타,영업,제주특별자치도 제주시 연동 1537-7,"제주특별자치도 제주시 과원로 61, 1층 (연동)",63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
시쟈덕,1820957982,기타,영업,제주특별자치도 제주시 연동 262-48,"제주특별자치도 제주시 신광로8길 20, 1층 (연동)",63131.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
24시제주해장국,1217013658,기타,영업,제주특별자치도 제주시 연동 271-20번지,"제주특별자치도 제주시 삼무로 45, 1층 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제주의온도,1090006803,기타,영업,제주특별자치도 제주시 연동 312-28,"제주특별자치도 제주시 선덕로5길 20-1, 1층 (연동)",63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
자가제빵선명희피자신제주점,1383264392,기타,영업,제주특별자치도 제주시 연동 1527-3,"제주특별자치도 제주시 연화로2길 8, 1층 (연동)",63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
산촌오리탕,1833608522,한식,영업,제주특별자치도 제주시 연동 1965-1,"제주특별자치도 제주시 성신로 15, 1층 (연동)",63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
녹색집,1534379985,한식,영업,제주특별자치도 제주시 연동 292-55,"제주특별자치도 제주시 은남길 16, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
(주)시더스초밥제주연동점,1623657140,일식,영업,제주특별자치도 제주시 연동 355-8,"제주특별자치도 제주시 연오로 91, 1층 (연동)",63145.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
칼맞은삼겹살제원점,1117662874,한식,영업,제주특별자치도 제주시 연동 262-28,"제주특별자치도 제주시 제원4길 8, 1층 (연동)",63131.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
굽담,1499464212,식육(숯불구이),영업,제주특별자치도 제주시 연동 273-20,제주특별자치도 제주시 신광로 65 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
토박이장터,31798189,한식,영업,제주특별자치도 제주시 연동 311-47번지,제주특별자치도 제주시 귀아랑길 21 (연동),63119.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제주옹기설렁탕,13582986,한식,영업,제주특별자치도 제주시 연동 313-2,제주특별자치도 제주시 문송길 27 (연동),63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
타코닷,1417537889,통닭(치킨),영업,제주특별자치도 제주시 연동 1518-3,제주특별자치도 제주시 연화로1길 24 (연동),63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
추자본섬연동점,16846671,횟집,영업,제주특별자치도 제주시 연동 314-130번지,제주특별자치도 제주시 선덕로 14-1 (연동),63134.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
아싸회,16847283,횟집,영업,제주특별자치도 제주시 연동 283-17번지,제주특별자치도 제주시 연동11길 36 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
연동기사식당,16846355,한식,영업,제주특별자치도 제주시 연동 1395-1 (과원1로72),"제주특별자치도 제주시 과원로 60 (연동,(과원1로72))",63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
낭랑,32162592,한식,영업,제주특별자치도 제주시 연동 291-7번지,제주특별자치도 제주시 신대로10길 29 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
영구스피자제주점,12913905,경양식,영업,제주특별자치도 제주시 연동 1523-2번지 101호,"제주특별자치도 제주시 국기로 45, 1층 (연동)",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
돼지삼춘생구이,37867577,한식,영업,제주특별자치도 제주시 연동 1502-7,"제주특별자치도 제주시 국기로3길 7, 1층 (연동)",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
아구찜의정석,1163848032,한식,영업,제주특별자치도 제주시 연동 1965-1,제주특별자치도 제주시 성신로 15 (연동),63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
돈모아,21763750,한식,영업,제주특별자치도 제주시 연동 283-33 외1필지(은남3로40),"제주특별자치도 제주시 연동11길 30 (연동,외1필지(은남3로40))",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
일등아들,1684121340,한식,영업,제주특별자치도 제주시 연동 303-11 (1층),제주특별자치도 제주시 신대로 124 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
꼼닭,20953331,통닭(치킨),영업,제주특별자치도 제주시 연동 303-40,"제주특별자치도 제주시 은남길 33, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
