사업장명,식당id,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,도로명우편번호,시도,시도_시군구,시군구,시도_시군구_읍면동,읍면동,시도코드,시군구코드,읍면동코드
신번지,31714496,호프/통닭,영업,제주특별자치도 제주시 연동 275-3번지 (1층),"제주특별자치도 제주시 신대로20길 52 (연동,(1층))",63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
서진향해장국신제주점,1646258625,한식,영업,제주특별자치도 제주시 연동 524-10,"제주특별자치도 제주시 삼동길 60, 1층 (연동)",63142.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
동협한라회초밥,1038168303,일식,영업,제주특별자치도 제주시 연동 251-82,"제주특별자치도 제주시 제원2길 38, 102호 (연동)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
부가부가부가네얼큰이제원점,410199206,식육(숯불구이),영업,제주특별자치도 제주시 연동 261-39번지 한서빌딩 103호,"제주특별자치도 제주시 제원길 14 (연동,한서빌딩 103호)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
진낙지앤,1893283890,일식,영업,제주특별자치도 제주시 연동 1518-9번지,제주특별자치도 제주시 연화로2길 31 (연동),63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
돈잇수다,1005950094,한식,영업,제주특별자치도 제주시 연동 1515-3번지,"제주특별자치도 제주시 연화로2길 17-7, 1층 (연동)",63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
호텔시리우스,1278914403,기타,영업,제주특별자치도 제주시 연동 2334-4번지,"제주특별자치도 제주시 도령로 133, 지하1지상1층 (연동)",63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
스크류쿨제원점,1674399574,호프/통닭,영업,제주특별자치도 제주시 연동 261-19번지,"제주특별자치도 제주시 신광로 44-1, 2층 (연동)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
미스칠,38555906,식육(숯불구이),영업,제주특별자치도 제주시 연동 2434,"제주특별자치도 제주시 일주서로 7831, 1층 (연동)",63116.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제주분식,38274179,한식,영업,제주특별자치도 제주시 연동 311-2번지 (1층),"제주특별자치도 제주시 귀아랑길 23 (연동,(1층))",63119.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
멘부리제주,1933214971,까페,영업,제주특별자치도 제주시 연동 262-33 (1층),제주특별자치도 제주시 신광로8길 5 (연동),63131.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제주닭한마리,1317969297,호프/통닭,영업,제주특별자치도 제주시 연동 273-8 (지하1층),"제주특별자치도 제주시 연동7길 30, 지하1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
보기플레이,21762773,호프/통닭,영업,제주특별자치도 제주시 연동 1481-2,"제주특별자치도 제주시 과원북4길 84, 1층 (연동)",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
백두산갈비앤냉면,1165403875,패스트푸드,영업,제주특별자치도 제주시 연동 293-88번지,"제주특별자치도 제주시 은남4길 5, 101호 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
올래파이,33817690,기타,영업,제주특별자치도 제주시 연동 1485-7번지,"제주특별자치도 제주시 국기로2길 11, 1층 (연동)",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
통큰장어신제주점,1159262876,한식,영업,제주특별자치도 제주시 연동 300-4,"제주특별자치도 제주시 신대로 60, 1층 (연동)",63118.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
대박왕갈비연동점,1706034555,패스트푸드,영업,제주특별자치도 제주시 연동 280-72,제주특별자치도 제주시 신광로1길 13 (연동),63118.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
만운성,19816625,한식,영업,제주특별자치도 제주시 연동 1486-2번지,제주특별자치도 제주시 과원북4길 93 (연동),63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
웰빙밥도둑,129208307,정종/대포집/소주방,영업,제주특별자치도 제주시 연동 274-53번지 (1층),제주특별자치도 제주시 연동8길 9 (연동),63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
주민상회신광점,1453918784,기타,영업,제주특별자치도 제주시 연동 2326-4,"제주특별자치도 제주시 성신로1길 25, 1층 (연동)",63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
신제주삼보,32162545,한식,영업,제주특별자치도 제주시 연동 293-23,제주특별자치도 제주시 신대로16길 10 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
문성반점,16853457,일식,영업,제주특별자치도 제주시 연동 253-18번지,제주특별자치도 제주시 연동4길 12-9 (연동),63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
번개포차본점,1495566254,호프/통닭,영업,제주특별자치도 제주시 연동 272-43,제주특별자치도 제주시 연동9길 18 (연동),63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
산전수전인생역전,1167009219,호프/통닭,영업,제주특별자치도 제주시 연동 293-45,제주특별자치도 제주시 은남길 40 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
꼬방,38710942,한식,영업,제주특별자치도 제주시 연동 292-24,제주특별자치도 제주시 신대로12길 21 (연동),63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
금정무오리목점,1983711426,한식,영업,제주특별자치도 제주시 연동 275-2번지,"제주특별자치도 제주시 연동8길 21, 1층 (연동)",63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
황금돈가,34662269,한식,영업,제주특별자치도 제주시 연동 1500 (1층),"제주특별자치도 제주시 국기로2길 4 (연동,(1층))",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
해녀바당,20403100,횟집,영업,제주특별자치도 제주시 연동 250-4번지,제주특별자치도 제주시 삼무로 11-1 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
족발슈퍼연동점,1501094455,기타,영업,제주특별자치도 제주시 연동 293-102,"제주특별자치도 제주시 노연로 135, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
탐라도새기천국,32164038,한식,영업,제주특별자치도 제주시 연동 2316-9번지,"제주특별자치도 제주시 도령북길 2-4, 1층 (연동)",63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
뜨르르,17012679,한식,영업,제주특별자치도 제주시 연동 311-22,"제주특별자치도 제주시 신대로9길 9, 1층 (연동)",63119.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
베네토,34621578,기타,영업,제주특별자치도 제주시 연동 291-101,제주특별자치도 제주시 신대로8길 5 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
(주)서촌제 스시100,1967726445,일식,영업,제주특별자치도 제주시 연동 1326,"제주특별자치도 제주시 은수길 65, D동 1층 (연동)",63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
마라양꼬치,37434013,호프/통닭,영업,제주특별자치도 제주시 연동 273-34,제주특별자치도 제주시 신대로16길 44 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
구제포,1062980195,한식,영업,제주특별자치도 제주시 연동 256-10 뉴전원빌라,"제주특별자치도 제주시 연동4길 28-16, 1층 101호 (연동, 뉴전원빌라)",63137.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
신미조리,37608953,한식,영업,제주특별자치도 제주시 연동 312-52번지,제주특별자치도 제주시 문송1길 2 (연동),63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
주다방제원점,1417178196,호프/통닭,영업,제주특별자치도 제주시 연동 273-67,"제주특별자치도 제주시 신대로16길 52, 2층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제주국담,1779984568,한식,영업,제주특별자치도 제주시 연동 292-45 (1층),제주특별자치도 제주시 신대로12길 17 (연동),63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
훈이숯불갈비,38673143,한식,영업,제주특별자치도 제주시 연동 255-2 (1층),"제주특별자치도 제주시 신광로10길 24 (연동,(1층))",63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
삼오칠회센타,1611832588,횟집,영업,제주특별자치도 제주시 연동 283-61,제주특별자치도 제주시 신대로16길 33 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
엄블랑호다,340878283,기타,영업,제주특별자치도 제주시 연동 304-14,"제주특별자치도 제주시 사장길 15, 1층 (연동)",63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
미스터와규,1038893514,호프/통닭,영업,제주특별자치도 제주시 연동 283-7번지,제주특별자치도 제주시 은남3길 33 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
신사본가송탄부대찌개,1135204983,한식,영업,제주특별자치도 제주시 연동 291-68번지,제주특별자치도 제주시 신대로10길 28 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
오라방라운지,1429562541,정종/대포집/소주방,영업,제주특별자치도 제주시 연동 1320,"제주특별자치도 제주시 은수길 69, 1층 (연동)",63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
또순이모부페,16846025,뷔페식,영업,제주특별자치도 제주시 연동 283-33번지,"제주특별자치도 제주시 연동11길 30, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
램스키친,1130167376,한식,영업,제주특별자치도 제주시 연동 1498-2,"제주특별자치도 제주시 국기로 35, 3층 (연동)",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
마라샹궈전문점매운향솥,34203618,한식,영업,제주특별자치도 제주시 연동 282-17 (1층),제주특별자치도 제주시 은남1길 31 (연동),63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
모퉁이에머릿돌,16844378,한식,영업,제주특별자치도 제주시 연동 281-8번지,제주특별자치도 제주시 신대로10길 34 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
이게밥도둑,36379118,한식,영업,제주특별자치도 제주시 연동 291-58 (1층),"제주특별자치도 제주시 삼무로7길 23, 1층 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
예향정신제주점,1318242561,식육(숯불구이),영업,제주특별자치도 제주시 연동 1533-1,제주특별자치도 제주시 연화로2길 22-1 (연동),63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
좀녀마을,13444956,한식,영업,제주특별자치도 제주시 연동 303-45번지 (은남1로 28),"제주특별자치도 제주시 은남길 25 (연동,(은남1로 28))",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
에이라운지,1091977712,기타,영업,제주특별자치도 제주시 연동 1485-10 (1층),"제주특별자치도 제주시 국기로2길 5, 1층 (연동)",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
일미고을,1533128178,한식,영업,제주특별자치도 제주시 연동 291-71번지,제주특별자치도 제주시 신대로10길 24 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
까투리행운점,32037291,호프/통닭,영업,제주특별자치도 제주시 연동 2326-1번지 제주베스트빌라101호(도령4로22),"제주특별자치도 제주시 도령로13길 9 (연동,제주베스트빌라101호(도령4로22))",63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
각시탈,1631263815,호프/통닭,영업,제주특별자치도 제주시 연동 273-45,제주특별자치도 제주시 은남4길 37 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
골목회수산,1198646965,한식,영업,제주특별자치도 제주시 연동 1961-3,"제주특별자치도 제주시 도령로7길 30, 1층 (연동)",63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
킴스딜리버리,1166776009,한식,영업,제주특별자치도 제주시 연동 282-41,"제주특별자치도 제주시 신대로14길 40, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
대굴대굴,33461057,한식,영업,제주특별자치도 제주시 연동 2327-7번지,제주특별자치도 제주시 성신로2길 19 (연동),63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
김밥상회,35065416,분식,영업,제주특별자치도 제주시 연동 1495-7번지,"제주특별자치도 제주시 과원북2길 58, 1층 (연동)",63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
짱짱소주방,454743531,통닭(치킨),영업,제주특별자치도 제주시 연동 287-8번지,"제주특별자치도 제주시 연동10길 31, 1층 (연동)",63136.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
프로젝트064,86398282,까페,영업,제주특별자치도 제주시 연동 261-59번지,"제주특별자치도 제주시 신광로4길 13, 1~2층 (연동)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
담백한그집,19652551,한식,영업,제주특별자치도 제주시 연동 291-101번지,제주특별자치도 제주시 신대로8길 5 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
매옹이,1054949592,호프/통닭,영업,제주특별자치도 제주시 연동 283-2번지,"제주특별자치도 제주시 연동9길 25, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
보통김밥,1101729046,호프/통닭,영업,제주특별자치도 제주시 연동 1953-7번지,"제주특별자치도 제주시 남녕로 42, 1층 (연동)",63128.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
리보스코화덕피자,33979724,경양식,영업,제주특별자치도 제주시 연동 1315,제주특별자치도 제주시 수목원길 27 (연동),63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
둘리네국수,21226783,한식,영업,제주특별자치도 제주시 연동 284-11번지,제주특별자치도 제주시 연동10길 5 (연동),63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
창작일식요리엔,64263107,일식,영업,제주특별자치도 제주시 연동 1533,제주특별자치도 제주시 연화로2길 22 (연동),63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
우수미회센타,35591021,일식,영업,제주특별자치도 제주시 연동 1533-3,"제주특별자치도 제주시 연화로2길 24-1, 1층 (연동)",63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
페리카나연동점,11800491,한식,영업,제주특별자치도 제주시 연동 251-23번지 (연제3로14),"제주특별자치도 제주시 연동1길 10 (연동,(연제3로14))",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
천하육회,32163875,식육(숯불구이),영업,제주특별자치도 제주시 연동 273-4번지,제주특별자치도 제주시 연동7길 26 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
와플칸제주직영점,1373287112,한식,영업,제주특별자치도 제주시 연동 261-9번지,제주특별자치도 제주시 신광로 36 (연동),63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
화덕앤그릴,1914973393,기타,영업,제주특별자치도 제주시 연동 1497-2,"제주특별자치도 제주시 국기로 23, 1층 (연동)",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
성게애빠져,1947407635,한식,영업,제주특별자치도 제주시 연동 303-2,제주특별자치도 제주시 신대로14길 5 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
한솥도시락제주한라병원점,1899161411,한식,영업,제주특별자치도 제주시 연동 1965-1번지,"제주특별자치도 제주시 성신로 15, 1층 (연동)",63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
무정해장국,32163866,한식,영업,제주특별자치도 제주시 연동 291-7번지,제주특별자치도 제주시 신대로10길 29 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
연동박가네,11575946,식육(숯불구이),영업,제주특별자치도 제주시 연동 290-46,제주특별자치도 제주시 삼무로9길 15 (연동),63118.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
원님네포장마차,21762119,호프/통닭,영업,제주특별자치도 제주시 연동 281-15번지 (1층),제주특별자치도 제주시 신대로10길 35 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
카인드펍,1489135114,경양식,영업,제주특별자치도 제주시 연동 273-2,"제주특별자치도 제주시 연동7길 24, 3층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
궁한스샤브샤브신제주점,16849312,한식,영업,제주특별자치도 제주시 연동 298-9번지,"제주특별자치도 제주시 사장길 38, 2층 (연동)",63136.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
짝태노가리제주1호점,37501302,호프/통닭,영업,제주특별자치도 제주시 연동 304-28번지,"제주특별자치도 제주시 신대로 149, 1층 (연동)",63134.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
육남매,16835515,한식,영업,제주특별자치도 제주시 연동 310-50번지,제주특별자치도 제주시 신대로7길 15-1 (연동),63119.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
아구에반하다,1400333415,식육(숯불구이),영업,제주특별자치도 제주시 연동 299,"제주특별자치도 제주시 신대로20길 17, 1층 (연동)",63136.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
새몽실식당,11865276,한식,영업,제주특별자치도 제주시 연동 292-49번지 (1층),제주특별자치도 제주시 신대로12길 11 (연동),63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
종로3가감자탕,1064472624,한식,영업,제주특별자치도 제주시 연동 251-24 (제원2로56),"제주특별자치도 제주시 신광로4길 34 (연동,(제원2로56))",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
세광양대창제주연동점,1732373518,식육(숯불구이),영업,제주특별자치도 제주시 연동 283-46,"제주특별자치도 제주시 신대로16길 39, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
모심청국장,21758365,한식,영업,제주특별자치도 제주시 연동 291-124번지,제주특별자치도 제주시 신대로10길 17 (연동),63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
주연이네,1247359862,통닭(치킨),영업,제주특별자치도 제주시 연동 283-31,"제주특별자치도 제주시 은남3길 29, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
힘찬장어,32163590,한식,영업,제주특별자치도 제주시 연동 281-13 (1층),"제주특별자치도 제주시 삼무로3길 32-1 (연동,(1층))",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
카페뮤로,1213853981,기타,영업,제주특별자치도 제주시 연동 252-2번지,"제주특별자치도 제주시 제원3길 13, 1층 102호 (연동)",63131.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
가리본가본점,35333890,기타,영업,제주특별자치도 제주시 연동 2326-7,제주특별자치도 제주시 성신로1길 17 (연동),63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제주한우곱창,36946257,식육(숯불구이),영업,제주특별자치도 제주시 연동 308-10,"제주특별자치도 제주시 신대로 165, 1층 (연동)",63135.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
가시버시정육구이,37811888,한식,영업,제주특별자치도 제주시 연동 260-46,"제주특별자치도 제주시 삼무로1길 9, 1층 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
만배수산,1719550433,일식,영업,제주특별자치도 제주시 연동 1501-12,제주특별자치도 제주시 국기로2길 2-9 (연동),63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
스페샬삼무점,38710868,호프/통닭,영업,제주특별자치도 제주시 연동 291-62번지 101호,"제주특별자치도 제주시 삼무로7길 27, 101호 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
식객의주방,1646453903,한식,영업,제주특별자치도 제주시 연동 294-84,제주특별자치도 제주시 사장길 12 (연동),63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
컴포즈커피제주제원점,1227919052,호프/통닭,영업,제주특별자치도 제주시 연동 261-60,제주특별자치도 제주시 제원길 16 (연동),63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
한양춘향연화점,1815152739,한식,영업,제주특별자치도 제주시 연동 1532-9,"제주특별자치도 제주시 연화중길 19, 1층 (연동)",63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
낙지로,1680027211,한식,영업,제주특별자치도 제주시 연동 292-25,"제주특별자치도 제주시 신대로12길 19, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
복덕이네,1461114113,한식,영업,제주특별자치도 제주시 연동 2329-1,"제주특별자치도 제주시 도령로13길 15, 1층 (연동)",63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
버닝썬,1652344397,까페,영업,제주특별자치도 제주시 연동 283-35번지,"제주특별자치도 제주시 은남3길 34, 지하1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
호식이두마리치킨연동신시가지점,36516564,호프/통닭,영업,제주특별자치도 제주시 연동 1491-3번지,"제주특별자치도 제주시 국기중길 5-6, 1층 (연동)",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
흥부네정식,1224841740,한식,영업,제주특별자치도 제주시 연동 1371-3번지,제주특별자치도 제주시 연북로 74 (연동),63138.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
달맞이,36460723,한식,영업,제주특별자치도 제주시 연동 290-62,"제주특별자치도 제주시 신대로6길 13, 1층 (연동)",63118.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
연동돈우가,1681096979,한식,영업,제주특별자치도 제주시 연동 2327-4,제주특별자치도 제주시 도령로11길 18 (연동),63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
부가네얼큰이연동점,21763823,호프/통닭,영업,제주특별자치도 제주시 연동 293-86번지,제주특별자치도 제주시 노연로 137 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
막쇠,1703576513,식육(숯불구이),영업,제주특별자치도 제주시 연동 261-28,"제주특별자치도 제주시 제원길 12, 1층 (연동)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
