사업장명,도로명전체주소,상세영업상태명
모이세해장국모슬포점,제주특별자치도 서귀포시 대정읍 동일하모로 201,영업
돈방석모슬포8호점,제주특별자치도 서귀포시 대정읍 하모항구로 22-13,영업
장수해장국,제주특별자치도 서귀포시 안덕면 사계로 45,영업
속풀이해장국,제주특별자치도 서귀포시 표선면 표선중앙로 104,영업
집나간왕새우바람난조개,제주특별자치도 서귀포시 명동로 14 (서귀동),영업
시골촌,제주특별자치도 서귀포시 성산읍 일주동로 4278,영업
닐모리동동,제주특별자치도 서귀포시 중앙로47번길 1 (서귀동),영업
미성원,제주특별자치도 서귀포시 표선면 표선동서로 256,영업
시나브로,제주특별자치도 서귀포시 동홍중앙로66번길 7 (동홍동),영업
남원흑돼지연탄골목,제주특별자치도 서귀포시 남원읍 태위로495번길 7,영업
나니아카페,"제주특별자치도 서귀포시 예래로396번길 13-33, 2,3층 (하예동)",영업
캠핑포차,"제주특별자치도 서귀포시 칠십리로 191, 1층 (동홍동)",영업
도순고기국수,제주특별자치도 서귀포시 일주서로 409 (도순동),영업
물메,제주특별자치도 서귀포시 성산읍 서성일로 1181,영업
모이,제주특별자치도 서귀포시 동홍남로 81 (동홍동),영업
제주운정이네중문본점,제주특별자치도 서귀포시 중산간서로 726 (중문동),영업
성도식당,제주특별자치도 서귀포시 중정로91번길 13 (서귀동),영업
모퉁이포차,제주특별자치도 서귀포시 중산간동로 8003 (동홍동),영업
고등어회전문어랑어랑,제주특별자치도 서귀포시 안덕면 사계남로 172,영업
온평바다한그릇,제주특별자치도 서귀포시 성산읍 환해장성로 467,영업
로컬크랩,"제주특별자치도 서귀포시 표선면 번영로 3113, C동",영업
길카페,제주특별자치도 서귀포시 표선면 표선중앙로80번길 29,영업
1958빈티지,"제주특별자치도 서귀포시 대정읍 영어도시로 9, 1층",영업
파주닭국수,"제주특별자치도 서귀포시 신동로67번길 13, 1층 (서호동)",영업
올레수제초밥,"제주특별자치도 서귀포시 중앙로54번길 18, 2층 (서귀동)",영업
부자식당,"제주특별자치도 서귀포시 표선면 표선동서로 222, 1층",영업
참치코지,"제주특별자치도 서귀포시 대청로 39, 2층 202호 (강정동)",영업
본죽엔비빔밥까페제주강정점,"제주특별자치도 서귀포시 대청로25번길 4, 1층 103호 (강정동, 씨엔제이빌딩)",영업
보라네식당,제주특별자치도 서귀포시 하원로19번길 18 (하원동),영업
기억나는집,제주특별자치도 서귀포시 중앙로 6 (서귀동),영업
동네포차앤치킨,제주특별자치도 서귀포시 서문서로 31 (서귀동),영업
쇠소깍대박밥상,"제주특별자치도 서귀포시 남원읍 일주동로 8046, 1층",영업
오케이식당,"제주특별자치도 서귀포시 중문상로17번길 4, B동 4호 (중문동)",영업
제주정제,"제주특별자치도 서귀포시 남원읍 남원회관로 20, 1,2,옥탑층",영업
군족강정점,"제주특별자치도 서귀포시 대청로 37, 2층 201호 (강정동, 세종안채오피스텔)",영업
메밀애본점,제주특별자치도 서귀포시 이어도로 769 (강정동),영업
수일통닭강정점,제주특별자치도 서귀포시 이어도로 565 (강정동),영업
올댓비어,제주특별자치도 서귀포시 대정읍 하모상가로 27,영업
서귀포월드컵리조트,제주특별자치도 서귀포시 월드컵로45번길 40 (법환동),영업
흑한우명품관별관,제주특별자치도 서귀포시 일주동로 8421 (토평동),영업
정원꼬리곰탕,"제주특별자치도 서귀포시 성산읍 일주동로 4402, 나동 1층",영업
스타트하우스,제주특별자치도 서귀포시 안덕면 산록남로 863,영업
모영,제주특별자치도 서귀포시 성산읍 동류암로 44,영업
돈둥지,제주특별자치도 서귀포시 중앙로72번길 14 (서귀동),영업
미향해장국표선점,제주특별자치도 서귀포시 표선면 표선동서로 139,영업
새연교횟집,제주특별자치도 서귀포시 솔동산로22번길 11 (서귀동),영업
삼춘통닭,제주특별자치도 서귀포시 서문로29번길 14 (서귀동),영업
동현식당,제주특별자치도 서귀포시 대정읍 최남단해안로 28,영업
색달돈가,제주특별자치도 서귀포시 색달로61번길 46 (색달동),영업
사계바다,제주특별자치도 서귀포시 안덕면 형제해안로 26,영업
흑사돈,제주특별자치도 서귀포시 표선면 표선동서로 269,영업
왕호랑이막창,제주특별자치도 서귀포시 동홍남로 52 (동홍동),영업
오반장,제주특별자치도 서귀포시 대정읍 하모중앙로 84,영업
유어스호텔레스토랑,"제주특별자치도 서귀포시 천제연로178번길 21, 1층 (중문동)",영업
야자나라,"제주특별자치도 서귀포시 이어도로 846, 1층 (강정동)",영업
글라가게,제주특별자치도 서귀포시 색달중앙로 218 (색달동),영업
시봉카페,제주특별자치도 서귀포시 태평로 406 (서귀동),영업
우발탄,"제주특별자치도 서귀포시 신중로13번길 2, 지하1층 (강정동)",영업
돌돌이,제주특별자치도 서귀포시 동홍로 355 (동홍동),영업
김삿갓보쌈족발,제주특별자치도 서귀포시 중앙로47번길 4-1 (서귀동),영업
미림,제주특별자치도 서귀포시 대정읍 하모중앙로 84,영업
충청도식당,"제주특별자치도 서귀포시 천지로 40, 1층 (서귀동)",영업
모루쿠다본점,"제주특별자치도 서귀포시 태평로431번길 32, 1층 (서귀동)",영업
모모,"제주특별자치도 서귀포시 신서로32번길 32, 1층 (강정동)",영업
오름,제주특별자치도 서귀포시 표선면 민속해안로 537,영업
줄서서먹는짜장신시가지점,제주특별자치도 서귀포시 일주동로 9217 (법환동),영업
나원회포차,제주특별자치도 서귀포시 동문동로 2 (서귀동),영업
권가네올레김밥,"제주특별자치도 서귀포시 중앙로 199, 1층 상가5호 (서홍동)",영업
산티아고가는길,제주특별자치도 서귀포시 남원읍 한신로 197,영업
돌체,제주특별자치도 서귀포시 중앙로 64 (서귀동),영업
토크쇼천지점,제주특별자치도 서귀포시 중정로 19 (서귀동),영업
송가네참숯가든,제주특별자치도 서귀포시 남원읍 남위남성로93번길 67,영업
3050식당,제주특별자치도 서귀포시 서문로 5 (서귀동),영업
풍향가든,제주특별자치도 서귀포시 이어도로 770 (강정동),영업
금복주,제주특별자치도 서귀포시 태평로512번길 4 (동홍동),영업
만추,제주특별자치도 서귀포시 이어도로 497 (강정동),영업
동광가든,제주특별자치도 서귀포시 안덕면 동광로 106,영업
춘부네식당,"제주특별자치도 서귀포시 표선면 세성로 302, 1층",영업
제주수산,"제주특별자치도 서귀포시 중앙로42번길 27, 1층 (서귀동)",영업
바떼온,제주특별자치도 서귀포시 남원읍 일주동로 6570,영업
송가네순대국밥,제주특별자치도 서귀포시 1100로 177 (회수동),영업
믿음정육식당,제주특별자치도 서귀포시 중앙로 161 (서홍동),영업
중문칠돈가,제주특별자치도 서귀포시 중문관광로 8 (색달동),영업
고가네,제주특별자치도 서귀포시 천제연로214번길 4 (중문동),영업
바다다,제주특별자치도 서귀포시 대포로 148-15 (대포동),영업
서귀포해뜨는집,제주특별자치도 서귀포시 중앙로62번길 27 (서귀동),영업
커피맛이멜로,제주특별자치도 서귀포시 안덕면 신화역사로 752,영업
소소담,제주특별자치도 서귀포시 중산간동로 7647 (상효동),영업
징검다리,제주특별자치도 서귀포시 남원읍 남원체육관로 309,영업
나니아(NANIA),"제주특별자치도 서귀포시 예래로396번길 13-33, 1층 (하예동)",영업
모해,제주특별자치도 서귀포시 성산읍 일출로 267,영업
청개구리식당,"제주특별자치도 서귀포시 대정읍 칠전로 528-6, 1층",영업
제주할망밥상모슬포점,"제주특별자치도 서귀포시 대정읍 최남단해안로 18, 1층",영업
신례토종닭식당,제주특별자치도 서귀포시 남원읍 신례천로 267-110,영업
초계명가,제주특별자치도 서귀포시 안덕면 대평감산로 38,영업
올레길카페,"제주특별자치도 서귀포시 표선면 일주동로 6337, 지하1층",영업
산방흑돼지순대영어교육도시점,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 390, B동 106호",영업
동호갈비,"제주특별자치도 서귀포시 중문상로 41, 1층 (중문동)",영업
우리집정식,"제주특별자치도 서귀포시 중앙로195번길 4, 1층 (서홍동)",영업
제피로스,"제주특별자치도 서귀포시 태평로 509, 2층 209호 (동홍동, 제이원타워)",영업
사계해녀의집,제주특별자치도 서귀포시 안덕면 형제해안로 13-1,영업
도가촌,제주특별자치도 서귀포시 동홍동로 39 (동홍동),영업
처가집연탄구이,제주특별자치도 서귀포시 하신상로 12 (하효동),영업
불특정식당중문,제주특별자치도 서귀포시 안덕면 난드르로 48,영업
누구나홀딱반한닭대정점,제주특별자치도 서귀포시 대정읍 신영로 125-1,영업
돈블랙올레시장점,제주특별자치도 서귀포시 중동로48번길 9 (서귀동),영업
서귀포부두식당,제주특별자치도 서귀포시 부두로 38 (서귀동),영업
시(see),제주특별자치도 서귀포시 명동로 17 (서귀동),영업
백기식당,제주특별자치도 서귀포시 성산읍 고성오조로 87-8,영업
창천삼거리식당,제주특별자치도 서귀포시 안덕면 일주서로 1332,영업
해당화,제주특별자치도 서귀포시 중앙로54번길 32 (서귀동),영업
에르미타주,"제주특별자치도 서귀포시 신서로52번길 3-8, 1층 (강정동)",영업
바당꽃,"제주특별자치도 서귀포시 남원읍 남원회관로 102, 1층",영업
BHC치킨신서귀포점,"제주특별자치도 서귀포시 신서귀로 37, 1층 (법환동)",영업
투빅(Too Big),"제주특별자치도 서귀포시 남원읍 태위로 684, 1층",영업
특수부위전문점한울,제주특별자치도 서귀포시 효돈로 182-1 (하효동),영업
교촌치킨대정점,"제주특별자치도 서귀포시 대정읍 신영로 73, 1층",영업
마므레,제주특별자치도 서귀포시 남원읍 태위로 456,영업
찰스앤바비,"제주특별자치도 서귀포시 중문관광로 288, 지하1층 (대포동)",영업
동백화로,제주특별자치도 서귀포시 동홍남로 43 (동홍동),영업
임숙현돼지주물럭,제주특별자치도 서귀포시 표선면 표선동서로 70,영업
서귀피안세컨룸,제주특별자치도 서귀포시 성산읍 난산온평로 34,영업
올래국수서귀포점,제주특별자치도 서귀포시 태평로353번길 22-5 (서귀동),영업
나트랑,"제주특별자치도 서귀포시 대정읍 중산간서로 2168, 1층",영업
코소롱,"제주특별자치도 서귀포시 대정읍 에듀시티로 148, 1층 103호 (삼정지에듀상가)",영업
탐라만찬,"제주특별자치도 서귀포시 소보리당로164번길 62, 2층 (상예동)",영업
부산어묵앤카페,"제주특별자치도 서귀포시 명동로 46, 더퍼스트70호텔 (서귀동)",영업
장수마을밥상,제주특별자치도 서귀포시 태평로537번길 40-2 (동홍동),영업
일광회센터,제주특별자치도 서귀포시 천제연로 142 (중문동),영업
제주마루,제주특별자치도 서귀포시 성산읍 신양로 116,영업
명원정,제주특별자치도 서귀포시 대정읍 상모로 300-1,영업
마라도해녀촌자장,제주특별자치도 서귀포시 대정읍 마라로 41,영업
마라도에서,제주특별자치도 서귀포시 대정읍 마라로 43,영업
팔도민박횟집,제주특별자치도 서귀포시 대정읍 마라로 109,영업
서민갈비,제주특별자치도 서귀포시 중산간동로 8035 (서홍동),영업
미가족발,"제주특별자치도 서귀포시 홍중로 64-1, 1층 (서홍동)",영업
빨간대게,"제주특별자치도 서귀포시 동홍로 101, 1층 (동홍동)",영업
서정,"제주특별자치도 서귀포시 솜반천로55번길 12-8, 1층 (서홍동)",영업
해녀의숨비소리,"제주특별자치도 서귀포시 하예하동로 3, 1층 (하예동)",영업
30년할매닭발,"제주특별자치도 서귀포시 중앙로 199, 1층 10호 (서홍동, 서강파인힐5차)",영업
이가네일품해장국,"제주특별자치도 서귀포시 신효로 30, 1층 102호 (신효동)",영업
대정족발영어교육도시점,"제주특별자치도 서귀포시 대정읍 중산간서로 2276, B동 102,103호",영업
꽃가람,"제주특별자치도 서귀포시 성산읍 고성동서로 73, 1층",영업
통통,"제주특별자치도 서귀포시 대정읍 최남단해안로30번길 11, 1층",영업
제주푸드트립,"제주특별자치도 서귀포시 중문관광로 17, 시내루동 1층 (색달동)",영업
화전민촌,제주특별자치도 서귀포시 성산읍 고성오조로 15,영업
효돈수제돈까스,"제주특별자치도 서귀포시 일주동로 8106, 1층 (하효동)",영업
샤브차이나별관,"제주특별자치도 서귀포시 태평로 509, 2층 205호 (동홍동)",영업
해선락와사비,"제주특별자치도 서귀포시 남원읍 남태해안로 335, 1층",영업
신촌흑돼지강정,제주특별자치도 서귀포시 중앙로42번길 16 (서귀동),영업
돌샘,"제주특별자치도 서귀포시 태평로371번길 20, 1층 (서귀동)",영업
서귀포호텔스카이라운지,"제주특별자치도 서귀포시 상예로 319, 6층 (상예동)",영업
제리스펍,"제주특별자치도 서귀포시 솔동산로 20, 2층 (서귀동)",영업
땡큐소주방,제주특별자치도 서귀포시 중앙로71번길 22 (서귀동),영업
글라글라하와이,제주특별자치도 서귀포시 대정읍 하모항구로 70,영업
율.13,제주특별자치도 서귀포시 안덕면 난드르로 13,영업
나무아래쉼팡,"제주특별자치도 서귀포시 성산읍 고성오조로113번길 8, 1층",영업
하례정원,제주특별자치도 서귀포시 남원읍 하례망장포로 39,영업
카페만감교차,"제주특별자치도 서귀포시 성산읍 환해장성로 496, 1층",영업
제주한판,"제주특별자치도 서귀포시 안덕면 사계북로 120, 1층",영업
봉자매,제주특별자치도 서귀포시 이어도로 925 (법환동),영업
화맛난흑돼지,제주특별자치도 서귀포시 안덕면 화순로 71,영업
성산어촌계해녀의집,제주특별자치도 서귀포시 성산읍 일출로 284-34,영업
굼부리식당,"제주특별자치도 서귀포시 표선면 중산간동로 4589, 1층",영업
육도담서귀포점,제주특별자치도 서귀포시 천지로 16 (서귀동),영업
스카이온파이브다이닝(Sky on 5 Dining),"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 5층",영업
랜딩라운지(Landing Lounge),"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하1층",영업
디 아일렛 라운지(The Islet Lounge),"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 1층",영업
풀사이드 카페(Poolside Cafe),"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 1층",영업
랜딩 다이닝(Landing Dining),"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하 1,2층",영업
민경이네식당,제주특별자치도 서귀포시 중앙로54번길 34 (서귀동),영업
남문숯불바베큐중문점,제주특별자치도 서귀포시 하예로44번길 21 (하예동),영업
중문정든해장국집,제주특별자치도 서귀포시 일주서로 773 (중문동),영업
26번가,제주특별자치도 서귀포시 천지로 26 (서귀동),영업
아일랜드스토리,제주특별자치도 서귀포시 중문관광로72번길 29-9 (색달동),영업
한라산저팔계,제주특별자치도 서귀포시 중앙로59번길 8 (서귀동),영업
먹깨비촌,"제주특별자치도 서귀포시 신서귀로 35, 1층 (법환동)",영업
벨에포크,제주특별자치도 서귀포시 성산읍 삼달로 199,영업
한솥도시락제주대정점,"제주특별자치도 서귀포시 대정읍 하모상가로 35, 1층",영업
카페예스아이엠서귀포점,"제주특별자치도 서귀포시 동홍로 7, 1층 (서귀동)",영업
중문국수나라,"제주특별자치도 서귀포시 중문로51번길 2, 1층 (중문동)",영업
춘천손가닭갈비,제주특별자치도 서귀포시 일주동로 8603 (동홍동),영업
채플린,제주특별자치도 서귀포시 태평로431번길 31 (서귀동),영업
24시뼈다귀탕동홍점,제주특별자치도 서귀포시 동홍남로 43 (동홍동),영업
순덕이네해산물장터,제주특별자치도 서귀포시 성산읍 온평서로 48,영업
교래흑돼지표선점,"제주특별자치도 서귀포시 표선면 가시로 13, 1층",영업
하논미가식당,"제주특별자치도 서귀포시 서홍로 43, 1층 (서홍동)",영업
해비치바람의집,"제주특별자치도 서귀포시 표선면 민속해안로 381, 1층",영업
딸기와삼룡이,제주특별자치도 서귀포시 성산읍 환해장성로 117,영업
국수몽,"제주특별자치도 서귀포시 천제연로207번길 1, 1층 (중문동)",영업
매직스푼,제주특별자치도 서귀포시 동홍남로 43 (동홍동),영업
사계해오름,"제주특별자치도 서귀포시 안덕면 산방로 352, 1층",영업
천지연무태장어신서귀포점,제주특별자치도 서귀포시 신서로48번길 19-9 (강정동),영업
비어드코지98,제주특별자치도 서귀포시 성산읍 신양로 98,영업
서귀포닭해장국,"제주특별자치도 서귀포시 홍중로 25, 1층 (서홍동)",영업
바다양푼이동태탕중문점,제주특별자치도 서귀포시 천제연로178번길 4-1 (중문동),영업
중문수원음식점,제주특별자치도 서귀포시 천제연로 83 (색달동),영업
표선반점,제주특별자치도 서귀포시 표선면 표선중앙로 78,영업
서작가초밥집,제주특별자치도 서귀포시 태평로 416-1 (서귀동),영업
용왕식당,제주특별자치도 서귀포시 동문로 38 (서귀동),영업
규영이네,제주특별자치도 서귀포시 남원읍 한신로 234-5,영업
더클리프,"제주특별자치도 서귀포시 중문관광로 154-17, 2층 (색달동)",영업
오조마을돌담쉼팡,제주특별자치도 서귀포시 성산읍 오조로 75,영업
서귀포차이나타운,"제주특별자치도 서귀포시 중앙로 49, 1층 (서귀동)",영업
엉클통김밥법환점,"제주특별자치도 서귀포시 월드컵로 8, 103-1호 (강정동, 홍은프라자)",영업
만사성,"제주특별자치도 서귀포시 소암로 37, 1층 (서귀동)",영업
통큰갈비중문점,제주특별자치도 서귀포시 천제연로 357 (회수동),영업
전원일기,제주특별자치도 서귀포시 일주동로 8713 (서귀동),영업
잔디포차,제주특별자치도 서귀포시 대정읍 하모이삼로 63,영업
제남가든,제주특별자치도 서귀포시 남원읍 태위로 551-44,영업
마라도짜장면,제주특별자치도 서귀포시 대정읍 마라로101번길 46,영업
대독장신서귀포점,"제주특별자치도 서귀포시 신서귀로97번길 55, 2층 (강정동)",영업
먹깨비,"제주특별자치도 서귀포시 중정로91번길 7, 1층 (서귀동)",영업
까투리모슬포점,제주특별자치도 서귀포시 대정읍 하모중앙로 69-2,영업
파파엔도터,"제주특별자치도 서귀포시 소암로 29, 2층 (서귀동)",영업
장가네해장국,"제주특별자치도 서귀포시 중문상로17번길 4, B동 1~3호 (중문동)",영업
센트로,"제주특별자치도 서귀포시 태평로 449, 1층 (서귀동)",영업
바당동네,"제주특별자치도 서귀포시 중앙로 23, 1층 (서귀동)",영업
홍다원밥앤차,"제주특별자치도 서귀포시 표선면 중산간동로 4618-8, 2층",영업
푸라닭강정점,"제주특별자치도 서귀포시 이어도로 679, 1층 (강정동)",영업
바당국수,제주특별자치도 서귀포시 동문동로 21-1 (서귀동),영업
코바코서귀포점,제주특별자치도 서귀포시 이중섭로 5-1 (서귀동),영업
도우미식당,제주특별자치도 서귀포시 남원읍 중산간동로 7407,영업
불타는숯불갈비,제주특별자치도 서귀포시 중앙로59번길 7 (서귀동),영업
제주다온가,제주특별자치도 서귀포시 안덕면 난드르로 6-1,영업
따라비가든,제주특별자치도 서귀포시 표선면 중산간동로 5267,영업
그랜드메르호텔 제주,제주특별자치도 서귀포시 논짓물로 45 (하예동),영업
동성수산횟집,제주특별자치도 서귀포시 대정읍 최남단해안로 46,영업
우리웰빙식당,제주특별자치도 서귀포시 중정로73번길 11 (서귀동),영업
차이나마씸,제주특별자치도 서귀포시 칠십리로 474 (보목동),영업
에뜨랑제,제주특별자치도 서귀포시 대정읍 신영로 112-1,영업
하영횟집,제주특별자치도 서귀포시 이어도로 1043 (서호동),영업
색달해녀의집,제주특별자치도 서귀포시 중문관광로 154-17 (색달동),영업
마왕치킨,제주특별자치도 서귀포시 천지로 8 (서귀동),영업
은하수식당,제주특별자치도 서귀포시 서문서로55번길 2 (서귀동),영업
번개불,제주특별자치도 서귀포시 신서로48번길 51-6 (법환동),영업
이루후제,제주특별자치도 서귀포시 남원읍 하신로 63,영업
명동춘천닭갈비2호점,"제주특별자치도 서귀포시 대정읍 하모항구로 73, 2층",영업
쏘쏘비어,"제주특별자치도 서귀포시 명동로 19, 3층 (서귀동)",영업
시골길,제주특별자치도 서귀포시 중앙로 11 (서귀동),영업
한우리식당,제주특별자치도 서귀포시 대정읍 상모대서로 46,영업
횟집바다목장,제주특별자치도 서귀포시 논짓물로 35 (하예동),영업
요네주방,제주특별자치도 서귀포시 남원읍 공천포로 83,영업
아트빌라스클럽라운지,제주특별자치도 서귀포시 색달중앙로252번길 124 (색달동),영업
두루두루식당,제주특별자치도 서귀포시 동문동로 33 (서귀동),영업
인우식당,제주특별자치도 서귀포시 중앙로48번길 32 (서귀동),영업
필,제주특별자치도 서귀포시 대정읍 하모상가로 40-2,영업
아트빌라스커뮤니티센터,제주특별자치도 서귀포시 색달중앙로252번길 124 (색달동),영업
제주해조네보말성게전문점,제주특별자치도 서귀포시 안덕면 대평감산로 12,영업
하루(HARU),"제주특별자치도 서귀포시 동홍로 7, 지하1층 (서귀동)",영업
동원정식당,제주특별자치도 서귀포시 서문로 33 (서귀동),영업
돈돼지흑돼지가든,제주특별자치도 서귀포시 표선면 표선백사로 108,영업
바당어죽,제주특별자치도 서귀포시 동문동로 32 (서귀동),영업
더캔버스하나,제주특별자치도 서귀포시 중문관광로72번길 35 (색달동),영업
더캔버스,제주특별자치도 서귀포시 중문관광로72번길 35 (색달동),영업
애월연탄집서귀포점,제주특별자치도 서귀포시 예래로 296-1 (하예동),영업
카페힐,"제주특별자치도 서귀포시 표선면 민속해안로 351, 1층",영업
토끼트멍,제주특별자치도 서귀포시 안덕면 사계남로 182,영업
제주약수터올레시장점,"제주특별자치도 서귀포시 중앙로48번길 10, 1층 (서귀동)",영업
정가네,제주특별자치도 서귀포시 안덕면 소기왓로 7,영업
두레반점,제주특별자치도 서귀포시 표선면 표선중앙로80번길 29,영업
돈내코쌍둥이네식당,제주특별자치도 서귀포시 516로 452 (상효동),영업
카페가드니아,"제주특별자치도 서귀포시 표선면 표선동서로 151, 1층",영업
홍다원,"제주특별자치도 서귀포시 표선면 중산간동로 4618-8, 1층",영업
뿔발,"제주특별자치도 서귀포시 일주동로 8726, 1층 (서홍동)",영업
떡군이네떡볶이신서귀포점,제주특별자치도 서귀포시 신북로 50 (강정동),영업
한일식당,제주특별자치도 서귀포시 중앙로72번길 13 (서귀동),영업
제주기장횟집,제주특별자치도 서귀포시 안덕면 화순중앙로 103,영업
친구야식,제주특별자치도 서귀포시 중정로 96-1 (서귀동),영업
국수의전설,제주특별자치도 서귀포시 효돈로 108 (신효동),영업
토크쇼동문점,제주특별자치도 서귀포시 동문로 65 (서귀동),영업
삼다숯불갈비,제주특별자치도 서귀포시 명동로 43 (서귀동),영업
오구삼구민물장어아구찜,제주특별자치도 서귀포시 남원읍 남원회관로 61,영업
삼겹살데이,제주특별자치도 서귀포시 동홍중앙로52번길 36-2 (동홍동),영업
솔동산고기국수,제주특별자치도 서귀포시 부두로 23 (서귀동),영업
꾸러기,제주특별자치도 서귀포시 동문로 70 (서귀동),영업
컬투치킨&피자효돈점,제주특별자치도 서귀포시 효돈로 191 (하효동),영업
온평꽃돈숯불구이,"제주특별자치도 서귀포시 성산읍 환해장성로 469, 1층",영업
막숙해담식당,제주특별자치도 서귀포시 이어도로 938 (법환동),영업
우리한뚝배기,제주특별자치도 서귀포시 상효로 149 (상효동),영업
쇠소깍복순이네식당,"제주특별자치도 서귀포시 쇠소깍로 156, 1층 (하효동)",영업
랍씨네,"제주특별자치도 서귀포시 성산읍 신양로122번길 57, 1층",영업
바다여행횟집,제주특별자치도 서귀포시 표선면 민속해안로 582,영업
엠소마앤(&)엠단테성산점,"제주특별자치도 서귀포시 성산읍 성산등용로17번길 55, 89호 (제주 성산 리치유 클래시아)",영업
해송초밥,"제주특별자치도 서귀포시 신서귀로 35, 1층 (법환동)",영업
성산미소복집,"제주특별자치도 서귀포시 성산읍 서성일로 872-6, 1층 102호",영업
모메든식당모슬포점,제주특별자치도 서귀포시 대정읍 최남단해안로 113,영업
홍당무떡볶이,"제주특별자치도 서귀포시 중정로 45, 1층 (서귀동)",영업
성읍치킨튀,"제주특별자치도 서귀포시 표선면 성읍정의현로22번길 18-8, 13호",영업
서귀포고기국수,제주특별자치도 서귀포시 소암로12번길 21 (서귀동),영업
오라방횟집,제주특별자치도 서귀포시 동홍로8번길 6 (서귀동),영업
위미다온국밥,제주특별자치도 서귀포시 남원읍 위미중앙로 178,영업
중섭이네식당,제주특별자치도 서귀포시 이중섭로 19 (서귀동),영업
제주삼다국수,제주특별자치도 서귀포시 김정문화로 59-1 (서호동),영업
베트남향기,제주특별자치도 서귀포시 부두로 49 (서귀동),영업
하버39,"제주특별자치도 서귀포시 천지연로 39, 1층 (서귀동)",영업
표선골목집본점,"제주특별자치도 서귀포시 표선면 표선백사로110번길 5-10, 1층",영업
피자명인제주남원점,제주특별자치도 서귀포시 남원읍 태위로 659-1,영업
비케이,"제주특별자치도 서귀포시 칠십리로91번길 12, 2층 (서귀동)",영업
라이브카페레옹,"제주특별자치도 서귀포시 표선면 민속해안로 580, 2층",영업
다올,제주특별자치도 서귀포시 중정로91번길 18 (서귀동),영업
아지,"제주특별자치도 서귀포시 신서로122번길 73, 지하1층 (강정동)",영업
서울불고기,제주특별자치도 서귀포시 동홍중앙로 17 (동홍동),영업
사락,제주특별자치도 서귀포시 안덕면 사계남로 171,영업
상원가든,제주특별자치도 서귀포시 대정읍 송악관광로 132,영업
한잔해,"제주특별자치도 서귀포시 대정읍 영서중로 5, 1층",영업
집나간 왕새우 바람난 조개구이 표선점,제주특별자치도 서귀포시 표선면 표선동서로 254-12,영업
식도향,제주특별자치도 서귀포시 칠십리로 99 (서귀동),영업
만물식당,제주특별자치도 서귀포시 표선면 표선동서로 260,영업
바다사냥,"제주특별자치도 서귀포시 성산읍 성산중앙로 52, 1층 3호 (태성빌라)",영업
주점부리성산일출봉점,제주특별자치도 서귀포시 성산읍 성산중앙로 67,영업
은빌레식당,제주특별자치도 서귀포시 남원읍 한신로 247-3,영업
미풍해장국서귀포직영점,제주특별자치도 서귀포시 신동로27번길 12-4 (서호동),영업
썬시티,"제주특별자치도 서귀포시 성산읍 한도로 120, 1층",영업
성아네갈비,제주특별자치도 서귀포시 동홍동로26번길 2 (동홍동),영업
성산마씸,"제주특별자치도 서귀포시 성산읍 한도로 257, 1층",영업
명동춘천닭갈비4호점,"제주특별자치도 서귀포시 대청로25번길 6-9, 1층 (강정동)",영업
대게나라,"제주특별자치도 서귀포시 신서귀로76번길 2, 지하1층 (서호동)",영업
제주흑돼지와전복본점,"제주특별자치도 서귀포시 일주서로 449, 1층 (월평동)",영업
카페바라크라,"제주특별자치도 서귀포시 칠십리로504번길 8-4, 지하1층 (보목동)",영업
육떡식당,"제주특별자치도 서귀포시 천제연로178번길 19, 1층 (중문동)",영업
정담가찌개랑,"제주특별자치도 서귀포시 중문상로 32, 1층 (중문동)",영업
바람이풀에그림그린날,제주특별자치도 서귀포시 안덕면 감산서로 59,영업
동홍정육식당,제주특별자치도 서귀포시 문부로 27-8 (동홍동),영업
황금치킨,제주특별자치도 서귀포시 중앙로 154 (서홍동),영업
공룡마라탕앤양꼬치8호점,제주특별자치도 서귀포시 천제연로 183-1 (중문동),영업
더라운지앤바,제주특별자치도 서귀포시 중문관광로72번길 35 (색달동),영업
하마,제주특별자치도 서귀포시 중앙로59번길 14 (서귀동),영업
짱아저씨구이구이,제주특별자치도 서귀포시 성산읍 성산중앙로 19,영업
구터미널,제주특별자치도 서귀포시 서문로 9 (서귀동),영업
더끌림카페,"제주특별자치도 서귀포시 명동로 44, 2층 (서귀동)",영업
은미네식당,"제주특별자치도 서귀포시 성산읍 온평관전로 41, 1층",영업
"담앤루,밀탑",제주특별자치도 서귀포시 이어도로343번길 63 (대포동),영업
성광식당,제주특별자치도 서귀포시 일주동로 8184 (신효동),영업
뚱뚱이네보쌈족발,제주특별자치도 서귀포시 일주동로 8592 (동홍동),영업
관촌밀면,제주특별자치도 서귀포시 서문로29번길 13 (서귀동),영업
국수야,제주특별자치도 서귀포시 중정로91번길 26-1 (서귀동),영업
못동산가든,제주특별자치도 서귀포시 중문상로 96 (중문동),영업
오리나라닭마을,제주특별자치도 서귀포시 중산간동로 7912 (동홍동),영업
고미횟집,제주특별자치도 서귀포시 서문로 46 (서귀동),영업
