사업장명,도로명전체주소,상세영업상태명
은설식당,제주특별자치도 서귀포시 남원읍 태위로 686,영업
영숙이네소숯불구이,제주특별자치도 서귀포시 표선면 표선동서로 254-12,영업
숲속의 컨벤션,제주특별자치도 서귀포시 일주서로 88 (강정동),영업
동언식당,제주특별자치도 서귀포시 천지로 26 (서귀동),영업
홍쉐프의중국집,제주특별자치도 서귀포시 이어도로 685-1 (강정동),영업
효돈아지트,제주특별자치도 서귀포시 칠십리로 765 (하효동),영업
파미유,제주특별자치도 서귀포시 이어도로 826-6 (강정동),영업
서귀포흑돈,제주특별자치도 서귀포시 칠십리로 278 (토평동),영업
모카,제주특별자치도 서귀포시 남원읍 태신해안로 125,영업
표선해녀의집,"제주특별자치도 서귀포시 표선면 표선당포로 6, 다원돌솥밥",영업
춘에서보게,제주특별자치도 서귀포시 대정읍 신영로 103,영업
캡틴한참치전문점,제주특별자치도 서귀포시 동홍중앙로52번길 19 (동홍동),영업
중문미리내김밥,제주특별자치도 서귀포시 천제연로 170 (중문동),영업
세종비스트로,"제주특별자치도 서귀포시 중앙로47번길 25, 1층 (서귀동)",영업
초연식당,제주특별자치도 서귀포시 표선면 표선중앙로96번길 15-14,영업
뜰안에,제주특별자치도 서귀포시 정방연로 6 (토평동),영업
생원전복,제주특별자치도 서귀포시 안덕면 산방로 7,영업
거멍국수,"제주특별자치도 서귀포시 안덕면 사계로114번길 53-14, 1층",영업
코삿,제주특별자치도 서귀포시 안덕면 난드르로 4,영업
다이아몬드,제주특별자치도 서귀포시 중문관광로 222 (중문동),영업
루비,제주특별자치도 서귀포시 중문관광로 222 (중문동),영업
모다정,"제주특별자치도 서귀포시 성산읍 성산중앙로37번길 9, 1층",영업
서귀포7080라이브카페,"제주특별자치도 서귀포시 서문로 31, 지하1층 (서귀동)",영업
한가네흑돼지냉면전문점,제주특별자치도 서귀포시 서호호근로 42 (서호동),영업
가파도수산,"제주특별자치도 서귀포시 대정읍 하모항구로6번길 22, 1층",영업
자구리몬들락,"제주특별자치도 서귀포시 칠십리로 113, 1층 (서귀동)",영업
하와이,"제주특별자치도 서귀포시 표선면 표선동서로 191, 1층",영업
위미동백식당,제주특별자치도 서귀포시 남원읍 태위로 278,영업
가파도스넥바,제주특별자치도 서귀포시 대정읍 가파로 265,영업
모퉁이집,"제주특별자치도 서귀포시 칠십리로91번길 16, 1층 (서귀동)",영업
허심탄회하게,"제주특별자치도 서귀포시 천제연로188번길 4, 2층 (중문동)",영업
지리산백숙,제주특별자치도 서귀포시 대정읍 상모로 308,영업
에곤,"제주특별자치도 서귀포시 성산읍 신고로 52-18, 1층",영업
오멍가멍쉬멍,제주특별자치도 서귀포시 대정읍 가파로67번길 13,영업
정가네연탄구이,제주특별자치도 서귀포시 성산읍 서성일로 1047,영업
홍키친,제주특별자치도 서귀포시 동홍로 20 (서귀동),영업
기똥차네,제주특별자치도 서귀포시 성산읍 성산등용로 13-1,영업
명가돈촌,제주특별자치도 서귀포시 표선면 가마병풍로 30,영업
뱅인타코,제주특별자치도 서귀포시 대정읍 에듀시티로 74,영업
사계은영이네,제주특별자치도 서귀포시 안덕면 산방로 400,영업
레이크코스스타트하우스,제주특별자치도 서귀포시 남원읍 원님로399번길 319,영업
막둥이해녀복순이네,제주특별자치도 서귀포시 성산읍 서성일로 1129,영업
산도롱맨도롱,제주특별자치도 서귀포시 성산읍 일주동로 5105,영업
원차우,제주특별자치도 서귀포시 서호로 7-24 (서호동),영업
처갓집소머리국밥,"제주특별자치도 서귀포시 태평로92번길 35, 1층 (호근동)",영업
서울돈까스&김밥,제주특별자치도 서귀포시 남원읍 남조로 26,영업
왕선,"제주특별자치도 서귀포시 안덕면 서광남로 78, 1층",영업
달림흑돼지,제주특별자치도 서귀포시 성산읍 서성일로 969,영업
오름나그네,제주특별자치도 서귀포시 표선면 번영로 3396-5,영업
송악통갈치,"제주특별자치도 서귀포시 대정읍 형제해안로 322, 2층",영업
섭지코지화덕피자,제주특별자치도 서귀포시 성산읍 신양로 102,영업
고궁,"제주특별자치도 서귀포시 성산읍 성산중앙로 54, 1층",영업
쇠소깍돼지갈비,"제주특별자치도 서귀포시 효돈로 170, 1층 (하효동)",영업
제주오션팰리스호텔레스토랑,제주특별자치도 서귀포시 중앙로 14 (서귀동),영업
호야네집밥,제주특별자치도 서귀포시 성산읍 신양로 110,영업
은성이네,제주특별자치도 서귀포시 남원읍 일주동로 7137,영업
페리카나남원점,제주특별자치도 서귀포시 남원읍 태위로 689,영업
우리어멍,제주특별자치도 서귀포시 대정읍 송악관광로 375,영업
동아리꼬치구이,제주특별자치도 서귀포시 중정로91번길 58 (서귀동),영업
하모식당,제주특별자치도 서귀포시 대정읍 최남단해안로 39,영업
위미페리카나,제주특별자치도 서귀포시 남원읍 위미중앙로 204,영업
정희네,제주특별자치도 서귀포시 성산읍 고성동서로56번길 13,영업
북경반점,제주특별자치도 서귀포시 대정읍 동일하모로 218,영업
호재옻닭,제주특별자치도 서귀포시 동홍로 371 (동홍동),영업
허니,제주특별자치도 서귀포시 중앙로62번길 5 (서귀동),영업
코시롱화덕피자,제주특별자치도 서귀포시 대정읍 신영로 91-1,영업
김명자낙지마당서귀포점,"제주특별자치도 서귀포시 월드컵로 172, 1층 (강정동)",영업
위미항면카페,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 15,영업
오조리카페앤라운지,"제주특별자치도 서귀포시 성산읍 오조로 42, 1층",영업
여울목,"제주특별자치도 서귀포시 성산읍 삼달로 28-1, 1층",영업
돌하르방나주곰탕,제주특별자치도 서귀포시 안덕면 중산간서로 1791,영업
돼지소주방,제주특별자치도 서귀포시 대정읍 영서중로 5-3,영업
라메종베니위드로컬푸드,"제주특별자치도 서귀포시 성산읍 신양로122번길 10-6, 1,2층",영업
보목식당,제주특별자치도 서귀포시 마소물로135번길 64 (토평동),영업
성산바다,제주특별자치도 서귀포시 성산읍 신양로 29-2,영업
막창먹는놈,제주특별자치도 서귀포시 동문로 58 (서귀동),영업
한마음식당,제주특별자치도 서귀포시 태평로335번길 25 (서귀동),영업
민스(MINS),제주특별자치도 서귀포시 안덕면 서광서문로 55-7,영업
바다향기,제주특별자치도 서귀포시 표선면 민속해안로 631-6,영업
서귀포흑돼지명가,제주특별자치도 서귀포시 태평로 122 (호근동),영업
두번째맛있는집,제주특별자치도 서귀포시 태평로 461 (서귀동),영업
성산일출봉해송갈치전문,제주특별자치도 서귀포시 성산읍 일출로 270-2,영업
하츠돈카츠,제주특별자치도 서귀포시 대정읍 신영로 100,영업
봉금펍,제주특별자치도 서귀포시 신서귀로 40 (서호동),영업
섬사랑,제주특별자치도 서귀포시 남성중로 2-3 (서홍동),영업
타쿠마,제주특별자치도 서귀포시 성산읍 섭지코지로 15,영업
올레하우스바베큐,제주특별자치도 서귀포시 안덕면 사계북로41번길 188-13,영업
달인회센타,제주특별자치도 서귀포시 중정로73번길 22 (서귀동),영업
효돈고치비,제주특별자치도 서귀포시 효돈로 210-2 (하효동),영업
이심전심,제주특별자치도 서귀포시 중앙로47번길 5 (서귀동),영업
쏠레국수,제주특별자치도 서귀포시 성산읍 성산등용로 96-1,영업
가시리은하수가든,제주특별자치도 서귀포시 표선면 중산간동로 5123,영업
고기덕후,제주특별자치도 서귀포시 대정읍 상모대서로66번길 9,영업
서광오거리식당,제주특별자치도 서귀포시 안덕면 중산간서로 2084,영업
효돈연탄구이,제주특별자치도 서귀포시 하신상로 7 (하효동),영업
동홍분식,제주특별자치도 서귀포시 동홍로 205 (동홍동),영업
돌미롱,제주특별자치도 서귀포시 이어도로 684 (강정동),영업
맘스터치중문점,"제주특별자치도 서귀포시 중문상로 27, 지하1층 (중문동)",영업
까페오후,"제주특별자치도 서귀포시 성산읍 일주동로 5379, 1층",영업
돈내코늘봄식당,제주특별자치도 서귀포시 516로 462 (상효동),영업
국수마을,제주특별자치도 서귀포시 성산읍 동류암로 30,영업
대포해송,제주특별자치도 서귀포시 이어도로 200-7 (대포동),영업
동문로수산식당,제주특별자치도 서귀포시 중앙로48번길 35 (서귀동),영업
최고집,제주특별자치도 서귀포시 김정문화로 71 (서호동),영업
중문자연산횟집,제주특별자치도 서귀포시 천제연로 115 (색달동),영업
윤가우동중문본점,제주특별자치도 서귀포시 천제연로 178 (중문동),영업
오븐에빠진닭 동홍점,"제주특별자치도 서귀포시 동홍중앙로51번길 2, 1층 (동홍동)",영업
제주비스타케이월드컵,"제주특별자치도 서귀포시 김정문화로41번길 10-6, 1층 (법환동)",영업
놀멍걸으멍쉬멍,제주특별자치도 서귀포시 막숙포로41번길 9-1 (법환동),영업
네네치킨서귀포2호점,제주특별자치도 서귀포시 장수로 98 (서홍동),영업
효돈중앙반점,제주특별자치도 서귀포시 효돈로 164-2 (하효동),영업
매모루식당,제주특별자치도 서귀포시 이어도로 589 (강정동),영업
신산리마을카페,제주특별자치도 서귀포시 성산읍 환해장성로 33,영업
식탁,"제주특별자치도 서귀포시 성산읍 고성오조로 94, 브라운스위트호텔 1층 101,102호",영업
낭만시대,"제주특별자치도 서귀포시 중산간동로 8067, 1층 (서홍동)",영업
순대골,제주특별자치도 서귀포시 예래로 442-1 (하예동),영업
한끼,제주특별자치도 서귀포시 중앙로62번길 23 (서귀동),영업
행복맘집밥,제주특별자치도 서귀포시 서문로 38 (서귀동),영업
3657,제주특별자치도 서귀포시 안덕면 난드르로 56,영업
제이앤클로이,제주특별자치도 서귀포시 대정읍 무릉중앙로 203,영업
황금어장,제주특별자치도 서귀포시 중앙로48번길 14 (서귀동),영업
서귀포맛집코다리,제주특별자치도 서귀포시 신서귀로 37 (법환동),영업
세자매식당,제주특별자치도 서귀포시 신서귀로 11 (법환동),영업
풀카페,"제주특별자치도 서귀포시 중문관광로72번길 35, 1층,옥상층 (색달동)",영업
마가렛펜션&엔틱카페,"제주특별자치도 서귀포시 예래로68번길 11-16, 1층 (상예동)",영업
표선이고집,"제주특별자치도 서귀포시 표선면 표선동서로 264, 1층",영업
신전떡볶이,제주특별자치도 서귀포시 중앙로 100-3 (동홍동),영업
마루샤브제주서귀포점,"제주특별자치도 서귀포시 김정문화로 51, 1층 (법환동)",영업
고래가품은바다,"제주특별자치도 서귀포시 대정읍 최남단해안로125번길 5, 1층",영업
미향해장국남원점,제주특별자치도 서귀포시 남원읍 태위로 623,영업
소통,제주특별자치도 서귀포시 호근로 33 (호근동),영업
우드스탁,제주특별자치도 서귀포시 이중섭로 5 (서귀동),영업
발랄한맥주,제주특별자치도 서귀포시 솔동산로22번길 8 (서귀동),영업
바빈스커피모슬포점,제주특별자치도 서귀포시 대정읍 최남단해안로 22,영업
호텔 캘리포니아,제주특별자치도 서귀포시 김정문화로27번길 14-4 (강정동),영업
제주장수가든,제주특별자치도 서귀포시 일주서로 204 (강정동),영업
토리,제주특별자치도 서귀포시 표선면 표선동서로 240-1,영업
도순골식당,제주특별자치도 서귀포시 존제로15번길 9 (상예동),영업
큰엉식당,제주특별자치도 서귀포시 남원읍 태위로 526,영업
착한괴기,제주특별자치도 서귀포시 하신상로 6 (하효동),영업
제주고가네,"제주특별자치도 서귀포시 성산읍 성산중앙로19번길 14, 1층",영업
듀크서프비스트로,제주특별자치도 서귀포시 천제연로188번길 6-6 (중문동),영업
고기의법칙본점,제주특별자치도 서귀포시 천제연로 183-1 (중문동),영업
부전식당,제주특별자치도 서귀포시 성산읍 성산중앙로 36,영업
부산갈매기,제주특별자치도 서귀포시 성산읍 동류암로 46,영업
돌고래전망카페,제주특별자치도 서귀포시 대정읍 노을해안로 638,영업
카츠소랑,제주특별자치도 서귀포시 남원읍 남한로 22-1,영업
경자이모네,제주특별자치도 서귀포시 516로 295-13 (토평동),영업
숲커피플라워,"제주특별자치도 서귀포시 남원읍 위미항구로 51, 1층",영업
모록밭,제주특별자치도 서귀포시 안덕면 병악로 428,영업
오늘,"제주특별자치도 서귀포시 표선면 표선중앙로99번길 10-2, 1층",영업
자담치킨혁신도시점,"제주특별자치도 서귀포시 김정문화로 60, 1층 3호 (법환동)",영업
수연,제주특별자치도 서귀포시 중정로61번길 30-1 (서귀동),영업
더비어,제주특별자치도 서귀포시 중문상로 38 (중문동),영업
애릿내,제주특별자치도 서귀포시 정방로 7-7 (서귀동),영업
비치영양굴밥,제주특별자치도 서귀포시 표선면 표선중앙로117번길 1,영업
저팔계날다,제주특별자치도 서귀포시 대정읍 중산간서로 2576,영업
해방,"제주특별자치도 서귀포시 천제연로207번길 17, 1층 (중문동)",영업
가파도카페등대,"제주특별자치도 서귀포시 대정읍 가파로 76-1, 레스토랑제3호 1층",영업
제주황칠곰탕,제주특별자치도 서귀포시 남원읍 남조로 260,영업
낭만화로구이,제주특별자치도 서귀포시 남원읍 태위로724번길 11,영업
탐라밥상,"제주특별자치도 서귀포시 남원읍 위미중앙로241번길 24, 1층",영업
페이보리오리,제주특별자치도 서귀포시 효돈순환로 252 (하효동),영업
동네식당,"제주특별자치도 서귀포시 태평로335번길 25, 1층 (서귀동)",영업
머머코,"제주특별자치도 서귀포시 안덕면 한창로 103, 1층",영업
가시고기,제주특별자치도 서귀포시 중정로91번길 41-1 (서귀동),영업
노랑꼬리,제주특별자치도 서귀포시 대정읍 신영로72번길 3,영업
호꼴락,제주특별자치도 서귀포시 표선면 표선중앙로80번길 9 (제2호),영업
테라스8.9,제주특별자치도 서귀포시 안덕면 대평로 46 (B동),영업
상모가든,제주특별자치도 서귀포시 대정읍 일주서로 2530,영업
쭈꾸쭈꾸쭈꾸미,"제주특별자치도 서귀포시 명동로 32, 2층 (서귀동)",영업
마블링,제주특별자치도 서귀포시 서홍로 160 (서홍동),영업
중앙통닭마농치킨2호점,"제주특별자치도 서귀포시 중앙로62번길 13, 1층 (서귀동)",영업
서귀동298-5,제주특별자치도 서귀포시 천지로 42 (서귀동),영업
베네시안,"제주특별자치도 서귀포시 성산읍 서성일로 474, 1층",영업
황구네,제주특별자치도 서귀포시 동문동로53번길 16 (서귀동),영업
남문숯불바베큐앤치킨서귀포점,제주특별자치도 서귀포시 태평로 549 (동홍동),영업
메이비,"제주특별자치도 서귀포시 이중섭로 34, 1층 (서귀동)",영업
앙끄레국수 서귀포본점,제주특별자치도 서귀포시 법환상로2번길 97-18 (법환동),영업
몰마농,제주특별자치도 서귀포시 성산읍 환해장성로 929,영업
민영식당,제주특별자치도 서귀포시 소보리당로 7 (하예동),영업
돌담,제주특별자치도 서귀포시 표선면 표선관정로 96,영업
원해녀3대,제주특별자치도 서귀포시 대정읍 마라로77번길 3,영업
산도록,제주특별자치도 서귀포시 표선면 일주동로 6347-17,영업
큰가마솥순대국&양선지해장국,제주특별자치도 서귀포시 천제연로 145 (중문동),영업
느영나영혼듸모영,제주특별자치도 서귀포시 대정읍 하모항구로6번길 24,영업
스마트헬로,"제주특별자치도 서귀포시 신중남로 1, 10층 (강정동)",영업
산정아구찜,제주특별자치도 서귀포시 서문로29번길 37 (서귀동),영업
족발클라스,"제주특별자치도 서귀포시 신동로47번길 24, 1층 (서호동)",영업
카페지니,제주특별자치도 서귀포시 남원읍 공천포로11번길 19,영업
카페 본태,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,영업
당케올레국수,제주특별자치도 서귀포시 표선면 민속해안로 584,영업
빨간맛집성산점,제주특별자치도 서귀포시 성산읍 고성오조로 54,영업
유동커피,제주특별자치도 서귀포시 태평로 406-2 (서귀동),영업
웬드구니,제주특별자치도 서귀포시 안덕면 사계신항로 1,영업
켄싱턴애슐리2,제주특별자치도 서귀포시 이어도로 684 (강정동),영업
부가네얼큰이효돈점,제주특별자치도 서귀포시 효돈로 177 (하효동),영업
봉자순두부,제주특별자치도 서귀포시 남원읍 태위로682번길 6-2,영업
최박사손칼국수,제주특별자치도 서귀포시 문부로 28 (동홍동),영업
왕일번지본점,제주특별자치도 서귀포시 표선면 중산간동로 4592,영업
두꺼비치킨,제주특별자치도 서귀포시 중정로61번길 19 (서귀동),영업
오조로식당,"제주특별자치도 서귀포시 성산읍 오조로 131, 1층",영업
엄부랑,"제주특별자치도 서귀포시 성산읍 신양로 81, 1층",영업
달인회센타2호점,"제주특별자치도 서귀포시 중정로73번길 22, 2층 (서귀동)",영업
양평해장국중문점,제주특별자치도 서귀포시 일주서로 914 (색달동),영업
우아랑,제주특별자치도 서귀포시 천지로 34 (서귀동),영업
24시뼈다귀탕,제주특별자치도 서귀포시 표선면 표선동서로 226,영업
부가네얼큰이 남원점,제주특별자치도 서귀포시 남원읍 태위로679번길 10,영업
괸당집서귀포점,제주특별자치도 서귀포시 동홍로 21 (서귀동),영업
돈하르방,제주특별자치도 서귀포시 명동로 33 (서귀동),영업
참맛김밥,제주특별자치도 서귀포시 대정읍 신영로 113,영업
돈치킨,제주특별자치도 서귀포시 중앙로47번길 6 (서귀동),영업
제일수산횟집,제주특별자치도 서귀포시 중앙로79번길 8 (서귀동),영업
올레아구,제주특별자치도 서귀포시 김정문화로 52 (법환동),영업
카페짜이,제주특별자치도 서귀포시 안덕면 사계남로 239,영업
엉또정,제주특별자치도 서귀포시 중산간서로157번길 28-6 (강정동),영업
녹두카페,제주특별자치도 서귀포시 성산읍 서성일로747번길 8,영업
갈치왕,제주특별자치도 서귀포시 일주서로 1146 (상예동),영업
바다보다,"제주특별자치도 서귀포시 성산읍 신양로122번길 29, 1층",영업
뭉치푸줏간,제주특별자치도 서귀포시 성산읍 동류암로 50,영업
히비,"제주특별자치도 서귀포시 효돈로 107, 1층 (신효동)",영업
자금성,제주특별자치도 서귀포시 성산읍 일출로288번길 13,영업
이화수전통육개장제주영어교육도시점,"제주특별자치도 서귀포시 대정읍 중산간서로 2242, 1층",영업
야뜨리,"제주특별자치도 서귀포시 칠십리로 113, 2층 (서귀동)",영업
제주신라풀가든,제주특별자치도 서귀포시 중문관광로72번길 75 (색달동),영업
이쁜꽃돼지,제주특별자치도 서귀포시 중정로91번길 41-1 (서귀동),영업
신세계호텔식당,제주특별자치도 서귀포시 중앙로 2-2 (서귀동),영업
고향집,제주특별자치도 서귀포시 대정읍 하모중앙로 82,영업
더치페이,제주특별자치도 서귀포시 중앙로47번길 6 (서귀동),영업
표선칼국수,제주특별자치도 서귀포시 표선면 민속해안로 578-3,영업
통큰코다리모슬포점,제주특별자치도 서귀포시 대정읍 신영로 68-6,영업
아뜰리에안,제주특별자치도 서귀포시 막숙포로 166 (법환동),영업
왕천파닭,제주특별자치도 서귀포시 중앙로42번길 33-1 (서귀동),영업
카페인,"제주특별자치도 서귀포시 표선면 표선동서로264번길 22, 2층",영업
아라리,제주특별자치도 서귀포시 대정읍 신영로 101,영업
제주소문난감자탕,"제주특별자치도 서귀포시 상예로 224, 1층 (상예동)",영업
착한밥상,"제주특별자치도 서귀포시 중앙로150번길 77, 1층 (동홍동)",영업
올레수산회센터,제주특별자치도 서귀포시 중정로61번길 12 (서귀동),영업
미스제주서귀포중문본점,제주특별자치도 서귀포시 천제연로 145 (중문동),영업
토크쇼광장점,제주특별자치도 서귀포시 중앙로71번길 4 (서귀동),영업
모든날이행복하기를,제주특별자치도 서귀포시 남원읍 태신로 22,영업
대정로스터리카페,제주특별자치도 서귀포시 대정읍 인성로25번길 5-1,영업
오조해녀의 집,제주특별자치도 서귀포시 성산읍 한도로 141-13,영업
성산진미식당,제주특별자치도 서귀포시 성산읍 일출로 290,영업
진미식당,제주특별자치도 서귀포시 신동로67번길 49 (서호동),영업
서귀포 고향순대,제주특별자치도 서귀포시 천지로 23 (서귀동),영업
장가네일품순두부표선점,제주특별자치도 서귀포시 표선면 표선중앙로 63,영업
황소곱창,제주특별자치도 서귀포시 표선면 표선중앙로90번길 4,영업
너와나식당,제주특별자치도 서귀포시 일주동로 8712-1 (서홍동),영업
산계원식당,제주특별자치도 서귀포시 안덕면 형제해안로 80,영업
어머니횟집,제주특별자치도 서귀포시 중문로 54 (중문동),영업
본전식당,제주특별자치도 서귀포시 중앙로 61 (서귀동),영업
보리솔식당,제주특별자치도 서귀포시 예래로 97 (상예동),영업
카페담온,"제주특별자치도 서귀포시 동홍서로 104-10, 101동 1층 101호 (동홍동)",영업
북촌손만두제주신서귀포점,"제주특별자치도 서귀포시 대청로25번길 6-9, 1층 (강정동)",영업
미란이네,"제주특별자치도 서귀포시 안덕면 사계남로 167, 1층",영업
한라일번지현도식당,제주특별자치도 서귀포시 성산읍 섭지코지로46번길 10,영업
쥬스앤디저트,"제주특별자치도 서귀포시 성산읍 성산등용로 130-21, 1층",영업
푸드타임,"제주특별자치도 서귀포시 성산읍 성산등용로 130-21, 1층",영업
제주성산흑돼지영일,제주특별자치도 서귀포시 성산읍 성산중앙로37번길 1,영업
진안식당,제주특별자치도 서귀포시 성산읍 고성동서로 48,영업
천상,"제주특별자치도 서귀포시 칠십리로 87, 1층 (서귀동)",영업
지오아라,제주특별자치도 서귀포시 안덕면 사계로114번길 54-86,영업
사계절조개구이,제주특별자치도 서귀포시 천제연로 159 (중문동),영업
상희네돈숯불구이,제주특별자치도 서귀포시 칠십리로 289 (토평동),영업
제2 덕승,"제주특별자치도 서귀포시 대정읍 최남단해안로30번길 4, 1층",영업
모드락가든,"제주특별자치도 서귀포시 표선면 표선동서로 214, 1층",영업
까투리서귀동문점,제주특별자치도 서귀포시 동홍로 10 (서귀동),영업
바닷가식당,제주특별자치도 서귀포시 성산읍 신양로122번길 23,영업
서귀포밀면,제주특별자치도 서귀포시 토평로50번길 28 (토평동),영업
카페인섭지코지,"제주특별자치도 서귀포시 성산읍 섭지코지로 63, 2층",영업
우리들국수,"제주특별자치도 서귀포시 성산읍 섭지코지로 63, 1층",영업
인오당,"제주특별자치도 서귀포시 솜반천로43번길 4, 103호 (서홍동)",영업
제주곰집,제주특별자치도 서귀포시 이어도로 703-4 (강정동),영업
신도시정육식당,"제주특별자치도 서귀포시 김정문화로 69, 1층 (서호동)",영업
출출,제주특별자치도 서귀포시 성산읍 온평상하로 98,영업
제주커피박물관,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,영업
화락바베큐치킨제주서귀포점,제주특별자치도 서귀포시 동문동로53번길 2 (서귀동),영업
제주돌집 흑돼지 중문본점,제주특별자치도 서귀포시 천제연로 280 (중문동),영업
고마촌,제주특별자치도 서귀포시 성산읍 난산로 4,영업
서귀포중문마리조아,"제주특별자치도 서귀포시 이어도로 215, 1,2층 (대포동)",영업
명성수다뜰,제주특별자치도 서귀포시 대정읍 하모중앙로 56-1,영업
먹돌새기,제주특별자치도 서귀포시 솔동산로 31 (서귀동),영업
청해식당,제주특별자치도 서귀포시 동홍중앙로 39 (동홍동),영업
이드레국수,제주특별자치도 서귀포시 천제연로 93 (색달동),영업
제주나인브릿지콘도레스토랑,제주특별자치도 서귀포시 안덕면 광평로 34-156,영업
동성식당,제주특별자치도 서귀포시 대정읍 신영로 92,영업
켄싱턴애슐리,제주특별자치도 서귀포시 이어도로 684 (강정동),영업
표선한끼줍써,제주특별자치도 서귀포시 표선면 표선동서로 246,영업
늘풍년식당,제주특별자치도 서귀포시 중앙로89번길 14 (서귀동),영업
까투리표선점,제주특별자치도 서귀포시 표선면 표선중앙로 89,영업
탐라갈치요리전문점,제주특별자치도 서귀포시 소암로 37 (서귀동),영업
제주한판횟집산방산점,제주특별자치도 서귀포시 안덕면 사계로114번길 87,영업
옹달샘,제주특별자치도 서귀포시 천제연로 183-1 (중문동),영업
통큰코다리,제주특별자치도 서귀포시 신서귀로51번길 35 (강정동),영업
옥탑제이,제주특별자치도 서귀포시 동홍로 51 (동홍동),영업
루스트서귀포점,제주특별자치도 서귀포시 신서로48번길 22 (강정동),영업
교촌치킨서귀포1호점,제주특별자치도 서귀포시 일주동로 8584 (동홍동),영업
돌고롱,제주특별자치도 서귀포시 성산읍 한도로 137,영업
손두부집,제주특별자치도 서귀포시 중정로5번길 17 (서귀동),영업
새벽숯불가든,제주특별자치도 서귀포시 성산읍 일주동로 4036,영업
김태연국민동태탕서귀포시동홍점,제주특별자치도 서귀포시 동홍중앙로 17 (동홍동),영업
빵빵까페,제주특별자치도 서귀포시 성산읍 일주동로 4278,영업
팔팔자연산회센타,제주특별자치도 서귀포시 성산읍 일주동로 4213,영업
제주삼다국수산방산점,제주특별자치도 서귀포시 안덕면 산방로 53 (2층),영업
또래오래중앙점,제주특별자치도 서귀포시 명동로 11 (서귀동),영업
삼달,제주특별자치도 서귀포시 성산읍 삼달하동로 20,영업
삿뽀로우동집본점,"제주특별자치도 서귀포시 명동로 3, 1층 (서귀동)",영업
주상전하,제주특별자치도 서귀포시 말질로 308-2 (강정동),영업
그때거기,제주특별자치도 서귀포시 칠십리로 137 (서귀동),영업
착한마녀김밥,제주특별자치도 서귀포시 성산읍 고성오조로 64,영업
달인본가,"제주특별자치도 서귀포시 동홍로 36, 1층 (동홍동)",영업
아자부,"제주특별자치도 서귀포시 중정로61번길 30, 1층 (서귀동)",영업
수영이네식당,제주특별자치도 서귀포시 중산간동로7929번길 24 (동홍동),영업
또또고깃간,제주특별자치도 서귀포시 성산읍 일주동로 5112,영업
서귀포시골밥상,제주특별자치도 서귀포시 태평로353번길 5 (서귀동),영업
펄,"제주특별자치도 서귀포시 중문관광로 216, 2층 (중문동)",영업
원앙,"제주특별자치도 서귀포시 중문관광로 216, 3층 (중문동)",영업
수원닭집,제주특별자치도 서귀포시 남원읍 태위로 677,영업
제주선 (Jejuseon),"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하1층",영업
그때그맛,"제주특별자치도 서귀포시 성산읍 금백조로 70, 1층",영업
윤스쿡,"제주특별자치도 서귀포시 표선면 표선동서로 210, 1층",영업
홍식당,"제주특별자치도 서귀포시 남원읍 신흥로13번길 22, 1층",영업
담에랑또,"제주특별자치도 서귀포시 서호중로 86, 1층 (서호동)",영업
블랙바,"제주특별자치도 서귀포시 솔동산로 27, 1층 (서귀동, 메종 드 레아)",영업
당일바리,제주특별자치도 서귀포시 안덕면 형제해안로 20,영업
대평수산회센타,"제주특별자치도 서귀포시 안덕면 대평로 52, 1층",영업
제주유,제주특별자치도 서귀포시 성산읍 성산중앙로 60,영업
고성신양어촌계(섭지해녀의집),제주특별자치도 서귀포시 성산읍 섭지코지로 93-15,영업
소금막식당,"제주특별자치도 서귀포시 쇠소깍로 151-14, 지하1층 (하효동)",영업
윤경양식당신화월드점,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하1층",영업
화니소반제주,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하1층",영업
서귀포의료원장례식장2식당,제주특별자치도 서귀포시 장수로 47 (동홍동),영업
낭그늘,제주특별자치도 서귀포시 표선면 가시로 384,영업
신산1038,제주특별자치도 서귀포시 성산읍 일주동로 5111,영업
올레안뜰,제주특별자치도 서귀포시 법환로 24 (법환동),영업
밀리우,"제주특별자치도 서귀포시 표선면 민속해안로 537, 1층",영업
제주아모제,제주특별자치도 서귀포시 최영로 20-1 (법환동),영업
대패고기집,"제주특별자치도 서귀포시 동홍남로 75, 1층 (동홍동)",영업
만담,제주특별자치도 서귀포시 안덕면 사계북로41번길 197,영업
더루머스,"제주특별자치도 서귀포시 태평로 408, 1층 (서귀동)",영업
자담치킨,"제주특별자치도 서귀포시 안덕면 화순중앙로 51, 다동 1층",영업
일품순두부성산점,제주특별자치도 서귀포시 성산읍 신양로 78,영업
솥밥과추어탕,"제주특별자치도 서귀포시 동홍남로 71, 1층 (동홍동)",영업
카페앤브릭,"제주특별자치도 서귀포시 이어도로 216, 1층 (대포동)",영업
황가네흑족발,"제주특별자치도 서귀포시 남원읍 태위로 673, 1층",영업
섭지바당,제주특별자치도 서귀포시 성산읍 섭지코지로26번길 31,영업
중문막썰어횟집,"제주특별자치도 서귀포시 중문상로17번길 4, A동 7~8호 (중문동)",영업
