사업장명,도로명전체주소
말리가,"제주특별자치도 제주시 한림읍 협재로 124, 1층"
전골명가,"제주특별자치도 제주시 남성로 41, 1층 3호 (용담일동)"
부엉이해장국,"제주특별자치도 제주시 구좌읍 세화1길 20-30, 1층"
감귤달,"제주특별자치도 제주시 구좌읍 평대5길 31-29, 1층"
주주키친,"제주특별자치도 제주시 조천읍 신북로 481-3, 2층"
무한조개야,"제주특별자치도 제주시 다랑곶2길 4, 1층 (노형동)"
타베니,
명품김치찌개,"제주특별자치도 제주시 한림읍 한림중앙로 75, 1층"
소나이포차,"제주특별자치도 제주시 애월읍 곽지5길 21, 써니빌 1층"
어가도,"제주특별자치도 제주시 남성로 23, 1층 (용담일동)"
와봅서,"제주특별자치도 제주시 고마로14길 11, 1층 (일도이동)"
하음,"제주특별자치도 제주시 구좌읍 비자림로 2266, 1,2층"
노형농원,"제주특별자치도 제주시 노형8길 14, 1~3층 (노형동)"
명륜진사갈비삼화점,"제주특별자치도 제주시 화삼로1길 18, 2층 (화북일동)"
국밥앤몸국전문점,"제주특별자치도 제주시 삼무로 72, 1층 (연동)"
평대스낵,"제주특별자치도 제주시 구좌읍 대수길 26, 1층"
상춘재,"제주특별자치도 제주시 조천읍 선진길 26, 1층"
사노라면,"제주특별자치도 제주시 남광로 122, 1층 (이도이동)"
해녀의부엌,"제주특별자치도 제주시 구좌읍 해맞이해안로 2265, 1층"
봉자네상점,"제주특별자치도 제주시 구좌읍 월정7길 26, 1층"
수제핫바깡스,제주특별자치도 제주시 오일장서길 26 (도두일동)
정부장포차,"제주특별자치도 제주시 연삼로 336, 1층 (도남동)"
연이네,"제주특별자치도 제주시 우도면 우도해안길 662-1, 1층"
그까페,"제주특별자치도 제주시 관덕로4길 1-5, 2층 (삼도이동)"
별세계,"제주특별자치도 제주시 한림읍 한림상로 67, 1~2층"
제주플레이그라운드,"제주특별자치도 제주시 한림읍 귀덕6길 94, 10동 1층"
필,"제주특별자치도 제주시 연수로1길 7, 1층 (일도이동)"
동문로33,"제주특별자치도 제주시 동문로 33, 1층 (일도일동)"
제이학센,"제주특별자치도 제주시 서해안로 232, 1층 (도두일동)"
환영키친앤게스트하우스,"제주특별자치도 제주시 구좌읍 송당2길 2, 1층"
컴컴제주,"제주특별자치도 제주시 한림읍 한림로 470, 1~2층"
은수네집,"제주특별자치도 제주시 한림읍 한상로 72, 1층"
서프업,"제주특별자치도 제주시 구좌읍 월정7길 28-6, 2동 1층"
한솥도시락제주법원점,"제주특별자치도 제주시 중앙로 323, 1층 (이도이동)"
총각쭈꾸미,"제주특별자치도 제주시 사라봉7길 44, 지하1층 (건입동)"
봉쟈블루스,"제주특별자치도 제주시 구좌읍 해맞이해안로 1146-4, 1층"
마음에온,"제주특별자치도 제주시 칠성로길 29-1, 1층 (일도일동)"
도두올레식당,"제주특별자치도 제주시 도두항서길 26, 가동 1층 (도두일동)"
칠프로칠백식당아라직영점,"제주특별자치도 제주시 아란9길 6-5, 1층 (아라일동)"
백년손님,"제주특별자치도 제주시 중앙로 270-1, 백두빌딩 1층 (이도이동)"
시락,"제주특별자치도 제주시 신산로8길 40, 1층 (일도이동)"
고기다,"제주특별자치도 제주시 우정로5길 22, 1층 (외도일동)"
마니주주,"제주특별자치도 제주시 우정로11길 18, 부영아파트상가 2층 201호 (외도일동)"
여인천하,"제주특별자치도 제주시 신대로16길 43, 광성빌딩 2층 (연동)"
지바코치킨,"제주특별자치도 제주시 도평길 69, 1층 (도평동)"
뉴욕버거제주삼화점,"제주특별자치도 제주시 건주로 22, 1층 (삼양이동)"
우도클라쓰,"제주특별자치도 제주시 우도면 우도해안길 340, 1층"
몰이네,"제주특별자치도 제주시 연북로 550, 지1층 (아라일동)"
주도,"제주특별자치도 제주시 광양7길 32-9, 1층 (이도이동)"
오물오물,"제주특별자치도 제주시 아란9길 22, 104호 (아라일동, 제주아라 KCC스위첸)"
비치스브류,"제주특별자치도 제주시 조천읍 조함해안로 574, 1층"
세련대게,"제주특별자치도 제주시 노연로 106, 1층 제1호 (연동)"
오직흑돼지,"제주특별자치도 제주시 용마로 24, 시민 2층 (용담삼동)"
프렌즈스크린이도점,"제주특별자치도 제주시 연북로 707, 3층 301호 (이도이동)"
달밤포차,"제주특별자치도 제주시 고마로 10-1, 1층 (일도이동)"
포구횟집,제주특별자치도 제주시 애월읍 가문동길 43
전복만찬,제주특별자치도 제주시 승천로 3 (이도이동)
성안식당,제주특별자치도 제주시 한경면 고산로 24
동경초밥,"제주특별자치도 제주시 정원로 55, 1층 (노형동)"
흑돼지촌제주본점,"제주특별자치도 제주시 한림읍 한림상로 62, 1층"
신제주치킨하우스,"제주특별자치도 제주시 신대로6길 11 (연동,(성두1로15))"
연동송림,"제주특별자치도 제주시 신대로14길 34 (연동,(연중4로50))"
하영올레,제주특별자치도 제주시 연동3길 34 (연동)
외도불닭,제주특별자치도 제주시 우령2길 29-2 (외도일동)
텅용문점,"제주특별자치도 제주시 용문로 148 (용담이동,(용문로29))"
솔도토종닭,제주특별자치도 제주시 애월읍 화전길 271
원당골,제주특별자치도 제주시 원당로 72 (삼양일동)
백프로,"제주특별자치도 제주시 동광로21길 1, 1층 (일도이동)"
불닭공장제대점,제주특별자치도 제주시 산천단동1길 2 (아라일동)
민트,제주특별자치도 제주시 중앙로2길 지하 17 (삼도이동)
이도정어부,"제주특별자치도 제주시 도공로 24, 1층 (도두일동)"
좋아좋아숯불갈비본점,"제주특별자치도 제주시 북성로 12 (삼도이동,(북성로 16))"
베리웰와인치킨일도점,"제주특별자치도 제주시 고마로 126, 1층 (이도이동)"
준,"제주특별자치도 제주시 동광로21길 39 (일도이동,(인화북3로 12))"
돼지아빠,제주특별자치도 제주시 진군3길 11 (노형동)
새다모아,제주특별자치도 제주시 중앙로22길 9 (삼도이동)
칠삭,제주특별자치도 제주시 천수로8길 9 (일도이동)
모디카,제주특별자치도 제주시 한림읍 한림상로 134-5
간장을품은소라게,제주특별자치도 제주시 애월읍 하귀미수포길 4
림스테이블,"제주특별자치도 제주시 도평길 59, 107호 (도평동)"
오조,"제주특별자치도 제주시 애월읍 하귀9길 34, 2층"
전주횟집,"제주특별자치도 제주시 서해안로 546, 1층 (용담삼동)"
왕원비삼계탕,"제주특별자치도 제주시 우정로12길 4 (외도일동,(우정서8로6))"
그라벨호텔제주로비라운지,"제주특별자치도 제주시 일주서로 7316, 지하1층 (외도일동)"
우도물들이,
마마무말가든,"제주특별자치도 제주시 아연로 157, 1층 (오라이동)"
그랑테이블,"제주특별자치도 제주시 애월읍 평화로 1738-116, 2층"
우동사발,제주특별자치도 제주시 삼무로11길 24 (연동)
해월정,"제주특별자치도 제주시 구좌읍 해맞이해안로 2340, 1층"
청춘해장국,"제주특별자치도 제주시 애월읍 일주서로 6372, 1층"
유나인법원점,제주특별자치도 제주시 남광북5길 10 (이도이동)
송당송당,제주특별자치도 제주시 구좌읍 비자림로 1220
모이라게,"제주특별자치도 제주시 광양8길 1-4, 2층 (이도이동)"
래원,제주특별자치도 제주시 과원북4길 3 (노형동)
대춘해장국노형점,"제주특별자치도 제주시 원노형로 11, 1층 (노형동)"
제주노조미,"제주특별자치도 제주시 국기로2길 2-3, 1층 (연동)"
에너벨리,"제주특별자치도 제주시 한림읍 한림로 356, 1층"
주식회사제주피자헛지점,제주특별자치도 제주시 삼무로 78 (연동)
남문숯불바베큐앤치킨한림점,"제주특별자치도 제주시 한림읍 한림로12길 1, 2층"
팔레트나홀로,제주특별자치도 제주시 용마서1길 36 (용담삼동)
차롱밥상,제주특별자치도 제주시 서광로5길 35 (용담일동)
제주고기국수만세국수,제주특별자치도 제주시 오라로 152 (오라일동)
오션패밀리호텔구내,제주특별자치도 제주시 일주서로 7531 (이호일동)
푸라닭한라대점,제주특별자치도 제주시 한라대학로 70 (노형동)
쾌남,"제주특별자치도 제주시 다랑곶길 26-1, 1층 (노형동)"
은어의집,제주특별자치도 제주시 우정로5길 27 (외도일동)
연이네식당,제주특별자치도 제주시 오현길 4 (이도일동)
1970새마을포차제주시청점,"제주특별자치도 제주시 신성로13길 22, 2층 (이도이동)"
옹달샘,"제주특별자치도 제주시 중앙로 102 (삼도이동,(중앙로112))"
조마루뼈다귀노형점,제주특별자치도 제주시 수덕로 83 (노형동)
주민상회일도점,제주특별자치도 제주시 고마로 98 (일도이동)
고씨네막창,제주특별자치도 제주시 신성로 88 (도남동)
미담,"제주특별자치도 제주시 선덕로3길 28, 1층 (연동)"
신마포갈매기제주일도점,제주특별자치도 제주시 고마로 99 (일도이동)
흑돈가,제주특별자치도 제주시 한라대학로 11 (노형동)
가나안,"제주특별자치도 제주시 연화로1길 18 (연동,(연화2로28))"
영영,제주특별자치도 제주시 서문로 1 (용담일동)
자리돔전문점,"제주특별자치도 제주시 신대로18길 39 (연동,(사장2로65))"
두레촌삼계탕,"제주특별자치도 제주시 독짓골2길 5 (도남동,(수선화2로 7))"
신토불이,"제주특별자치도 제주시 중앙로15길 5 (이도일동,(영곡로 5)외 1필지)"
희야막걸리한잔,제주특별자치도 제주시 서사로 64 (삼도일동)
고고짬뽕,"제주특별자치도 제주시 우령2길 29-2, 1층 (외도일동)"
7번가피자함덕점,"제주특별자치도 제주시 조천읍 신북로 508, 나동"
벤틀리,"제주특별자치도 제주시 연동9길 3, 1층 (연동)"
애향포차,제주특별자치도 제주시 신대로10길 55 (연동)
해녀잠수촌,"제주특별자치도 제주시 서해안로 498, 지하1층 (용담삼동)"
노형삼조삼계탕,"제주특별자치도 제주시 다랑곶4길 29 (노형동,(다랑굿5로37))"
각지불,제주특별자치도 제주시 조천읍 남조로 1751
어영해녀촌원,"제주특별자치도 제주시 월성로 18, 2층 (용담이동)"
오란다,제주특별자치도 제주시 다랑곶길 19 (노형동)
터보,"제주특별자치도 제주시 신광로 82, 6층 (연동)"
지씨(GC)오라클럽하우스,"제주특별자치도 제주시 오라남로 130-16, 오라칸트리클럽 (오라이동)"
황금마차,제주특별자치도 제주시 남성로 44 (용담일동)
두다리,"제주특별자치도 제주시 남성로 101, 1층 (용담일동)"
똥파리와봉달이네연탄구이한림점,제주특별자치도 제주시 한림읍 한림로 687
달래식당,"제주특별자치도 제주시 한경면 노을해안로 1167, 제1동 1층"
등마,"제주특별자치도 제주시 남광북3길 18 (이도이동,(법원북1로28))"
리영,"제주특별자치도 제주시 흥운길 51 (용담이동,(용운로109))"
애월동깨,제주특별자치도 제주시 애월읍 애월로11길 22 (제1호)
돌빌레,제주특별자치도 제주시 애월읍 구엄4길 48
치킨명가,
천우정원,제주특별자치도 제주시 서사로20길 37-1 (삼도일동)
돈돼지국밥,제주특별자치도 제주시 도남로 14 (삼도일동)
제주공항근처연북로해물탕주식회사,"제주특별자치도 제주시 연북로 221, 2층 (오라이동)"
제주돈담,제주특별자치도 제주시 수덕7길 1 (노형동)
이가네일품해장국,"제주특별자치도 제주시 서문로4길 24 (용담일동,101호)"
도두대경,"제주특별자치도 제주시 서해안로 272, 1~2층 (도두이동)"
화선식당,제주특별자치도 제주시 한림읍 강구로 1
차이,제주특별자치도 제주시 광양13길 12 (이도이동)
명산꿩농장가든,제주특별자치도 제주시 한림읍 명상로 8-3
노랑통닭시청점,제주특별자치도 제주시 서광로32길 16-1 (이도이동)
해왕성반점본점,제주특별자치도 제주시 우령안1길 26 (외도일동)
동경,"제주특별자치도 제주시 광양8길 1-6 (이도이동,(진미1로7))"
수일통닭남녕점,제주특별자치도 제주시 원노형로 3 (노형동)
성온,"제주특별자치도 제주시 고마로 4-1, 1층 (일도이동)"
솔박,제주특별자치도 제주시 칠성로길 46 (일도일동)
옛못잊어,제주특별자치도 제주시 서광로32길 35 (이도이동)
누나네,제주특별자치도 제주시 진군2길 24 (노형동)
중식앤포차사계,"제주특별자치도 제주시 한라대학로 68, 1층 (노형동)"
사광,"제주특별자치도 제주시 과원북4길 86 (연동,(과원3로96))"
플러스투,"제주특별자치도 제주시 광양9길 49, 101호 (이도이동)"
미국식제주점,제주특별자치도 제주시 다랑곶6길 36 (노형동)
돈구어,제주특별자치도 제주시 구좌읍 세화1길 15
보보세자매김밥,제주특별자치도 제주시 한경면 고산로 4
일이삼,제주특별자치도 제주시 신성로 57 (도남동)
진미인제아구찜,"제주특별자치도 제주시 고마로14길 9 (일도이동,(가령골1로15))"
대봉정,"제주특별자치도 제주시 다랑곶7길 18, 103호 (노형동)"
태화,"제주특별자치도 제주시 고마로11길 11, 1층 (일도이동)"
서문대우식당,제주특별자치도 제주시 서문로4길 13-2 (용담일동)
연동바다장어,제주특별자치도 제주시 삼무로3길 24 (연동)
금정무산시도삭면,제주특별자치도 제주시 제원3길 11 (연동)
유바소바,"제주특별자치도 제주시 신성로13길 14-1, 지하1층 (이도이동)"
비비큐일도점,"제주특별자치도 제주시 태성로 34 (일도이동,(동광초등길36))"
또올래,"제주특별자치도 제주시 삼무로3길 14 (연동,(성두5로22))"
빠름,제주특별자치도 제주시 서광로26길 9-3 (삼도일동)
물항식당본점,제주특별자치도 제주시 임항로 37-4 (건입동)
라움호텔,제주특별자치도 제주시 신광로10길 1 (연동)
