리뷰
화개장터 갔다가 점심 먹었어요
시아버지 밥상
재첩회를 김에 싸먹는 게 제일 맛있었어요
간단히 잘 먹고왔어요
조금 비싼감은 있구요
반찬 가짓수도 다양하고 맛있게 먹고갑니다
저렴하고 친절해요
