리뷰
양 엄청 많고 저렴해요
라떼 먹고 다음날 마실 히비스커스 또 주문했는데  배민 주문도 밀리고 방문하신 고객들 주문도 밀렸는데 제것도 친절하게 웃으시면서 만들어주셔서 두번 감동했어요 덕분에 아침 출근길 행복해요  다음에 가면 한번에 주문할게용  
라떼가 너무 먹고 싶어서 들렸는데 알바생분 넘 친절하고 라떼도 맛있게 만들어 주셨어요  진짜 먹고 싶은것도 먹고 기분도 좋아진 저녁이였습니다 
종류도 많고 친절해요
벌크커피 히비스커스는 쨩입니당
굿
""
좋아요
""
맛있는 커피
좋아요
""
맛집인정
음료 종류가 다양함
커피맛집
한라봉 스무디가 원
흑돼지 먹고 디저트로 굿이네요
굿
커피가 맛있어요
커피 맛있어요 잔 마시면 천원 할인
가성비가 좋아서 굿
커피맛집
친절합니다
감사합니다
가격대비 커피 너무 맛있어요
커피가맛있어요
맛있어요
양촌리다방커피 제 최애입니다
굿
굿
빨리 나와서 좋아요
사장님 친절하시고 커피맛있어요
굳
굿
굿
굿
주년 축하드려요 커피 맛있어요
굿
친절하세요
매장에서 음료를 취식할 수는 없지만 그래도 가격대비 음료가 맛있습니다
좋아요
여기 커피가 진짜 맛있어서 계속 먹게돼요
친절하세요
가성비 좋아요 
굿
굿
굳
직원이 친절하고 매장이 청결하고 음료가 가성비 저렴해요
굿
매번 친절하고 맛도 좋아요 더 자주이용할께요
알바생분 친절 맛있어요
오늘은 라떼 우유양인 좀 적었어요 그래도 맛은 굳
일주일에 세번은 가는것같아요 양촌리 맛있어요
맛있어요
좋아요
맛있어요
좋아요
출근길에 커피 한 잔 히비스유자티 아이스 맛있어요
매번 친절하시고 음료도 맛있어요 
매장 클쓰마쓰도 너무 귀여움
출근하면서 커피 한 잔 사기 좋아요
좋아요
자주가는 곳이예요
사장님이 너무 친절하시고 크리스마스라고 사탕주머니도 있었어요
가성비대박
맛있어요
좋아요
주변호텔에서 머물게되어 방문했어요 늦게까지해서 좋았어요
굿
굿
원두가 별로네요
사장님은 친절하신데
커피맛이 
좋아요 
사장님 짱친절 맛도 친절
운동전 부스터는 벌크
집앞이라 자주이용해요
음료도 너무 맛있고 사장님도 정말 친절하세요
앞으로 맛있는 음료 마시러 자주 들를게요
대용량 사이즈가 밍밍하지 않고 너무 맛있어요
이제 오픈한 곳인데 위치도 너무 좋고
사장님도 너무 친절하신거 같아요
자주 들리겠습니다 단골예약
사장님 번창하세요오
가성비
맛
친절함
싸장님 예쁨
인테리어 다른곳보다 
모든게
메뉴도 금방금방 나오고 가격도 싼데 심지어 맛있어요 앞으로 자주 이용할게요 
가격이 싸서 차충격
맛도 좋아서 차충격
사장님과 직원분 친절하셔서 차충격
라떼맛집이예요 엄청 고소하고 맛있어요 양도 많고 친절해서 앞으로도 자주 올것같아요
운동가기전 부스터 리터 아아
너무친절하세요  커피맛있습니다
커피 너무너무 맛있습니다아 
안쪽에는 작은 테이블도 있어서 좋더라구요
주변에 생겨서 가봤는데 이름대로 벌크업 할뻔했어요
존맛탱
딸기블라썸라떼 마셨는데 양도 많고 진짜 맛있어요 매장 안도 깔끔하고 사장님이 되게 친절하셔서 자주 가려고요
그린티프라푸치노 마셨는데 맛도 진하구 대용량이라 너므 맛있게 마셨어용 휘핑크림도 뺄까 하다가 그냥 먹었는데 뺏으면 후회할 뻔  손님 응대도 친절하시구 짱 좋아요
집 근처에 생겨서 가봤는데 친절하시고 멜론 음료가 정말 맛있네요 자주 갈꺼같아요
벌크업 아메리카노 진짜 크고 맛있어요
가성비갑
히비스커스티랑 쿠키도 굳굳 매장도 깔끔하고 좋아요 다른 메뉴도 먹으러 자주 갈게용
""
