리뷰
친절해요
굿
친절하고 좋아요
양꼬치집에없는 것 구매 해써여
좋아요
굿
좋아
굿굿
굿
좋아요
굿
굿
맛있음
좋아요
노코멘트
굿
좋아요
좋아요
상품이 많음
통살꼬치 맛나요
평범 무난
굿
좋아요
매우 친절해요
좋아요
굿
조아요
끼리 크림치즈모찌롤 맛있어요
중심거리에있어서 편해요
굿
지에쓰 조아요
굳굳
친절하고 좋아요
다양한 물건이 있어서 좋아요
굿
좋아요
굿
좋아요
굿
굿
""
굿
굿
굿
굿
굿
좋아요
그
굿
좋아요
좋아요
굿
좋아요
친절해요
굿
좋아요
굿
굿
접근성 굿
좋아요
굿
좋아요
굿
편리해요
친절해요
깔끔해요
좋아요
좋아요 좋아요
굿
친절하고 깨끗해서 조아요
식량 준비 잘했습니다 
아르바이트가 친절해요
굿
굿
굿
""
강추
매장 깨끗하고 친절하십니다
친절해요
야외 테이블 있음
매장이 깔끔해서 좋아요
굿
친절하심
편의점
타는목 추기러사이다한잔
좋아요
좋아요
적당해요
일하시는 아저씨 친절합니다감사합니다
감사합니다
좋아요
굿
번화가와 가까워요  넓고 상품 많아요
