리뷰
맛나요 점심으로 가서 먹었는데 잘나오네요
우동이랑 튀김이 먼저 나와서 좀 의아하지만 
쏘쏘하게 먹을만 해요
가격 너무 비싸고 양작고
성의 없음
굿
코스 주문했는데 기본코스였어도 잘 나왔을 것 같아요 전부 맛있었어요
직원분들 엄청 친절하시고 룸에서 편하게 먹은 수 있어서 좋았어요
시부터 브레이크 타임이라고 하네요
방문하시는 분들 참고참고
우리식구 모두 제주도횟집 위야라며 극찬하며 맛있게 먹었네요
키워드 전부 누르고 싶지만 개만 선택할수 있네요
알짜배기로만 신선하게 구성된 메뉴에 너무 만족하며 즐거운 식사시간 되었네요
매장 넓고 깨끗해요
좋아요
