리뷰
볶음밥 시키니 짬뽕국물 나왔는데 검은 점 하나 둥둥 떠다닌게 눈에 거슬림
짬뽕국물도 먹고 밥 다 먹고 건져내서 사진 찍어봄
말 없이 나오긴 했으나 심히 안타까움
저렴해요
수타면으로 요리하는 중국집입니다
가격도 합리적이고 맛있어요
중화비빔밥 궁금해서 처음 먹어봤는데 자극적일 줄 알았지만 간이 세지않고 딱 맛있었어요 짬뽕밥도 진하다기보다는 맑은 국물이었지만 깔끔하고 맛있었어요
""
탕수육도 찹쌀탕수육이라 부드럽고 맛있어요
딱한가지 아쉬운점이 있다면
저는 찹쌀탕수육 좋아하는데
같이간 오빠는 일반탕수육이 먹고싶어서 간거였어요 중식당들 모두 탕수육이 찹쌀탕수육인지 아닌지 표기 해주시면 너무 좋을 것 같다는 개인적인 생각입니다
탕수육이 맛있어요
수타면 맛있죵
맛있어요 양도 많구요
요즘 오천원에 먹을수있는곳이 잘없는데 맛있는데 저렴하기까지해서 너무만족했오요
오천원 짜장 한끼때우기 좋아요
맛이 참 좋아요
년 전통 수타 짜장면이고 화교 분이신 듯
중국말을 쓴다
""
일반 짜장은 순하고 간짜장은 간이 좀 더 깊다일반 중국집 맛을 좋아한다면 간짜장을 추천하고 건강한 맛을 좋아한다면 일뱐 짜장을 추천하고프다
색깔부터가 확연히 다르다
""
 탕수육은 찹쌀피 같다
바싹하고 쫄깃한 게 좋다
게다가 소 자인데도 양이 푸짐하다
대신 부먹으로 나오니깐 찍먹을 좋아하면 미리 말해야 할 듯
""
주차는 인근 연동 이루안 건물 앞에 무료 주차장 이용하는 게 편할 듯 싶다
좋아요
수타면짱
굿
좋아요
""
현지인 맛집 느낌이에요
짜장면 소스 간이 좀 약하지만 천원으로 수타면 곱배기 먹을 수 있는 곳이에요
중화비비밥도 해물도 다양하고 푸짐하게 들어가 있어요
맛있게 먹었습니다 
면발은 좋으나 소스가 좀더 찐했으면 좋겠어요
매장이 넓네요
좋아요
좋와요
굿
가성비 좋음
""
좋아요
항상 방문해서 와이프와 잘 먹고있습니다
음식이 항상 똑같이 맛있습니다
맛있어요
수타 만 특징
맛은 기대이하였어요 가격은 저렴
""
매장은 넓은 편이죠 배달을 안하니 포장해서 집에가서 먹기도 하니까요 손 짜장 이니까요 주말에도 가족 단위로들 많이와요
먹어봤는데 오묘하네요 음말 그대로 여러가지 해물들이 들어가 있어요 그래서 여러가지 맛이 느껴진다고 할까 뭔가 프로 부족한 느낌이긴 하지만 잘 먹었습니다
짜장면무조건 달지도않고 이 집만이 짜장맛이있어요
탕수육 양 많아서 짜장탕수육 조합 최고
도민맛집 집근처라 앞으로 더 자주갈예정
좋
언제 먹어도 맛있음이 그대로인 곳
음식이 맛있어요
짜장은 일반적인 짜장이랑 맛이 같은데 면이 수타라 그런지 굵기가 달랐고 양도 적지 않아서 가성비가 좋았음 중화비빔밥은 재료도 새우차돌쭈꾸미 들어가서 알찼는데 맛도 되게 괜찮았음 한림에 화교출신 짬뽕집이 있는데 거기랑 맛이 완전 비슷해서 이집도 완전 근본있는 집이고 맛집이였던거 같음 근처에 올일있으면 꼭 추천
""
맛있어요
손짜장 최고죠 단골입니다
면이 살짝 불었는데도 쫄깃했어요
식은 상태에서 밥 비벼먹었는데도 소스가 맛있어서 너무 맛있게 잘 먹었습니다
수타면의 정석
도민맛집 인정
굿
굿
짜장면 오천원 저렴해요
쟁반짜장 짬뽕밥 탕수육 맛있어요 메뉴 다 성공 짜장면은 수타라 더 쫄깃한듯
굿
굿
굿굿굿
탕수육 작은 게 있어서 좋았고 착한 수타면 짜장면 집
가성비 좋아요  잘 먹고 가요
수타면 굿
좋아요
좋아요
친절해요
맛있어요
제주도 중국집 맛집이래서 찾아 갔는데
정말 맛있더라구요
""
짜장면이 원 이유가 있었어요
양이 적더라구요
근데 맛있더라구요
""
중요한건 미니 탕수육도 맛있어서
같이 먹으니 양이딱인듯 해요
둘이서 간짜장까지 시켜서 탕수육이
남을 줄 알았는데 다 먹었더라구요
""
간짜장도 맛있어요
대만족하고 왔어요 
자장면 원 짬뽕 원 가성비 아주 좋아요 우리집 앞이라서 자주 이용하는데 요리마다 다 맛나는데요 영화루 짱 좋아요
짜장 맛나요
탕수육이 맛있네요
조아요
맛있어요
코스묘리가 넘 맛나고 최고예요
맛있어요
맛나요
찹쌀탕수육 미니 사이즈 양도많고 맛있어요
짬뽕국물도 굿
가성비 좋네요
우리동네에도 이런맛집있었으면
맛은 무난하고 좋은편이며 
가격생각하면 만점을 안줄수가 없네요
고추짬뽕 맛이 변했어요 
짜장맛있어요 수타면 쫀득합니다
짬뽕중화비빔은 비추입니다담엔탕수육 먹어보겠습니다
굿
맛있어요종업원도 친절하고
수타면맛났어요 미니탕수육도 양도많고 찹쌀탕슉이라 바삭쫄깃맛나요
가성비 완전굿
맛나요
맛이써요
저렴한데 맛도 있어요
탕수육 짱 
저렴한 수타짜장면과 미니탕수육 모두 맛있네요
짜장 쫄깃쫄깃
수타자장면이 단돈 원
맛도 최고
저렴하고 맛있어요
저렴하고 맛있고 친절하고
이런곳을 알게되서 좋아요다음에 또갈것같아요
싸요
수타면이네요
호
저렴해서 배달은 안되지만 집근처라서 포장해와서 먹음 
특히 탕수육 맛있음
연동맛집 가격도저렴하고 요즘 이런곳이 있을까싶네요 가성비 굳굳
맛있어요
