리뷰
굿
굿
굿
굿
필요한 물건 식품이 다 있었어요
매장에 먹을것도 많고 정리도 잘되어있어서 좋아요 취식공간도 마련되어있구요
제주 편의점
저녁 알바 여학생 친절합니다
궁금한거 앱 사용법 등 물어보면 적극적으로 알아봐주고 너무 친절합니다
백종원 제육한판 월일까지 원 할인에 네이버페이 카카오페이로 결제하면 축가 원 할인 중
좋아요
좋아요
제주에서 맥주사서 저녁에 한잔했어요
좋아요 
좋아요
숙소바로 옆에 있어서 자주 이용
굿
엄청 좋았어요
자그마한 곳입니다
좋아요
굿
좋아요
좋아요
금토일 맥주 캔 만원 좋아요 
호텔옆에있어 좋아요
좋아요
친절해요
월드컵행사 캔 만원 좋아요 집이랑 가깝고 원두커피 작은사이즈도 팔아서 참 좋아요
즉석순살치킨 맛있어요
우리집이랑 삼무공원이랑 가까워서 자주 이용합니다
다른 씨유는 커피 사이즈를 안파는데 여기는 두종류 다 팔아서 작은양의 커피를 선호하는 저에게 딱입니다
굿
굿
잘샀어요
굿
잠시 들려서 이용하기 좋습니다
굿
굿
굿
좋아요
굿
좋아요
좋아요
피곤할땐 박카스
굿
굿
좋아요
좋아요
포켓몬 빵 가지 득템에 너무 좋아함
좋아요
굿
굿
굿
좋음
굿
할인도 많고 좋아요
좋아요
편리하게 이용함
""
굿
굿
친절해요
조아요
좋아요
굿
편리
굿
의약품이 다양해서 좋아요
친절하고 매장이 깨끗해요
굿
좋아요
굳
굿
굿
공원 근처에서 식사하고 아이들과 아이스크림 먹고 왔어요
굿
좋아요
좋습니다
그냥 저냥
공간 넉넉하고 선택가능한 상품들 많이 있었어요
굿
조아옹
굿
넓음 종류많음
호텔근처에있어간편식사먹기좋았어요
굿
굿
""
굿
""
""
굿
배송짱빠르네요
좋아요
친절해요
좋아요
좋아요 좋아요 좋아요
친절하고 좋아요
무난
목캔디 플굿
호텔에 가까워서 편해요
굿
숙소 옆이라 편하게 이용
직원 친절합니다
제주도에서의 편의점이란
울 동네
좋아요
ㅤㅈㅓㅎ아여
굿
진짜 다른데는 배달도잘안해주는데 여긴해주심 먹을것도 많고 좋아요
굿
굿
""
친절해요
 과자 냠
""
조아요
굿
숙소 옆이라 편함
좋아요
좋아요
굿
굿이용
좋아요
친절
친절해요
굿
굿
굿
""
네이버에도 배달있는 거 첨알ㅤㅇㅏㄲ네용 요에서 시키려했는데 네이버살펴보다가 여기 배달비 없길랭 시켯습니당 
일인거 일까지 노배달비라고하니 어서 시키셍여 
알바 분들 친절하고 감사합니다
굿
숙소 바로 옆이어서 방문했습니다
좋습니다
조용하고 아담해요
좋아요
하루한번
종류별로 제품이 많아서 좋네요다른 매장에 없는 거 다 있어요
굿
좋아요
친절함
매장도 깨끗하고 직원분이 친절하세요
굿
좋아요
좋아요
아아자주사먹는편의점
친절해요
좋어요
친절한 편의점 거기서 발견한 불량식품
직원분이 친절하셔용
좋아요
씨유가 있어 정말 좋아요
친절하시네요
좋아요
굿
감사합니다
도시락 맛있어요
