리뷰
쉬는 날 입도 즐겁게
시원하게 맥주 한잔하며 
닭다리 뜯기 좋아요
요기요에서 포장 분 적혀있어서 뒤에 약속이 있어서 픽업시간 계산 다 해서 일부러 분 전 딱 맞춰서 주문했는데 픽업시간에 막상 가서 다 됐냐고 물어보니 앞으로 분 기다려야된다고하시면서 주변에서 주차자리없어서 계속 돌고있다고해도 시간설정이 변경이 안됐다고 변명하시고나중에 매장에선 시간설정은 되는데 하고 앞뒤다른말하심 주변에서 주차못하고 돌고있으니 전화라도 해주라고하니까 마지못해 아알겠습니다하시고 죄송하다는 말씀 하나 없으셨네요
매장잘못으로손님이 피해보는상황인데 전화달라는게 마치 제가 진상인거처럼 대하셔서 기분이상당히안좋았습니다분 더 기다려달라 하셨고 결국 분뒤에야 연락왔고 그럼 처음부터늦어진다고 전화로물어보셨어야되는거아니냐했더니 마지못해사과하는 느낌이드네요
안먹어본건데 맛있렀어요 근데 웨지 감자비중이 치킨보다 좀 더 많은 느낌이라 줄여도 될 거 같같아요
외국인들이 많은 치킨
맛있어요
근처 지나가다 포장 해갈려했는데 포장 할인은 안해주나봐요
기름이깨끗해서 치킨이밋있어요
맛있어요 
좋아요
맛있어요
생맥주 너무 맛있어요
먹태구이랑 생맥주 시원
맥주마시기좋아요
제주도 지인들과 치맥하려고 포장하러 갔는데 젊은 남자분 혼자 계시더라구요
포장하는데 시간이 좀 걸렸지만 맛은 정말 좋았어용 
치킨과 맥주는행복이에요 
치낀바삭바삭 맛있어요
떡볶이가 좀 덜 짜면 좋을것같앙
이 리뷰 꼭 읽어주세요매장에 가서 골드킹 콤보를 시켰습니다 음식이 시간이 넘어도 나오지 않고 저보다 늦게 온 테이블 곳이 먼저 음식을 받더라고요 그래서 일하시는 분에게 물어보니 매장이 바빠서라는 되도 않는 변명을 하고 얘기도 안끝났는데 그냥 가더라고요 그래놓고 자기네 실수로 음식이 들어가지 않았다면서 죄송하다는 말 하나 없이 콜라 서비스라고 그냥 툭놓고 가더라고요 참 어이가 없네요 제일 먼저 음식을 주겠다면서 저희보다 늦게 온 테이블에 음식을 또 먼저주네ㅤㅇㅛㅋ 그러다보니 손님을 개무시한다는 생각이 들더라고요 음식은 시간 분 정도 있다 받았고 음식도 그리 따뜻하지 않네요 매장이 바쁜건 이해합니다 하지만 이렇게 손님을 개무시하고 불쾌하게 만드는 행위는 아니라고 생각합니다 알바분들교육부터하세요
잘먹었습니다
""
맛초킹 처음 먹으러 방문했어요
""
매장은 넓고 사람도 끊임없이 들어오고 청결손님이 많아 그런지 치킨 나오는데 시이 좀 걸렸어요 맛초킹 처음 먹어보는데 단짠단짠 개인적으로는 좀 짠 맛이 강했
""
소떡소떡은 진짜 말모 아는 맛이라서 맛있게 먹었습니다
""
화장실은 안가봤는데 매장 안에 있는 점은 좋았어요
기분좋게 한조각 먹었는데이상한게 있어서 뜯어봤더니 저건 뭘까요왠만하면 머리카락 나와도 그냥 넘어가는데 이건 아닌것같습니다음식하는곳은 더욱 더 위생에 신경써야하는거 아닌가요아무리 집근처라고해도 이제 더이상 이용하긴 어려울것같네요
좋아요
맛있어요
짜 다시 먹어봐도 짜 콜라 들이키고 먹어도 짠맛뿐 
튀김가루 양념도 제대로붙어잇지도 않고 위쪽은 짜고 아래도 양념 고루 배합도 안되 심심  밥반찬도 아니고 술안주 먹기론 단짝맛업어 내돈내놔 맛 비추 성의없는 튀김 
좋아요
좋아요
제주도 여행와서도 치킨 생각나서 시켜먹었어요 전화도 친절하게 잘 받아주시고 핫후라이드 너무 맛있었어요 친구들 제주도가서 치킨먹는다 하면 여기 추천해줄거예요
좋아요 매장 겁나 넓네요 인 테이블이 개 정도 있네요 가끔 포장하러 옵니당 
 여기서만 시켜먹는데 홀에서도 사람이 많도 배달도 많이 하고 맛도 좋아요
좋아요
국물떡볶이 굿
좋아요
매장넓어요
맛있어요
제주도 여행가서 뿌링클 맛나네요
""
굿
맛있어요
매장이 넓고 좋아요
겉은 바삭하고 속은 촉촉하고 너무 맛있습니다
