리뷰
좋아요
좋아요
맛있어요
좋아요
좋아요
양도 많고 무엇보다 밥 양이 많은게 좋았어요 겉은 바삭하지만 적당히 바삭해서 좋았구요 저의 돈까스 기준의 좋은점은 입안에 상처가나냐 안나냐인데 안났으니까 저에게는 좋은 돈까스 맛있는 돈까스 입니다
좋아요
굿
굿
