리뷰
맛있어영
지인소개로 맛있게 먹었어요 가격도 착한데 맛도 넘 맛있네요 갈치국 엄지척입니다
갈치국 맛있어요 가격도 착해요
갈치국이 맛있어요
특별한 날 가기 좋은 횟집입니다
제철 방어회가 신선하고 맛있습니다
맛있어요
로컬 맛집 대박
조림이 엄청 맛있어용
""
물회도 조림도 너무 맛있어서 놀랬네요 
숨은맛집입니다
정말 너무너무 맛있어요
구글 리뷰에 맛있다는 평이 있어서 가봤는데 리얼 숨은 맛집이네요
