리뷰
여자사장님이 요리하시는데음식이 전체적으로 다 맛있어요
가격은 저렴한것 같진 않지만 맛있어서 괜찮아요
맛집
추천이여
""
굿
여기 매운아강발 최고 진짜 맛있어요 일반 그냥 나오는 아강발이랑 달라요
예전에 걷다가 그냥찾아간곳이었는데 기대이상 맛잇어서 오늘 다시갔는데
메뉴고르는데 고기국수냐멸치국수냐 고민하는 저희둘 얘길 엿들으시고는 곧 마치니 하나시킬꺼면 나가라하셨어요
하나시킬것도 아니었기에 별의미 두지않고 당연히 두가지 주문하고 빨리 마치시냐고 얼른먹고 가겠다말씀드렷더니 잘못말씀하셨다고 번복하시는데 그때부터 기분이 상하더라구요
맛있어도 일부러 또찾아가지 못할것같습니다
