리뷰
역시 돼지국밥
""
굿
좋음
돼지국밥 맛있어요
국수는 제주도
돼지국밥 최고 고기국수 최고
""
존맛
파김치 개존맛
양도 많고 맛잇네료 
""
""
별루에요
내용물이 너무 적어요
원인데도
두번째방문쓰에오 존맛탱입니당
돼지국밥 존맛탱 여기 백번연속으로 갈수있음
국수를 너무 좋아하는데 먹고 먹고 또 먹고
국밥류는 괜찮치만 열무국수는 진심아니였어요
