리뷰
좋아요
포장해서 먹었는데 맛있었어요
신라스테이에서 가까워요
사장님 친절하시고 치킨도 맛있어요
좋와요
먹을만 했습니다
퇴근길에 고추바사삭 냄새를 이기지 못하고 포장 굽네 고추바사삭은 진리죠
배달비 아까워 포장하고 집에와서 먹었어요
""
고추바사삭 맛있어요
굽네 맛있어요 
좋아요
굿
굿
좋아요
고추바사삭 말고 오이고추말랑으로 바꾸는게 좋을듯
잘먹었어요
맛있어요 강추강추
굽네바사삭
좋아요
맛있어요 고추바사삭
왜이렇게 태우신건가요
겔럭시라 자동보정되서 저ㅤㅎㅓㅎ게 보이는거지 실물은 진짜
먹다 화가나네요 쓴맛이 나요 쓴맛이
항상친절하고 너무만족합니다
굿
좋아요
고추바사삭 말고 오이고추말랑으로 바꾸는게 좋을듯
잘먹었어요
맛있어요 강추강추
굽네바사삭
좋아요
맛있어요 고추바사삭
왜이렇게 태우신건가요
겔럭시라 자동보정되서 저ㅤㅎㅓㅎ게 보이는거지 실물은 진짜
먹다 화가나네요 쓴맛이 나요 쓴맛이
항상친절하고 너무만족합니다
매콤하게 맛있고 부드러워요
맛있어요
고추바삭치킨 너무 맛있어요 
바삭한걸 기대했는데 그 어떤 조각도 바삭하지가 않았어요
매콤한 맛도 좀 더 강했으면 좋았을텐데
매장가서 먹으면 좀 나을까요
감사합니다
진짜 맛있음요
맛있어요
볼케 순살 존맛탱
아주 맛있었어요
굿
온라인으로 주문했는데 매장에서 직접 전화주셔서 좋았어요
바쁜 시간대였는지 시간 정도 걸렸어요
그래도 맛있네요 배달비 원 추가되더라구요
맛있어요
배송도적당하고 주문이간편해서 좋아요
맛있게 잘 먹었어요 
근데 소스 추가가 없어서 아쉬워요 
네이버 페이로 구매할때
주문도 쉽고 배송도 좋아요
사장님도 너무 친절하시고
핫갈비천왕 너무 맛있어요
정말 간편하게 주문할수 있어서 좋네요
맛있게 잘먹었어요
세트를 시켰는데 콜라가 작은게와서
그래도 맛있어요
배달은 빠른 건 아니지만 괜찮고 맛은 고추바사삭이 난거 같아요 좀 눅눅하네요
