리뷰
밥에 양념이 안돼있네요
아이 소풍때마다 미리 예약주문하고 이용해요
아침분에 미리 예약해도 다 싸주세요 항상 감사합니다 김밥이 먹고싶은날 자주 사먹어요
더더더 자주 들릴게요 
사장님 너무 친절해요
맛있어요
꼬마김밥이 있어서 좋아요
맛난 김치김밥
굿
일찍 문닫지만 맛있어요
굿
등산가면서 땡초와 소고기김밥 구입했는데
맛있게 먹었습니다
좋아요
굿
먹을만해요
맛있어서 자주 이용하던 김밥집인데 오늘따라 너무 짜서 아쉬워요
굿
혼밥이 편해요
좋아요
저렴해요
굿
맛있음
매운멸추김밥 맛있어요
맛나요
기본김밥 원인데 안에 고기가 들어있어요
아침에 일찍 오픈하셔서 한라산갈때 싸가기도 좋아요
같이 먹는 사람들이 다들 집에서만든거 같다고 너무 맛있다고 해줘서 늘 여기서 사서 가요  매운멸치김밥도 너무 맛있어요
따뜻한 밥으로 바로 만들어주셔서 좋아요
근데 밥에는 간을 안하시는듯
싱거운편이에요
기본김밥 맛있어요
참치김밥도 맛있긴한데 밥만 너무 많아서 조금 아쉬웠어요
자꾸만 생각나는 멸추하나에
참치를 담백하니 꼬소해요
오늘은 매운멸추 
속이 꽉차고 맛이 깔끔 
알싸한맛
 개운하네요
오 입소문 듣고 찾았는데
쨩 맛나요
김밥 떡볶이 토스트 등등
밥이 너무 싱거워요
김밥 떡볶이 다 맛있음
김밥
맛있어요
