리뷰
배떡 로제 최고
로제떡볶이 좋아해서 여기서만 시켜먹는데 언제나 맛있어요
사장님 친절하고 포장상태 깔끔해요
맛도
배떡 로제떡볶이 너무 맛나요
사장님이 서비스로 쿨피스도 주셨네요 
완전 친절허신 사장님 감사합니당
사장님 
정말 정말 친절하세요
양도 정말 많구요
정말 맛있게 잘 먹었습니다
로제떡볶이 맛있어요
