리뷰
소문 듣고 찾아갔었는데 기대 만큼 확실했습니다
""
크기와 맛도 좋았고 가격 역시 착하더군요
""
특히나
친절하신 사장님 고마웠습니다
""
근간에 포장으로 찾아뵐께요
떡이 맛없다는 최근 리뷰 보고 걱정했는데 말랑말랑하고 쫀득한 쌀떡이었어요 약간 가래떡 느낌나게 길쭉했고 떡볶이가 달달하고 별로 안매워서 학교앞 분식점 스타일이라 맛잇게 먹었어요
떡볶기가 딱딱하고 맛이 넘 없어요
맛있고 친절해요
비오는 날 떡복이 댕겨서 후다닥
포장하고 왔어요 떡이 조금밖에 없다는건
나만의 착각인가 뭔가 아쉽 아쉽 
아주머니는 친절하셨어용
학교 앞 분식집에서 먹던 맛이었어요 사장님도 친절하시고 점심에 종종 들러야겠어요 
이날따라 랩핑이 안되어있어서 국물 다 넘침 계란튀김도 완숙이라 퍽퍽해 아쉬웠음
떡도 충분히 불리지 않았는지 딱딱스
튀김 떡복이
순대 독특하니 맛있도
명불허전
매콤 달큰한 떡볶이 양념에 매일 직접 뽑아오시는  쌀떡
국물에 바삭한 김말이 계란 오징어튀김 살짝 찍어먹으면 얼마나 맛있게요
맛있는데 제 입맛에는 짰어요
친절합니다
청결하게 조리도구관리하는듯 보여서 위생 점
떡볶이가 양은 좀 적어보여도 달거나 짜지 않고 맵기도 적절한
숟가락을 멈출 수 없는 맛
튀김은 김말이 고추 오징어 먹어봤음
대왕오징어를 쓰는지 튀김옷 얇고 파삭하게 입고 있는 두툼한 오징어몸통
고추와 김말이도 둘다 파삭바삭해서 맛있음
달달하면서도 적당히 매콤한 떡볶이에요 기대없이 먹었다가 너무 맛있었어요
맛나요
