리뷰
맛있어요
포장해왔는데 만든지좀된듯한김밥이었어요
옛날 분식집
진짜 맛있어요
생각날 때마다 가는 곳인데
사장님 친절하시고
음식 맛도 당연 맛있어요
""
김떡순메뉴중 순대는 불어있고 냄새가나요김밥은 맛있어요
굿
자동차극장 가면서 급히 전화해서 포장주문을 했는데 넘 꼼꼼하게 챙겨주셔서 좋았어요 떡순김 먹었는데 순대 양 너무 많아서 좋ㅤㅇㅏㅎ습니당
맛있어요 사장님 넘나 혜자 
굳
맛있고 친절해요
다른 비싼곳보다 맛있고 가성비 짱이예요
주차가 좀 그런데 그래도 너무 잘먹었습니다
친절하세요
모닥치기 중 포장해서 먹었는데 둘이서 먹기에 양이 너무 많았어요 순대가 독특하니 진짜 맛있어요 
떡볶이 땡기는 날에는 역시 다올 이죠 
양도 많고 
김밥 떡볶이 순대  다다다 넘 맛있어요
다올 김밥 넘맛있어요
사장님 친절하시고 떡볶이도 맛있어요 
좋아요
좀맛이 전체적으로 바뀐듯요
예전만 못하네요 오랜만에 방문했는데 순대너무불어터진걸 주시는데 어찌먹는담요 배달주문건으로 바쁘셔서 말씀은 못드렸지만 음식 뒷처리하는 느낌받아서 안갈라구요
떡볶이 쫀득하니 맛있요
굿
귿
맛있어요
추억의맛 모닥치기
너무 맛있어요 
여사장님 여전히 친절하고 미소가 예쁘세요
맛이 예전만 못하네요
""
맛나요 맛나
사모님도 친절
굿
이 동네 토박이입니다
여기 맛집입니다
사장님도 친절하시고 양도 푸짐해요 
집에서 먹으려고 모닥치기 포장해왓어요
깔끔하게 포장해 주신 덕에 배불리 잘 먹었습니다
""
굿
떡뽁이 짱 맛있음 쫀독쫀독 쌀떡
친절하세요
맛있어요
좋아요
좋아용
맛있어요
모닥치기가 최고에요
굿
맛도있고 양도 많아요고등학교때랑 맛이 같아서 좋네요
옛날시장떡볶이맛이에요 맛있네요
다올참사랑김밥 최고
맛있어요
맛있어요
좋아요
완전 찐 맛집
제주 입도해서 가장 맛있게 먹은 순대떡볶이
직접 만드신 김말이 먹어보시길
""
수제돈까스도
최고
집에서 혼자 밥 먹을일이 생겨
김떡순 시켜 먹었어요
떡조금 순대조금 남기고 다 먹었네요
김밥도 맛있고 떡볶이 양념도 맛있었어요
굿
좋아요
맛있어요 
맛있어요
""
맛나요
맛있어요
은근 중독
아이들이 좋아해요
맛있어요
만나요
굿
가성비 좋아요
""
떡볶이 짜요
떡뽁이 맛집
맛있어요
가성비 최고
굿
떡볶이 순대 맛있어요
배터지게 잘 먹었어요 
""
친절하시고 양도 정말 많습니다
맛있게 잘 먹었어요 
맛이써요
고등학교때가고 아직도 이모가해주신 떡뽁이를먹을수있어 너무 좋아요 또올게요
""
떡볶이에 김말이 굿
순대가 피순대라 못먹었지만 양도 많고 푸짐해서좋았어요
열시까지 영업해서 좋아요
김밥이 맛있다
친절하고 맛있어요
맛있어요
김밥내용물이 알차고 맛있어요
맛도 있고 친절하세요
언제먹어도 맛있는 다올식떡볶이 드세요 다들
좋아요
맛있고 친절하셔서 자주 가요 
보통입니당
맛있습니다
마스크 왜 안끼고 말씀하시면서 조리하시는건지
진짜 찝찝했어요
기대하고 갔는데  아주머니들은 친절핫세요 
우선 라면 국물 없고요 맛은 그냥 평범인데 순대 냄새가 좀 심하고 튀김도 오래전 튀겼고 섞어놨다는것뿐 찾아서 먹을정돈 아니에요
동네 모닥치기가있는 분식집
김밥사러자주감
김밥사러자주감
