리뷰
좋아요
오랜만에 먹어서
더 맛있네요
양도 푸짐하고 맛있어요
굿
제주도가면 항상 배달하는 설빙
맛있어요 제주 갈때마다 설빙먹고싶으면 여기 들르는데 망고치즈빙수에서 치즈를 하나도 안넣어주심 
눈꽃빙수에 팥빙수가 너무 땡겼는데
요즘은 은근 찾기가 어렵더라구요
근처라 지나가면서 포장했는데 맛있게 잘 먹었어요
직원분들도 넘 친절하시고
팥 많이 주셔서 감사해요
굳
딸기맛있어요
인절미빙수랑 딸기빙수 먹었는데 과일이 엄청 싱싱하고 맛있네요
좋아요
배달로 시켰는데 배달도 빠르고 
딸기도 싱싱하고 맛있었어요
딱 설빙 맛이에요 수원 설빙과 똑같은 맛
저렴하고 맛남
굿
매장도 넓고 친절하셨습니다
빙수 정말 맛있게 잘 만들어주시더라구요
서비스도 좋은 편이구요
그런데 알바생이 명이었는데 친구인건지 되게 수다를 많이 떨더라구요 주방에서 수다떨기는 하는데 홀에 다 울렸어요
배달기사님도 왔다가셨는데 인사도 없고 뭐 물어보시는데 대답도 똑바로 안하구요
홀에 테이블도 닦지 않아서 콩가루며 빙수에 들어가는 가루들이 여러테이블에 남아있어서 좌석 찾기가 어려웠네요
맛있어요
알바생 두 분이 결제 구역에서 엄청 시끄럽게 말하시고 욕도 다 들리고 책상 쪽에서도 뛰어다니고 노래도 큰 소리로 부르시고 엄청 시끄럽습니다
솔직히 좀 불편했습니다
""
미쯔초코설빙
맛있어용
주차불가 나오는데 오래걸림
좋아요
너무친절한거아냐 
깔끔하고 매장이 엄청크다요
잘먹고가용
노래가 분위가 일단 좋아요 잘 쉬고 갑니다 
""
예전엔 이정도는 아니었는데 배민도 주문도 점점 엉망이네요  집 앞이지만 재방문 안할듯 합니다 
주차힘듦 오래걸림
굿
역시 설빙 오레오가 젤 맛있는것 같아요 글레이즈드 도넛도 도전해봅니다
굿
처음에 들어가자마자 카운터쪽에서 음식물 쓰레기 냄새가 엄청 심하게 나고 반납하는 곳에 달려있는 커튼에 음식물이 엄청 묻어있다못해 굳어있었습니다 첫 주문부터 전반적으로 위생이 안좋다는 생각이 들었습니다 그리고 다른설빙과 달리 정말 대충만들었다는 느낌을 받았습니다 깨끗하기만하다면 모양은 괜찮습니다 근데 먹다보니 안에서 검은색 알갱이가 나오길래 나올게 뭐가있지 싶었습니다 그래서 물어봤더니 처음에는 팥이라네요 근데 팥이 왜들어있죠 그러고 나서 또 쿠키라네요 재료가 붙어있어 들어갔다는데 유명프렌차이즈 빙수집에서 재료 관리를 이런 식으로 하시는지요저는 애플망고치즈 빙수를 시켰는데 참
먹다가 그냥 나왔습니다 좀 신경쓰셔야할거같아요 리뷰 잘안남기는데 정말 아닌거같아서 올립니다
주차가 넘나 아쉽다는게 큰 단점인것같아요
