리뷰
분식점에 반찬이 나온다
맛있고 성의있는 반찬들이라 좋아요
재방문 재재방문 
깔끔하고 맛있어요
굿
김밥도 맛있어요
퇴근 후 출출한 마음에 새로 오픈한 곳이 있어 들렸는데 메뉴가 다양해서 무얼시켜야 할 지 몰라 우선
참치김밥 돈까스 쫄면을 주문했는데 밑반찬으로 나오는 반찬부터 정갈하니 맛있더라구요
방짜유기 그릇에 나오는 쫄면이 진짜진짜 맛있엇구요
""
김밥속도 꽉꽉 채워져 배고픈 배를 채워주더라구요
저 조합이 진짜 진짜 맛있었어요
최고최고
그리고 후식으로 살얼음 동동띈 식혜까지 사장님이 직접 만드셔서 신경을 많이 쓰신 티가 팍팍 났어요
""
도청부근에 저녁까지 하는 식당이 별로 없었는데 시까지 영업하는것도 참 마음에 들고요 번창하세요
맛있었어요
깔끔하고 좀 더 고급진 김밥천국 느낌
김밥 한줄 시킨거 치고 호화로운 반찬에 속 알찬 참치김밥까지
너무 맛있습니다
이 근처에 혼자 밥 먹을데가 별로 없었는데 혼자 간단히 밥먹을 곳이 생겨서 너무 좋아요 매장도 아주 깔끔하고 음식 맛도 좋습니다 개업일이라고 떡이랑 이것저것 서비스 주셨는데 감사히 잘 먹었습니다 번창하세요
제주도청 앞 깨끗한 분식점 발견
옛날 돈까스 쫄면 다 맛있네 
