리뷰
리뷰보고 왔어요 
맛은 아직 몰라요 맛 있겠죠 
케이크 쫀맛
감사합니다
빵은테이크아웃하고커피는매장에서마셨는데
공간도넓고 음료메뉴가꽤다양해요
나중에나오다안사실인데 층도있었어요
빵가격은좀비싸요
쏘쏘 
쑥 앙버터
겁나맛나서
폭풍흡입
쩝
딱한입만 먹으려했는데 야참을못참고
""
다먹어치움
빵 너무 맛있어요 더 많이 살껄후회중
백향과에이드도 수제청이라서 엄청 최고였어요 
쇼콜라는 찐하고
쑥앙버터는 쑥향이 확 올라오고 묵직하니 맛납니다
저녁을 먹고 할인권을 주셔서 들린 빵집
늦은저녁이라 종류가 많지안았지만
좋아하는 크로와상이 있어 사와서 맛나게 잘 먹었네요
아침 일찍 오픈해서 좋아요
쑥앙버터 넘 맛있어서 매장에서 먹고 이것저것 빵도 사고왔네요
수제 요거트 맛집 도도름
초코 가나슈 크로아상 맛있어서 개인적으로 또 사러 왔다가 요거트도 먹어봤는데 상콤달콤한 맛이에요
가격대가 살짝있긴 한데 건강한 재료를 쓰는 것 같습니당
숙소 근처라 간단하게 먹었는데  
그냥 뭐 아쉬워요
커피가 정말 맛있어요
굿
쑥 들어간 빵 쑥향이 진해서 맛있었어요
다른 빵도 재료 맛이 진하게 나요
지나다니면서 보기만 하고 베이커리가 있는 카페라 
궁금했었는데 빵 종류도 많고 일반 개인카페가 아닌 요거프레소라 음료 종류도 많고 좋았어요
고소해요
술먹고 밤늦게 집에 가면서 들러 케ㅤㅇㅣㅋ을 샀는데 아침에 기억남
영수증을 보고 놀람
당연히 맛있음
대화하기 좋게 공간이 구분돼있어서 편했어요
음료 맛있고 빵도 단백하고 맛있어요
지금 시즌에서만 마실 수 메리딸기
배고파가 제주 시내에 베이커리 카페 바로 왔습니데이
빵 종류도 많아뿌고 매장도 넓어가꼬 머물기 좋았습니데이
""
착즙 주스와 레트로소시지빵은 츠쥐기게 맛도리긴 했지만 커피와 시오빵 에그타르트는 생각한 맛 그대로였던 것 같습니데이
가격대가 살짝 있지만 가볼만하다고 생각합니데이
제주 쑥이 들어있는 맛있는 빵이네요
속도 편해요
빵이 맛있네요
쥬스는 신선하구요
맛있어요
가격은 나가지만 빵은 맛나요
좋아요
빵 맛집이고층은 고깃집도 합니다
좋아요
치아바타 데워주셔서 따뜻하고 정말 맛있어요
아침식사 하기에 아주 좋아요
강추 합니다
굿
좋아요
뷰가좋아요
맛있어요 
굿
매장이 크고 회전율이 좋은듯 합니다
매장도 깨끗하고 빵도 맛있었습니다
좋아요
냠냠
조용합니다
크로와상 겉바 속초예요
좋아요
빵 정말 맛있어요가격대가 좀 있긴하지만저는 특히나 쫄깃하고 쑥향이 쑤욱 올라오는 쑥떡쑥떡 애정합니다
제주 도착 첫 카페
친절하시고 좋아요
빵값이 금값이에요
너무 비싸요
하지만 저 버터크림빵과 쑥앙버터 가 너무너무너무 맛있어요 쑥앙버터에 빠졌어요
이쁜데 빵맛도 좋으네여
굿
맛있어요
굿
마있고 건강한빵
""
매장도 넓고 친절해요
굿
와여기 케이크 엄청 맛집 이에요
입 넣자마자 사르르륵 녹았어요
호텔옆이라 별기대없이 들렸는데 커피가 맛있어요
이 근방에서 제일 일찍여는것같아요
시오픈하자마자 방문해서 빵종류는 
많이없었지만 갓나온빵 먹을수있어서
좋아요 
이것저것 물어봤는데 
직원분이친절하게 응대해주시고 
재방문의사 백프로입니다
빵이 다양하고 맛있네요  이번에 크로와상이 신메뉴로 나왔다는데 넘 맛있어 보여요 다먹지는 못하고 잠봉뵈르 샌드위치 넘 맛나요
제주 도착해서 체크인 전에 점심 먹고 들른 첫 카페
""
유기농 수제빵 건강빵이네요
소보루랑 쿠키 쑥떡쑥떡 진짜 맛있어요
못 먹는다는 게 아쉽지만 추천해요
매뉴가 많지도 않고
맛은 그냥저냥하고 
가격은 비싼편
편한 분위기에서 맛있게 빵 먹었어요
재방문의사 있어요
유기농밀가루를 쓴대요
커피는 별론데 쑥떡쑥떡은 쑥향도 나고 찹쌀도 들어가서 진짜 쫀득쫀득 쑥 안좋아하는데도 맛있게 먹었고 안에 팥도 가득 들었어요
완전 맛있습니다
굿
빵은 전체적으로 다 맛있었어요 에그타르트 시오빵 크로와상 머핀 크림빵 전부
