리뷰
아취우동왜 맛있죠근처에 아무곳이나 들어간곳인데 잘먹고 잘취하고 갑미다귀여운 냥냥이 젓가락받침 
맛잇엇어요 
아기자기 한 고품들도 잇고 양도 엄청 많어요
오징어튀김이 넘 바삭하고 맛있어요
서비스안주도 닭가슴살셀러드도 훌룡하네요
우연히 방문한곳 기분좋게하네요
