리뷰
매운음식 술안주 좋아요
굿
굿
굿
매운맛 조절 가능해서 매운거 못 먹는 사람들이랑 같이가도 좋네요
맛있게 잘 먹었어요 
사장님들이 인심이 많아서 양도 푸짐해요
친절하시고 음식이 빨리 나와서 좋았어요
제 입맛에 맛있어요
등갈비가 맛있다
""
포장해서 갔는데 역시 맛있어요
굿
맛있어요
좋아요
""
맛있어요
친절하고 맛도 좋은 식당입니다
맛있게 먹음
매운거 좋아하는 사람이라면 강추
양념은 단맛이 강하긴하지만 갈비는 맛있음
연세가 있는 사장님께서 운영하시다보니
테이블이나 식기가 깨끗한 느낌은 없음
좋아요
굿
제원맵수다 등갈비가 최곱니다 진쨔류
맛있어요
완전 만족이요 요구사항 다 해주셨고 맵기도 너무 좋았어요 별반개없는건 다음에 또 시키고 또 리뷰 남길려구요
적당히 맵고 불맛도 나고 넘넘 맛있어요
저희 둘째딸이 초등학생인데 맵수다 뼈있는 닭발 찐팬이되었어요
제주도 여러곳에서 먹어본 닭발중에서 제일 맛있어요 양도 많고김가루밥 알밥최고
굿
매운라면 진짜 맛있어요
