리뷰
육지 갈 때 고기사가려고 급히 매장에 들렀는데
비행기 태운다고 말씀드리니 진공포장 해주셨어요
골목길이 복잡해서 주차하기가 쉽진 않지만
육지 갈 때마다 방문 할 것 같아요
""
제일 중요한 고기 퀄리티 최고급
너무 맛있었어요
고기맛있어요
우리동네에 깨끗하고 맛있는 갈비포함 양념된 반찬이 꽤 많아요 단골이 될것 같습니다
좋아요
좋아요
멀리 안나가도 신선한 물건을 살수 있어서 좋네요
굿 사장님 친절 서비스좋고 가격저렴
짱 좋아
친절하고 양념육 족발도 맛있고 고기도 신선해요 
가성비 최고
