리뷰
정말 여기는 리뷰 안쓰고
나만 알고싶은곳인데
참다참다 드디어 리뷰합니다
이모님 혼자서 하시는 식당인데
닭볶음탕 동태탕 오징어볶음
머 말이필요없어요
다 정말 맛있고 밑찬에
밥 시키면 나오는 김치
끝내줘요
누나 건강하셔야해요
사모님 너무 유쾌하시구 인심좋구 닭도리탕 맛있어요동네 정감가는집이에요
