리뷰
분위기도 좋고 음식도 맛있어요 사장님 툴하신거 같은데 츤데래처럼 잘 챙겨주심
가게 분위기 좋고 친절한 사장님 덕분에 잘 먹고 왔어요 나가사끼 짬뽕도 푸짐하고 맛있었어요
진짜 맛있음 
몇년째 단골인곳
사장님 시원 시원 하시구 말또 걸어 주시구 사람냄새 나서 좋았어요 음식이 특히 퀄높아서 맛있게 잘 먹었습니다
근처 간단히 마실곳 찾아서 갔는데
맛있게 먹고 왔네요
사장님 넘 재밌으시고 꼬치류도 맛있어요
좋아요
사장님이 유쾌하고 굉장히 친절하십니다
혼술하러들어갔는데 너무좋았어요
꼬치구이도맛있고 치즈감자도 맛있었습니다
사장님이 유쾌하시고 재밌어요
음식도 깔끔하고 맛도 좋아요
아지트처럼 가기 딱 좋아요
굿
사장님친절하심
