리뷰
차로 좋았네요
굿
굿
순살 포장 원 다른 브랜드통닭보다는 가성비가 있다
눈내리는 저녁에 혼자 먹으려고 포장을 했는데 양은 딱 적정하고 맛은 기대한대로 맛있다
매장내부가 화려하거나 하지는 않지만 숙소가 근처라면 포장으로 맛볼만하다
완전 바삭 맛있어요
맛잇넹  오호라 맛잇다
좋아요
진짜 진짜 이런 바삭 바삭한 맛 
육지에는 없어용
굿
맥주맛나요
맛나요
맛나요
홀과 포장만 가능했는데요가격도 착한 통닭이에요
아주 맛집은 아니나
직원들과 회식하기 딱좋다
치킨과 샐러드 메뉴 추천
단 골뱅이무침은 절대시키지마세요
양파만 잔뜩하고 소면도 없고 사진만 예쁘고 다 남겼어요돈아까와요
샐러드시키세요 샐러드
치킨은 맛나고 친절합니다
