리뷰
친절해요
굿
별점 점도 아까움
청결하지않고 계속 들리는
배달의민족 소리에 짜증
회에선 흙내 나는거보니
도마도 비위생적인듯
방문포장했는데 하
""
서빙 이모 옷이 완전 더럽고
""
주방 및 실내가 너무 더러웠고
""
수족관도 더러웠고
""
머리 두건도 안하시고
""
국자 입데고 간보고 휙휙
""
충격적인건 밥을 전자렌지 돌리고 초밥 만드셨어요
""
연어는 쥐 뜯어먹은모양
""
스시에 눈썹이 떨어져있었어요
""
된장국에 새우 머리만 있는데
딱새우 남은 머리 느낌받아 먹지 않았어요
""
정갈한 이미지 없어요
""
""
다른 분의 후기를 보고 주문했어야했는데
실망이고 가성비 떨어져요
살다살다이런곳은처음
블로그보고갔는데
돈주고하셨나봐요
서빙아주버니 앞치마보고 토할뻔
주방장은 회썰다 머리만지다 폰전화받다가 난리도아님
음식수준엉망 스키다시엉망
회도 써는게아니라 쥐어뜯어놓음
탕도나오기전에 젓가락놓고 나옴지인장사나하세요
리뷰보고 갔는데 기대 이하입니다
제주도 회는 어떨까해서 갔는데
육지가 더 푸짐하고 싱싱하네요
깔끔하지않고
불친절
""
