리뷰
양도 많고 반찬들이 너무 맛있네요
낙지덮밥 너무 맛있어요
자주 갈거 같아요
사장님도 너무 친절하세요
메뉴판에 있는거 하나씩 다 먹어보고 싶어요
혼밥하기는 좋은데 가게매장에 짐이 너무많고 반찬도 차가와서 먹기 안좋음거의 남기고 나왔네요 
맛있어요
맛있습니다
굿
낚지덮밥 과 갈비탕 먹었는데 음식도 맛있고 
김치도 맛있어요
위생관리필요
 순두부 맛있었어요
친절하십니다
낙지볶음해물 된찌 해물 순두부 시켰는데
진짜진짜 맛있어요 완전추천입니다
태풍때문에 가려던 식당대신 중간에 이 식당 사장님이 문열어주셔서 다행히 대피했습니다
김치찌개만 된다고 해서 먹었는데 너무 맛있게 먹고 반찬에 불백도 있어서 다 먹구 왔네요
