리뷰
좋아요
맛있어요
돈까스 양이 부족한 것 같다 생각했는데 밥이 다른곳보다 좀 더 있어서 고구마무스랑 야채 먹으니 딱 적당히 배가 차네요 저는 원래 밥이랑 같이 먹으니까 밥 양이 많아서 좋았어요 소스도 따로 나오니 좋고 그리 바삭하지는 않았는데 오늘 날씨가 추웠나 좀 식기는 했지만 많이 바삭하지는 않았는데 전 원래 너무 바삭하면 잇몸 안쪽이 쓸려서 안좋아 하는데 저는 개인적으로 딱 좋았어요 걸리는 것 없이 잘 먹었습니다
나가기는 귀찮고 배달시켜먹었는데 양도 많고 맛있었어요
순두부 진짜 많아요
맛나여 좋아여
좋아요
