리뷰
여기 진짜 양 많아요
맛도 좋아요
리유저블텀블러를 사용해서좋아요
친절합니다
맛있쥬
분위기 좋고 음료 맛있어요
여기 바나나라떼 참 좋아함
좋아요
맛있어요
발렌타이에 달달한거 먹으러오기
좋은 카페에요
좋아요
냠냠
가성비 좋은 카페예요
굿
조아요
녹차 크레이프가 너무 먹고 싶어서 샀어요 달고 맛있더라구요 
조용
뒷개갈 때 종종 들립니다
굿
커피 맛나욤
조아용
맛있어요
음료도 맛나고 디저트가 진짜짱짱
처음가봤는데 디저트도 맛있고 좋았어요
굿
좋아요
굿
좋아요
아느분이 하는 가게인데 원래 음료를 맛있게 해서 믿고 먹는 곳 입니다
굿
아메리카노가 원인데 별카페보다 맛있어 버리네요
 케이크는 가격대비 조금 아쉽네요
디쟈트전문점인만큼 더 맛있는 디저트 기대할게요 
깔끔하고 조와요
굿
싸요
곰돌이 텀블러 너무 귀여워요 깨끗이 씻는다고 뜨거운 물 부었다가 다 녹아버려서 또 샀습니다
굿
굿
굿
굿
""
가격이 저렴하고 맛있어요
맛있어요
맛있어용
쪼아용
좋아요
좋아요
좋아요
진짜 너무너무 오래 걸려요
주문이 많으면 시간이 걸린다고 말씀을 해주시던가 만드시는거 보니까 주문이 많아도 너무 태평하게 만드시고 아무튼 커피 마시려다가 고구마 먹고 왔어요
곰텀블러 획득
처음 들려본곳 좋았어요
맛있어요
맛있어요 
""
친절하세요
사이즈 완전 큼
굿
왕따봉
좋아요
굿
직원분이 친절해요
디카페인이 있어서 좋아요
유튜브 추천 보고 커스터드크로칸 먹었는데 맛있어요 
괜찮네요
굿
좋아요
굿
죠아요
친절하시고 음료랑 케익도 맛있어요
친절하시고 음료가 맛있어요
친절해요
사진 찍기 좋은 인테리어입니다 여기 음료 맛은 다른 지점 이용해봐서 알구요
""
굿
맛있어요
굿
맛있어요
멋지네요
맛있어요
좋아요
좋아요
굿
친절해요
좋아요
""
짱
""
돌체라떼 맛있어욤
깨끗하고 음료도 넘 맛나고 직원분들도 친절 해요
맛있네요
굳
맛나오
친절하게 설명도 잘해주시고 
음료도 맛있어요
ㅤㅊㅚㄱ오
좋아요음료 맛있어요
디저트만 맛있는 줄 알았는데 음료도 완전 
선물하기에는 롤케익만한게 없어서 들렀어요
롤케익 같은맛 큰거 하나보다 다섯가지맛 먹을 수 있고 예쁘기도 예쁘고 선물하기 진짜 좋더라구요 
목포산정점 처음 가봤는데 메디칼센터에 주차하면 되서차 갖고 가면 일단 주차 짱편함
내부도 깨끗하고 예뻐요 테이블이 다닥다닥 안있어서 좋았고 쇼파 짱편해요 
옆에 통로쪽에 프라이빗하게 앉을 수 있는 자리 있어서 학생분들은 노트북 갖고 와서 앉아있기도 괜찮을 것 같아요
크로칸슈는 진짜 최고 존맛탱이니까 꼭 드셔보세요 
제발용   
저녁 남자 알바생도 짱 친절해서 기분 좋았습니다 
맛있어요
음료도 맛있고 양도 많고 좋아요
맛있어요
좋아요
벤티사이즈컵에 그란데빨대가나와서 
벤티길이빨대좀다시달라니깐유료원
쩝
""
