리뷰
전화로 포장해서 주문하고 찾으러갔는데
오징어회 양도많고 서비스로 물회도 주시고
먹통찜도 먹물맛 찐해요
같이 싸먹으라고 깻잎에 다진깻잎 주먹밥까지 주셔서 진짜 배터지게먹었습니다
굿
한치코스 꼭 드세요
한치회 한치물회 찜 라면까지 정말 다 맛있었어요
""
굿
좋아요맛있어요
굿입니다
회는 여기가 최고
