리뷰
""
굿좋아요
고기질이 아주좋아요
굿좋아요
좋아요
좋아요
좋아요
제주가 완전좋아요
정말 맛있게 먹고 왔습니다
일반 오겹살하고 차원이 틀려요
아이들도 같이 갔는데 정말 잘 챙겨 주셔서 너무 감사했어요
고기가 냄새가 안나고 맛있어요
메뉴판 안주고 설명도 없었고나중에 상차림 비용 청구
맛나요
""
친절하고 고기가 신선해요
제주 여행 첫날 저녁
고깃집 맛있어요
맛있어요
맛있습니다
맛있습니다
