리뷰
아떤 와인을 사야할지 몰라도 추천을 잘해줌
종류도 다양하고 패키징도 너무 예뻐서 연말선물로 최고에요 추천도 친절한 설명과 함께 잘 해주셔서 고민없이 고를 수 있었어요 다음엔 라운지도 이용해보고싶네요
들어가자마자 연말 분위기 뿜뿜
진짜 구하기힘든 와인 종류도 너무 많구
매장 힙하고 예뻐요  덕분에 행복한 연말 보냅니당
슈퍼보틀 덕분에 기분 좋은 연말 보낼거 같아요
네츄럴 와인이 대부분인 와인샵
컨벤션 와인을 추천 부탁드렸는데 여러가지를 추천 잘 해주셔 맛있게 마셨어요
와인 종류도 다양하고 인테리어도 감각적이에요 
층에서 마셔도 되서 나중에 가서 마시고 싶어요 
""
그리고 와인 잘 몰라서 추천드렸더니
친절하게 알려주시구
추천해주신 로제 와인 맛있어서
파티도 잘 즐겼어요 
다양한 주류를 구경할 수 있고 또 자세한 설명도 적혀있었고 각 주류에 맞는 안주나 보관방법 등 설명도 친절하게 해주셔서 좋았습니다
독특한 제주산 주류도 구경할 수 있어 좋았어요
이시보 막걸기 탈탈 털어왔는데 다음번에는 망년회랑 크리스마스때 마실 주류도 사야겠어요
너무 센스있는곳 제주도가서 와인 살때마다 들를것 같은 느낌이에요
신제주에 이런 와인샵이 있다니
너무 매력적이에요
외관부터가 너무 취향저격
실내도 너무 좋더라고요 와인종류도 많고
층에서는 마시는 공간도 있었어요
와인 고를때 고민이였는데 직원분이 너무 친절하게 저에게 맞는 와인도 찾아주시고
포장 너무 깜찍 
크리스마스 시즌이라 모자 포장 너무 귀여워요 
크리스마스에 마시면 딱이겠어요
와인사러 갈땐 여기로 가려고요 추천해요
친구 생일선물로 와인해줬어요  포장도 이뻐요
연말하면 파티  파티하면 와인 
크리스마스 느낌 낭낭해서 좋았어요 
종류도 다양하고 설명도 친절하게 해주셔요 
근처에 공영주차장 있어서 주차 편해요 
제주시 안에 이런 분위기 좋은 와인매장이 있었다니 놀라워요
정말 합리적인 가격에 다양한 와인을 구매할 수 있는 곳이여서 너무 좋네요
매장 분위기도 너무 좋고 층에 라운지바도 마련되어 있어 너무 좋아요
너무친절하게 원하는 타입대로 잘 성명 해주세요
가격도 괜찮아요
힙한 분위기에 와인 종류도 많았어요
굿 좋아여
좋아요
추천해주신 화이트와인 맛있었어요
강아지랑 방문 가능해서 좋았고 다양한 로컬 술 있어서 좋았어요 자주 갈게요
제주도쇼핑코스 추천 테이스팅가능 매장자체가 매우매우 힙하구요 알콜 논알콜 와인 맥주있구요 막걸리도 있어요 직원분이 설명 요청하면 친절하게 응대해주세요 와인은 상품마다 택이 달려있어 앞에는 맛과 들어간 성분표시 뒤에는 가격표있어요 와인은 가격대가 주로 만원대였습니다 제주도여행와서 마시는용으로도 선물용으로 사가거나 사서 가져가는용 모두모두 추천입니다 근방에 공영주차장이 크게 있습니다 매장이 층으로 이루어져있구요 종류가무지무지많아 보다보면 사가고싶은게 넘 많아집니다 인테리어도 이쁘고 포장도 넘 예쁩니다 운영시간은 낮 시부터 저녁 시까지 이고 택배도 하신다합니다
굿
굳이에요
지나가다가 매장이 예뻐서 방문했는데 와인 종류 많고 가격대도 괜찮았어요
매장에서 추천해달라고 해서 먹었는데 엄청 맛있었습니다
포장도 예쁘게 해주시고 컵 코스터하라고 주신것도 너무 귀여웠어요
오
설명이 자세하고 추천도 좋아요 
작년에 제주살때 자주 이용하다 이번에 휴가와서 또 왔습니다
내추럴와인 좋아하신다면 꼭 가보시길 추천해요
간편하게 와인사기 좋아요
와인은 무알콜이 아닌가봐요 
가게가 넘 이쁘네요
직원 친절하시고 와인 종류도 다양해요 
칠링도 해주시고 좋아요
와인도 많고 인테리어도 예쁘고 좋아요  하지만 친절하시진 않고 물어봐도 추천은 잘 못하시는거같아요 
그리고 오늘의 잔와인 비싸네요
굳
와인좋았어요
간만에 힙한연동나들이에 신나신나공영주차장바로옆이라좋았어요
적절한 와인 추천해줘서 좋았습니다
포장이 넘 예뻐서 기분 좋아요
굿
원하는 가격대랑 입맛에 맞춰서 친절하게 추천해주셔서 감사합니다 
와인이 맛있고 싸요 하하
급 알아보고 온 곳인데 직원분도 친절하시고 취향에 맞게 추천해주셔서 너무 좋았어요 또올게요
무알콜 스파클링 마시고싶어서 왓는데 저렴하고 너무 좋아요
사장님께서 친절하시고 추천도 잘 해주셔서 여러개샀습니다 고마워용
두번째 방문인데 포트와인이 너무 맛있어요 감사합니다
힙한 곳에서 힙한 술을 사서 좋았습니다
너무 친절해요 감사합니다
여행 와서 숙소 바로 아래에서 맛있는 와인 구매할 수 있어서 너무 좋네여 친절하시고 추천도 센스있으세요
예쁘고 와인이 다양하고 힙하고 친절하세요
너무 친절하시고 맛있는 와인 선택도 잘 해주셨어요
가게가 예쁘고 엄청 친절하세요
힙하네
맥주뿐 아니라 와인도 다양해서 좋아요
네츄럴와인 종류가 많아요
와인종류가 많구 사장님이 친절하게 설명도 잘해주세요
복숭아 향 와인 찾고있었는데 친절하게 응대해주셔서 감사했습니당 잘마실게요
매장이 너무 이쁘고 사장님도 친절해요
슈퍼보틀 매장 처음 방문해보는 건데 와인 추천 친절하고 자세하게 해주셔서 좋았어요 비행기 탑승할거라고 하니까 포장도 꼼꼼하게 해주셔서 좋았습니다
내추럴와인 손쉽게 캐주얼하게 보고 즐길수있는곳 연동점층에는 마시고 갈수있는 공간도 되어있고 매장인테리어랑 색감이 너무 이뻐서 좋아용
제주 시내에서 와인 사러 오기 좋아요 종류도 다양하고 설명도 잘 해주심 여행와서 여기서 와인 사고 놀러가면 딱일듯용
좋은 와인 추천받아서 구매했어요 
아주 친절하시고 잘 설명해주셨어요 좋은 와인 얻어갑니다
설명을 자세하게 해주시고 친절해요
인테리어도 마음에 들어유
친절하게 설명도 잘 해주셔서 잘 구매했어요
친절하게 추천해주셔서 맛있는 와인을 찾았습니다
기대되는 맛
종류많고 친절하고 인테리어가 예쁩니다
  
매장이 넘넘 귀엽고 와인 종류도 많아요
직원분즐 아주 친절하시고 와인추천도 잘 해주신답니다
제주여행가서 와인 살만한곳 찾다가 발견 한 곳인데 제주공항이랑 가까이 있어서 방문하기 좋더라구요 치즈플레이트도 같이 판매해서 가볍게 먹을 안주거라 사기도 좋아요 
내츄럴 와인 추천해주셔서 마셔봤는데 너무너무 만족 
""
포장고 꼼꼼하게 해주시고 패키지도 귀여워요
여행지에서 생일파티하며 와인마시니 낭만이 따로 없네요
""
근처에 공영주차장 있어서 주차하기도 편했습니다
""
좋아요
제주시내에 이렇게 이쁜 와인샵이 있어서 너무 좋습니다
보라색 패키지까지 완벽  선물용으로 좋을 것 같아요
내부 너무깔끔하고 직원분 너무친절해요  그리고 트렌디하고 너무이쁘네요
굿
와인 잘 모르는데 설명 잘해주신 덕분에 맛있는 와인 고를수 있었어요
포장도 이뻐서 선물받는기분이었습니당
호텔 근처에 와인샵이 있어 너무 좋아요
보라보라한 인테리어도 이쁘고 와인 설명도 잘 해주시고 안주까지 있어서 바로 포장하기 좋네요
설명을 친절하게 잘해주십니다
선물용 와인 고르는데 잘 설명해주셔서 도움이 많이 됐어요
친절하게 설명해주시고 추천해줘서 맛있게 막었답니다
추천을 정말 정말 잘해주세요 믿고 고릅니다
분위기 좋아용
생각보다 가격대가 있었지만 덕분에 좋은 사람들과 즐거운 시간 보냈어요
네추럴와인을 파는 보라보라한 와인샵이에요
와인에 대한 설명을 듣기 힘들어 좀 아쉬웠지만 분위기도 좋고 매장층에서 안주와 함께 와인을 즐길 수 있어 좋았습니다
매장도 넘 이쁘고 패키징도 넘 예쁘게 잘 해주시고 좋았어요 슈퍼보틀에서 사온 와인이랑 안주로 신혼여행가서 분위기 제대로 냈어요
제주 가면 슈퍼보틀 또 방문할거에요
네추럴와인이라 더 맛있는거같아요 유럽산 샤퀴테리도 존맛 포장도 너무 예뻐서 크리스마스 분위기랑 딱이에요
슈퍼보틀 크리스마스 에디션 너무 이쁘구다 먹어보고싶어서 한동안 주구장창 가게 생겼어요
스윗로제 요즘 구하기 힘든데 슈퍼보틀에서 보자마자 딱 구매했어요 달달하니 맛있고 와인 잘몰라서 직원분께 많이 질문드렸는데 직원분도 엄청 친절하게 알려주시더라고요 음에 제주에 다시 방문하게 된다면 또 갈게요
장점 매장분위기 인테리어 좋음 와인종류 다양 테이스팅 노트 텍을 참고삼아 고르기 좋았음
단점 친절한 응대미흡 설명미흡
""
개개인 마다 경험이 다르겠지만 저는 저렇게 장단점이 느껴졌어요
궁금증이 생겨 여쭤볼려고 하면 자꾸 자리에 안계시고 안쪽에 들어가 계셔서 물어보려면 눈치를 봤네요
사람이 많았다면 자영업을 아는 입장에서 이해가 갑니다만
한두팀이 전부였어요 조금더 구매자 입장에서 신경써서 응대해주시면 어떠셨을까합니다
블로그와 리뷰를 보고 설명을 잘해주신다고 해서 갔다가 실망하고 돌아왔네요
구매를 안하려다 제주온 기념으로 어찌어찌 구매 했습니다
테이스팅 노트 메모는 왜 그냥 공란으로 넣어주시나요 텍을 그냥 떼지말고 포장해주시는게 좋을 듯 싶어요
보라보라한 매장 분위기도 너무 좋고 다른 매장에서 보기힘든 와인들이 많아서 좋았어요
레드와인 추천받아서 사갔는데 다른 친구들도 다어디서 샀냐고 너무 맛있다고 하네요 
제주도 오시면 슈퍼보틀 꼭 들러보세요
직원분이 엄청 친절하게 응대해주셨어요
취향에 맞게 골라주셨고요
입문자라고 하니 입문자용 베스트셀러 알려주셔서 화이트와인 맛있게 마셨어요
소주 양주파인 저는 사실 잘 몰라요
일행이 만족했어요  
레드와인도 마셔보고 싶어서 글라스와인 샀는데
합리적 가격에 잘 맛봤어요
인테리어이뻐요
다양한 와인들이 있어서 구경하기도 좋았구요 
포장을 예쁘게 해주셔서 넘넘 맘에 들었어요 
와인 잘 모르는데 추천해주신 와인으로 가져와서 만족스러운 시간 보냈습니다 
우연히 들렸는데
분위기도 너무 감성적이고
안주도 끝내주게 맛있어요
자주갈게요
제주에 이런 힙하고 예쁜 와인샵이 있는 줄 몰랐어요
내추럴 와인 종류도 정말 많았고 매장이 보라색으로 너무 예쁘게 잘 꾸며져 있어서 사진도 예쁘게 나오더라구요
공항에서 가깝고 공영 주자창도 바로 옆에 있어서 제주에서 와인 쇼핑하기 너무 편했습니다
그리고 친절하게 안내해주신 직원분 너무 감사해용 
와인이랑 제주 맥주 사러 또 방문하려고요
캐주얼 슈퍼마켓 스타일의 와인샵 매장 분위기도 엄청 힙하고 와인 잘 몰라도 큐레이션이 정말 잘 되어 있어서 자기 스타일에 맞춰 고를 수 있어요 층에는 직접 마실 수 있는 공간도 있어요  
""
무엇보다 제주에서 쉽게 볼 수 없는 내추럴 와인 리스트가 정말 많아 새로운 와인을 만나고 싶은 분들께 추천합니다 
매장도 예쁘고 와인 종류 다양하고 직원분도 친절하네요
제주공항과 가까워서 미리 예약 후 테이크 아웃으로 안주와 함께 구매하여 원하던 장소에서 피크닉 즐겼습니다  종류도 다양하게 많고 안주류도 퀄리티가 정말 좋아서 따로 준비할게 하나도 없어서 간편해서 좋았어요  와인 좋아하시는 분들께 완전 추천드립니다 
공항에서 가까운 예쁜 와인 샵이에요
음
요즘 네츄럴와인에 푹 빠져있는데 제주시에 슈퍼보틀이 있어서 너무 감사하고 행복합니다 
인테리어도 너무 예뻐서 와인 한 병 사러 갈 때마다 힐링하고 와요 치즈 하몽과 같은 고급 안주들이 테이크아웃을 해도 잘 차려먹을 수 있게
되어있어서 정말 좋아요
제주 여행하면서 슈퍼마켓형 와인샵 가서 달달한 스파클링 와인도 마시고 와인에 어울리는 콰트로 치즈 플레이트까지 단짠단짠 궁합이 최고다
와인은 얼음주머니인 칠링백에 나오고 콰트로 치즈 플레이트는 고급지고 다 맛있다
와인종류가 엄청 많아서 직원분 추천으로 골랐는데 달달한 와인이라 넘나 맛있었어요
