리뷰
맛있어용 굿굿
양꼬치도 맛있고
다른 요리들도 다 맛있어요
아이들도 좋아해요
동네맛집     
정말정말 맛있고 친절하세요
제주에서도 신선한 램을 먹을수있는곳 감동입니다
좋아요
오랜만에 방문했는데 여전히 맛있어요 예전보다 더 친절하네요
진짜맛있게 먹었어요
가지요리 진짜 꼭드세요
최고 입니다
가지튀김 정말 맛있어요  음식이 맛나고 종류도 엄청 많아요
친절하시고음식도 맛있어요 
양꼬치 맛있어용
동네 맛집 
양꼬치도 넘 맛있지만 계란 볶음밥 꿔바로우
아이들이 잘먹었어요 
양꼬치 맛있어요  가볍게 먹기 좋아요 추천
굿
굿
굿
너무 잘먹었습니다 양꼬치 가격 엄청 저렴하고 지삼선도 맛있고 사진은 못찍었지만 계란볶음밥가지볶음밥 개존맛입니다
양꼬치 맛집잡내도 안나고 깔끔최고
가지요리인데 맛있어요
양꼬치 괜찮고 계란밥 별루였구요 꿔바로우 맛있었어요
""
""
맛은 굿인데 꿔바로우 시켜도 양꼬치 개짜리 못시킴개는 시켜야 한다고 함
대박맛집
고기 맛있어요 요리 메뉴도 나중에 와서 다 먹어보고 싶네요 사장님이랑 이모님도 친절하세요 동네 맛집 인증
좋아요
맛있어요
꿔바로우 추천이요
맛있어요
맛있어요
양꼬치 맛있는데 계란볶음밥이 미침
중국 통틀어 넘버원맛 무조건 드세요
포장주문후 집에서 먹었는데도 맛있어요
동네에서 맛있게먹었어요
양념이 맛있어욤
중국현지인이 직접 운영 맛 최고
굿
굿
양꼬치랑 같이 구워먹을 수 있는 통마늘이 기본으로 나와서 좋아요
식초 맛 많이 나는 새콤한 꿔바로우 ㅤㅈㅠㅎ아하는 분들께 추천
