리뷰
언제나 맛있어요 굿
건강한맛 맛있어요
친절함
깜짝놀랄맛고기김밥 원래 안좋아하는데 이집은 최고저 너무 맛있었습니다
그냥쏘쏘
친절하시고 맛도 좋아오
개인적으로 아주 좋아하는 김밥집입니다 김밥도 맛있고 사장님도 음식에 자부심이 있으면서 친절하세요 집 근처라면 매일매일 갔을 텐데 멀어서 아쉬워요 번창하시고 항상 그 자리에 있어 주세요 생각날 때마다 가게요 
아이랑 같이 먹기 좋아요
바깥음식을 잘 안사먹이는데
보통김밥은 안심하고 먹일수 있어요
아무거나 김밥은 원하는 재료로 싸주시네요
미네랄소금 사용하신다고 하십니다
사장님의 자부심이 느껴집니다 
동네맛집입니다
굿
단무지없이 유부와 볶음 고기 묵은지 김치 등 일반김밥 맛이랑 색다른 김밥맛입니다
보통김밥이 가장 맛있어요 제입에는요
최애 맛집 
속이 편한 김밥이에요
친절하고 맛있어요
주인언니 친절해요
맛있어요
항상 친절하셔요
김밥 맛있고 친절해요
밥양적고 심심하니 맛있었어요  산에간다고 하니 보온팩에 넣어주셔서 차지않게 먹었어요 세심한 분들이세요 다음에도 방문하겠습니다
김밥 엄청 맛있어요 사장님도 친절하시고 유쾌하셔서 좋아요
보통김밥과는 다른 맛이지만
계속 생각나는 담백한 김밥이에요
맛있어요
맛있어요
맛있습니다 강추
