리뷰
굿국
관광객 상대여서 그냥 보통입니다
음식은 그저그렇고 줄도긴데 맛은 그닥
바사삭
맛있게 잘 먹었습니다
맛인어요
맛있어요
맛있어요
흑돼지 강정 튀김 맛있었어요
음식이 맛있어요
맛있어요
 바베큐는 바베큐맛대로 갈릭은 갈릭맛대로 넘 맛있네요 담아준 모양도 이뻐서 사진찍기도 좋구요
수목원분위기도좋고 공항근처라 쓱 들리기좋은것같아요잘먹고 갑니다 
수목원야시장놀러갔다가 여러가지먹어봤는데 흑돼지강정이제일 맛있었어요 어른들은 바베큐맛먹고 아이들은 갈릭맛먹었는데 바베큐는 매콤하고 갈릭은 부드럽고맵지않았어요 진심 겉바속촉 아이들도 엄지척하면서 다음에 또먹으러가자네요 
야시장에서 잴 맛나요 
