리뷰
김치전 마싯어요 사장님이 친절하세요
육회낙지 맛있음 감자전 맛있음
닭도리탕 맛집
굿
좋아요
사장님 친절해요
객주리 맛있는데 밑반찬이 조금 서운해요
친절하신 사장님내외가 운영
""
낙지가 맛있는 곳
모든 매뉴강츄
소주한잔
막걸리 한잔에 넘 어울려요
