리뷰
굿좋아요
가성비좋고맛있어요
가성비 맛집
가성비가 좋은 김치찌게 식당이네요
직원이 친절해요
가성비 최고입니다
""
굿
가성비가 너무 좋은 식당이네요
김치찌개 돈까스 제육 다 맛있어요 특히 저 계란말이가 미쳤어요
가끔 가는곳이여요
집밥먹는기분이에요
굿
가성비 굿 맛있어요
가성비 좋아요
돈까스 맛집
한국은 밥 심아닌교
제주도 물가에 비해 저렴하고 먹을만해요
좋아요
점심 왠지 안 땡기는 날 근처 서성거리다가
여기 가격이 너무 좋아서 들어가봤는데
도민분들이 많이 계시더라구요
요즘 이런 가격에 이런 양 주는 곳이 없는데
정말 너무너무너무 괜찮았어요
찌개도 맛있고 계란말이도 맛있구요
밑반찬이 다 맛있어서 정말 잘 먹었어요
진작 알았으면 더 갔을텐데 아쉬워라
모두들 친절히 대해주시고
혼자 밥 먹기에도 자리 넓고 좋았어요
추천합니다 감사해요
요즘 보기드문 가성비 맛집이에요
제주돼지로 만든 김치째개
인분 원
계란말이 오천원 돈까스도 맛있어요
굿
굿
김치
맛있어요
여기 김치찌개 너무 맛있네요
한번 바르르 끓고 나서 라면사리도 넣고 먹었어요
혼자오셔서 인분 드시는 손님들도 많네요
맛이 순하다고 생각했는데 뒷맛은 또 약간 칼칼하니 계속 입맛당기네요
좋아요
굿 좋아요 
여기 가성비 좋음
김치찌개와 계란말이 굿
늦게까지 영업함
돈까스도 팔아서 애들하고 밥먹으러 가기도 좋아요
굿
제주 맛집 리스트 번입니다
""
제주 여행오면 이곳에서 꼭 밥먹고 시작하네요
""
""
양도 푸짐하고 가격이 엄청 저렴함
""
""
포장을 주로하는데 양이 많고요
친절한 건 아닌데 바빠서 그런거 같고요
""
가성비 좋음
계란말이 왕커서 왕 좋아요 
맛있어요
""
좋와요
김치찌개 맛집이죵
영업시간도 길고 무엇보다 가성비가 굿입니다
굿 가성비
흑돼지 생고기가 들어가있는 김치찌개 맛집
제육볶음 먹었어요맛은 그냥 쏘쏘
굿
직원이친절해요
""
""
물가 비싼 제주에서 가성비 좋은곳이에요 계란말이랑 돈까스 추천
좋아요
계란말이는 꼭 드세요
맛있어요
골목 주차 불편
직원분들 나름 친절
가성비 좋아 혼밥하기 좋음
양 많고 맛있음
밥 추가 요금 받으시는 것 같던데 아쉬움
계란말이 꼭 시켜드세요
항상 맛있어요
굿
가성비좋고 맛있어요
좋아요
늘 한그릇 뚝딱
우연히 놀러왔다가 호텔근처라 급하게 갔는데 양도 많고 가성비 짱이예요
가성비 김치찌개집
맛도 양도 최고다
돈가스도 너무 맛있었다
혼밥하기 좋아요
가성비 좋고 맛있어요
가성비 좋아서
직장인들에게 인기 많은거같아요
""
좋아요
아침으로 먹을 수 있어서 좋습니다
맛있어요
원 김치찌개 맛있어요 
가성비 좋고 맛있어요
맛있고 밑반찬이 다양
굿
굿
굿
포장해서 자주 먹어요
가성비 좋아요
굿굿굿굿굿굿굿굿굿뜨
친절하고 맛있어요
굿
좋와요
맛있어요
음식이 맛있어요 양도 푸짐해요
원라면사리 천원
계란말이에 뭘 넣으시는지계란맛보다는 텁텁한맛이
맛있어요
너무 맛있게 잘 먹었어요 주차가 불편한데 점심에 많이들 와서 먹어요  김찌 맛집
가성비 매우 훌륭한 식당
근본있는 김치찌게
계란말이 케ㅤㅊㅑㅍ선택가능
굿
가성비 갑굿
좋아요
애매함
