리뷰
인테리어 이쁘고 차 종류가 많아서 좋아요
좋아요
슬러시음료는비추얼음에시럽든맛
자두 복숭아 에이드
과육 도 안 넣은 학교 앞 문구점 슬러시 같아요
음료도 맛있고 디저트도맛있어요
조명도 밝고 사진 잘나와요
인테리어 너무깔끔하고 예뻐욤
아아가 진짜 맛있어요 제가 먹었던 것들 중에 제일 맛있는 것 같아요 인테리어도 깔끔하고 예뻐서 사진 찍기도 좋아요 디저트들도 너무 귀여워요
커피도 맛있고 인테리어 예쁘고 제원에 이런 카페 생겨서 좋아요
카페 예쁘고 음료수 맛있어용
제원에 새로 생긴 신상 카페
""
적당한 가격대에 늦게 까지 여는 게 특징
분위기 깡패 흑단라떼 율무차같구 맛있어요
고고한 학처럼 하얗고 깨끗한 집
생각보다 인테리어가 깔끔하고 디저트도 메뉴도 많고 맛있어요 그리고 제원에 거의 술집 밖에 없는데 이런 감성 카페가 있어서 너무 좋아요
친절하고 깔끔한 인테리어가 너무 좋아요  
연동에 자주 올 수 있는 카페를 오늘 찾았어요
예쁘고 깨끗하고 좋아용  제원에 마땅히 갈 카페가 없었는데 굿 
처음 오는 곳인데 분위기도 예쁘구 커피도 마시써용 
너무 친절하시고 일하시는 분 들이 너무 예뻬요 
카페가 너무 이뻐요
""
사장님도 이뻐요 
직원은 도 이뻐요
