리뷰
맛잇는 치즈케이크에용
기본과 초코 둘 다 맛있지만 기본이 정말 맛있었습니다
그리구 아기자기한 인테리어가 귀여웠어요
귀여운 치즈케이크가 있다는 소문을 듣고 방문했어요 치즈케이크 하나 사니까 시식용으로 치즈 카카오 케이크 조각을 주셨는데 카카오가 너무 맛있어서 카카오도 추가 구매했어요 사장님 너무 친절하시고 따뜻하셔서 기분좋게 구매했습니다 번창하세요 
치즈케이크를 사려다 이미 구매한 게
있어서 치즈 타르트를 샀어요
냉동보관이고 분 해동해서 드시면 되어요
입에서 정말 살살 녹네요 치즈가 진하고 맛있어요
살짝 해동해서 커피랑 먹으니 조합이 너무 좋아요
""
냉동되어 보관중인 치즈케이크와 타르트를
보냉 포장 해주시기 때문에 오래 걸리지 않아요
공항 가기 전에 빠르게 구매할 수 있었어요
""
사장님께서도 정말 친절하시고
맛보라고 치즈케이크 조각도 챙겨주셨는데
퐁신하고 맛있더라구요
""
찾아보니 서울에도 체인점이 있어 다음에 방문해보려합니다 
치즈케이크 맛있어요 살짝 얼어있을 때 먹는게 맛있어요 생각보다 크기도 작고 좀 비싼감이 있지만 귀엽고 맛있어서 용서가 되네요  한 번쯤 먹어볼만해요
비싸지만 맛있어요
사장님이 친절하고 꼼꼼하세요
완전 냉동이랑 바로 먹지는 못해서 아쉽네요
부드럽고 진한 치즈맛
치즈케이크 엄청 부드럽고 맛있어요 인테리어 너무 귀엽습니다
좋아요
굿
치즈 브륄레 선물용으로 샀는데
맛있다고 하네요
다행히 웨이팅은 없었어요
한박스씩 샀어요
주차 자리는 없어요
무난해요
유명치즈케이집에 비해 뛰어나진않지만 아이스팩포장비 포함 가격이 더 비싼게아쉽
포장해서 가져갔는데 시간정도 후에 먹었거든요
날씨도 춥고 아이스팩도 들어있어서 그런지 안녹고 차갑게 뜨아랑 즐겼어요
나중에 완전히 녹은거 먹으니까 전 완전히 녹여먹는게 더 맛있더라구요
포장도 귀여워서 선물용으로도 좋을거같아요
제주에서 매번사는 선물말고 특별한 선물을 구매하고 싶어서 찾아갔어요 네비찍고 가시면 건물 뒷편으로 알려줘서 계속 헤맬 수 있으니 잘 확인하세요 생각보다 치즈케이크가 자그만해서 너무 귀엽고 선물하기 너무 좋아요
구매하고 다음날 육지로 나와서 아이스팩 추가해서 가지고 왔는데 상자 안에도 작은 아이스팩 두개가 있어서 아주 온전하게 가져올 수 있어요
치즈케익 달지않고 너무 맛있어요
매장찾는게어렵지만전화하니 친절하게 알려주시네요케이크 맛있어요
가격에 비해 별다른 맛은 느껴지지않는  아쉬웠어요 그런데 포장은 잘되어있어서 선물하기엔 좋을듯요
인테리어가 너무 아기자기해요 여행 마지막날 포장해와서 담날 먹었는데 진짜 너무 부드러워서 입에서 살살 녹아요 얼렸다가 살짝 녹여먹음 더 존맛
한박스만 사온게 너무 아쉬울따름  담에 가면 또 방문할예정
귀여워요 맛잇어요
아기자기 귀엽다
진짜 맛있어요 지인들 선물해줬더니 너무 좋아하네요
치즈케이크 부드러워서 좋아요 맛있어요초코 치즈케이크랑 브륄레들도 먹어보고 싶어요
맛있고 사장님 친절하셔요
양은 좀 아쉽지만 맛있어서 더 살걸 싶었어요
진하고 부드러운 치즈 케익의 맛이 좋다
제주 여행 마지막 날 선물용으로 추천
여름에 제주가서 사먹어보고 오늘은 제주에서 집에갈때 구입해서 가져왔습니다 한입에 딱 좋아요
굿
굿
가성비 굿
진짜 귀여운 가게의 귀여운 디저트입니다 꼭 드셔보세요
여기 치즈케이크 진짜 부드럽구 진하구 맛있어요
사장님이 직접 일본에서 배워오신 레시피라구 알려주셨어요
