리뷰
신선하고 맛있는 소고기사장님 고기 부심 짱
명이서 가서 인분 먹고 만원 넘게 나왔는데 고기는 기름이 반이고 가격도 처음에 안알려주고 식육식당이라면서 일반 고기집보다 훨씬 비싸고 나오는거 없어요 갈비살이라면서 송양지 주시네요 그리고 생고기 시켯는데 냉동 아롱사태 주셔서 물이 너무 나와서 구워먹었네요 그냥 다른데 가세요
돈이 문제가 아니라 좀 기분이 그래요
맛있어요
고기맛은좋았으나추가요금계산할때더많이청구되어시정을요구했으나얼마되지않은금액이라며사장님이 묵살하심
잘먹고기분이 굉장히나빴음
그리고처음부터끝까지반말로 일관하심
고기질은 좋은데 주방에서 조리하는 분 마스크 착용안하고 음식함
맛있었어용 강추합니다 찐맛집
잘먹었어요
