리뷰
맥주 행사가 많아요
직원분 친절해요 
할인혜택까지 잘 챙겨주세요
발달장애인이 운영하여 잘 모르시는분은 당황스러울 수 있겠지만 계산하는데 무리없이 여러번 구매하였습니다
시리우스 호텔 앞에 있는 세븐 일레븐
사장님 친절하시고 제가 찾던 얼음과 우산도
종류별로 있어서 골라서 살수 있어서 좋았어요
친절하고 좋아요
좋아요
친절해요
뭔가 친절하지 않은 듯한
그러나 이용할 수 밖에 없는
호텔 바로 옆이라 이용했는데
그닥 가고 싶진 않아요
좋아요
시리우스호텔근처라 이용하기좋아여
급하게 물건사기 좋아요
굿
굿
굿
친절해요
