리뷰
좋아요
제주시 오면 항상들리는 연동 바감바스크림새우 정말 맛있게 잘먹었습니다또 오고싶은 사장님의 친절 감사합니다
사장님도 너무잘생기고 서비스도 너무좋았습니다
너무맛있어요 진심 추천드립니다
깔끔 친절 
안주도 맛있어요 
