리뷰
박사님 친절하시고 서비스도 주시고
커피도 마싯고 기대치않고 갔던 맛집카페
좋아요
굿
샤케라또 넘나 마싯
사장님의 풍부한 설명까지
너무 귀한공간 감사합니다
 핸드드립 커피맛이 무겁고 고소한 맛이에요
 아메리카노 핸드드립 더치커피 맛이 가 다른데 셋다 맛있어요
 샤케라또 달달하니 맛있어요
아침부터 친절하게 맞이해주셔서 감사합니다
커피정말 맛있어요 추천합니다
커피맛있습니다
커피 맛 좋아요
아침일찍 열어주셔서 커피 유목민 안하고 맛있는 커피를 먹을수 있어서 좋았습니다
평범한 프렌차이즈나 희안한 퓨전메뉴로 승부하는 관광객 카페보다 커피맛에 집중하고 싶으신 분께 추천드립니다
더치커피 맛있네용
샤케라또에 반했어요 핸드드립은 캔에 담고 와서 마셨는데 진하고 좋았어요
""
사장님 부부도 너무 친절하게 챙겨주셨어요
다음에는 다른것도 마셔보러 갈게요
사케라또가 너무 맛있어요
사장님도 엄청 친절하세요
담에 또 갈게요
사장님 사모님이 너무 친철하십니다 
커피에 자부심도 있으시고 맛고 괸찮구요 
공항에서 마시라고 따로 김박사표 캔커피를 챙겨 주셧습니다 감사합니다
공항가는날 근처 고기국수집에서 밥먹고 후식으로 들린곳
커피도 맛있고 사장님도 친절하다
사케라토는 서비스로 주시고 서울가서 먹으라고 커피도 패킹해서 주심
다음에 또 올게요
커피가 찐이에요
완전 마스터
시장님께서 커피만 전문으로 년 넘게 하셨데요 그래서 그런지 진짜 맛있었어요
사장님도 친절하시고 여기 핸드드립 클래스도 있더라고요 커피에 대해 배울수도 있는 곳
사케라토 맛보고 배우고 왔어요
아이스아메리카노 먹었는데 진하네요
블랜딩원두 핸드드립 맛있었어요 적당한 산미가 어우러진 부드러운 맛이었습니다
사장님이 넘 친절하세요 가게 앞에 주차 공간 두대 가능하네요 다른데 대놨는데 가능하다고 알려주셨어요 렌터카 반납하기 전에 시간 남아서 들렀는데 대만족하고 갑니다
친절하고 커피에 대해 많이 알려주십니다
""
 나름 커피를 좋아하고 즐기는데 몰랐던 이야기들을 쉽고 재미있게 알려주시고 다른 세대인 주인장 부부 세대만의 유쾌함으로 즐거운 시간이었습니다 
물론 맛도 가격도 좋구요
""
""
저는 샤케라또를 맛있게 마셨고 추천해요
""
 핸드드립용 원두도 구매해왔는데 기대되네요
