리뷰
조아유
맛있고 친절하세요 리뷰에 친절하다고 많은 분들이 그러셨는데 진짜 친절하세요 살 아이가 불고기피자를 정말 잘 먹었어요
굿
""
굳굳
굿
맛있어요
좋아요
굿
굿
맛있어요
그냥그랬어요
친절해요
주문하고 예상시간보다는 오래걸려 맘이 상했는데사장님께서 샐러드 서비스 주시고 애들도 맛있게 먹었다니 맘이 풀렸네요
감사합니다
맛있게 먹었어요
사장님 친절하시고 좋아요
치즈부족
쉬림프골드 맛있어요
휴무날 다른 대리점에서 사봤었는데 여기가 희한하게 더 맛있어요 새우도 통통하구요
넘나 맛있었어요
사장님이 굉장히 친절하시고 음식도 맛있어요
하바네로 피자 매콤하면서 코울슬로랑 궁합이 좋습니다
굿굿
굿
할인 많이 해주는 데이라서 하프앤하프와 펩시콜라를 방문포장해서 먹었습니다 많은 손님들이 찾아와주셔서 매장은 정신없었지만 그래도 피자는 맛있었습니다 가족들과 맛있게 잘 먹었습니다
좋아요
맛나게 잘 먹었습니다  좋아요 
맛나요
쉬림프골드 맛있어요
굳
코로나 때문에 피자 뷔페는 당분간 열지 않아요 
번창하세요 피자 맛 좋아요 사람이 없어서 더욱 따뜻한 피자를 먹어서 좋았습니다
부페에 사람이 없어서 좋았어요
저렴한 가격에 맛있는 피자를 먹어서 좋았어요
직원분들 친절해요
뷔페이용 손님이 많지않아도 다양한 피자제공해서 좋았어요샐러드바 이용도 다양했어요떡볶이가 좀더 맛있어지길
런치 괜찮아요
시분에 왔는데 피자 세종류가 있었습니다리필도 해주셨습니다맛있게 먹고 샐러드바도 이용하다보니 시분쯤 잠시 쉬시더라구요저희가 못먹어본 피자를 말씀드리니 다시 또 만들어주셨습니다 정말 감사합니다 샐러드바 메뉴도 다른곳에 없는 음식들이 있어서 배부르게 먹고 갑니다 피자도 원래 메뉴만큼 토핑 많이 넣어주십니다 맛있어요 어려운 시기에 이런 분들이 계셔서 감동입니당다음에 또 오겠습니다
여러가지 피자 맛 보고 싶어서 피자뷔페로 오픈 시간 맞춰서 간건데 시분 입장해서 분이 지나도록 피자는 안나왔어요
네팀이 기다리고 있는데 레귤러인지 미니미한 사이즈로 포테이토 콤비네이션 반반으로 섞어 나왔네요
사람 몇 되지도 않는데 한팀은 맛보지도 못하고 또 다음 피자 나올때까지 기다렸네요
""
피자 하나씩 쫄랑 쫄랑 나와서 기분만 버렸습니다
다신 안 갈 생각입니다 비추
맛있어요아모르파티피자포테이토피자마약옥수수피자불고기피자피자부페
샐러드바 스낵바 음료바 이용가능요
많이 드실분 강추
완전 맛있음
주차하기도 편하고 직원분들도 친절해요
