리뷰
쫀득쫀득하니 정말 맛있었어요 고소한 양념도 완전 제스타일가성비도 좋고 직원분들 모두 친절했습니다 
맛있고 친절하세요
육회 신선하고 친절하세요
육회짱
굿
자주가요
주인아줌마진짜 못땠어요
장사마감시간분 지났다고 승질내고
빨리나가라고합니다살다 이렇게 못때쳐먹은
주인은 첨보네요
굿
굿
굿
육회가 신선하고 고소합니다
특제 소스에 찍어 먹는 맛이 진짜 맛있구요
서비스로 주시는 소고기무국도 맛있어요 식사보다는 술 마시러 오는 분들이 많습니다
술이 술술 들어가는 집 
굿
천하육회 말해뭐해   존맛사장님 짱 친절
굿
굿
육회비빔밥맛있어요
좋아요
굿
친절한데 기본찬이 너무 적어요
맥주값이천원비쌈
넘넘 맛있어요
포장했는데 잡내가 너무 심해서 다 익혀 먹었어요
친절해요 
사장님 친절하시고 맛있어요
굿
간만에 육회잘먹었어요
좋아요
육회맛집
맛도 그렇고 사장님이 진짜 너무 친절하심
육회도 신선하고 맛나요
떡갈비는 수제라고 해서 의심반 기대반으로 주문했는데 정말 기대이상으로 맛나네요 자주 올 것 같아요
고추장 육회 맛있어요
육회
맛있어요 
말육회도팔아요
육회 맛있어요
사이드로 주시는 무국도 구수하니 맛있어요
굿
