리뷰
카페 안에 흡연실이 있음
문 열릴때마다 냄새나요
항상 애용해요
항상 친절해요
굿
붇위기가 편안해서 자주 방문해요
항상 친절하셔서 좋아요 분위기도 조용해서 집중하기 좋아요
음료도 맛있었고 친절했어요
좋아요
굿굿
붕어빵이 먹고싶어서 들렸는데 생각보다 곁들여 부른 주먹밥과 스프가 맛있었어요
여기서 넷플릭스를 보니까 조용하고 좌석도 편했어요
티멤버쉽으로 저렴하게 마셨어요
직원분이 친절하셔서 좋았습니당
가성비 좋고 맛도 좋고 양도 많고
굿
좋아요
커피가 맛있어요
좋아요
굿
굿
이디야 흑당 버블 라떼 정말 맛있어요
타피오카를 잘 익혀서 굿굿
굿
굿
좋아요
조용한 분위기
굿
추운날 따듯한 핫초코 너무 맛있게 잘 먹었습니다 
생각보다 내부가 넓네요
""
이디야 와플은 처음 먹어보는데
부드럽고 맛있어요
굳
친절했야요
디져트도 맛있어추천
굿강력추천 음료가 맛있어요
굿
사장님 친절
굿
친절 깨끗 맛남
""
음악맛집이네요 
나가지를 못하겠다 
가게가 쾌적하고 직원분도 친절하셔용
맛있어용
맛있어요
""
늘 친절하고 쾌적하게 이용합니다
시끄럽지않고 자리 편안합니다
평일 마감 알바하시는 그녀
불러도 대답없는 그녀
덜달게 타달랫다가 한심스런 눈빛으로 위아래로 훑네요 
그 연세에 알바하신다고 자격지심있으신거같은데 서비스직이랑 안어울리니까 걍 공장같은데취직하시는게 어떠실런지
굿
이디야 십년만에 방문 
좋아요
쾌적하게
좋아요
향이 좋아요
좋아요
""
굿
이디야 와플 맛있습니다
토피넛 라떼 정말 맛있어요
주말 일요일 오전 여직원 친절 
존맛
캐시워크로 커피사먹었어요
너무맛있고 직원분이친절하세용
좋아요
좋아요
깔끔해요
위치도 적절하고 직원도 친절해서 너무 좋아요 밥 대신 라이스 쉐이크 강추드립니다
맛있어서 하나 더 먹었어요
아이스콘 초코봉 
맛있어요
장소가 깔끔하고 알바생이 친절해요  흡연실도 있어서 흡연하시는 분들에게 좋을 것 같네요
만족합니다 최고입니다
맛있어요
