리뷰
여기 치즈프라이 진짜 너무 좋아해요
외국에 있을 때도 매일 생각나서
진짜 항상 한국오면 먹는 일순위
일본에서 친구들 놀러와서 바로 포장해서 먹었습니다
다들 맛있다고 하네용
맛있습니다
영구스는 그냥 검색없이 먹는 곳이죠 넘나 맛있어요  사장님도 친절하시고 맛도 아주 좋습니다
치즈후라이 진짜 대죤맛 꼭 먹으세요 치즈가 반
페퍼로니피자랑 해쉬브라운 너무 맛있어요
너무 맛있어요
하루 지나도 맛있고 사장님 넘
친절하셔요
진짜 맛있게 먹었습니더 다음에 또 주문할게요
좋아요
정말 맛있습니다 
맛있고 친절하고 너무너무 좋아요
예전에 자주 먹던 영구스 치즈프라이  지나가다가 생각나서 매장에서 먹었는데 맛있었어요 
쉬림프가 정말 크고 탱글탱글해요추천해요
피자가 두툼치즈도 진짜 많아요
