리뷰
숨은 맛집
국
양이 많아여정말 잘먹고 갑니다
추천합니다 현지인 맛집
굿
좋아요
좋아요
너무 좋아요  맛있어요 또갈게요 
숯불불고기 최고
비계많은 고기를 줘서 쫌 그랬네요
고기니까 맛은 좋았어요
제주 흑돼지 생고기가 맛나네요
년전부터 갔던 고기집인데 몇년만에 갔는데 코로나때문인지 손님도 별로없고 고기는 여전히 좋은데 걍 쏘쏘에여
도청 근처라 그런가 평일에는 회식도하는 그런 곳이네요사람이 아주많지는않은것 같은데서비스 딜레이가 좀 있네요
