사업장명,id
세븐일레븐제주연동아이빌,0000
씨유제주연문로점,1281784276
신동아사우나매점,0000
샐러두잇,1236273457
오마이파운드,1465018625
벌크커피신제주점,1545664870
로드33,1246130209
씨유제주제원중앙점,1121982965
세븐일레븐제주연동길점,1290631445
크라우드피시제원점,0000
제주휘낭시에,1446136359
올래국수,11866447
지에스25연동서강점,16844345
원더샌드위치연동점,1502646367
씨유제주연오로점,0000
도그헤븐,36868807
씨유제주연동센터점,1632138619
명식당신제주점,0000
올리브나무,0000
물,0000
정직유부제주연동점,1784640159
씨유제주삼동점,1826384179
커피커넥쳐스,1952096051
지에스25선덕점,1579964218
오뚜기,0000
1984에이치,0000
베트남,0000
피그뱅,1475677278
디에이치푸드트럭,1430283954
테이크아웃제주,1545664870
달코넛해적단,1409076684
진돼지푸드트럭,0000
서울촌놈인제주,1526105715
몽돌보롬,1948576785
서프사이드그릴,0000
제주이씨,0000
와이키키제주,1679635903
공육사,1799734262
씨유제주다들점,1455391134
오늘쉐프연동점,1645065317
솔라니빙떡,1008993902
씨유제주신광점,1538753685
보스턴스터디카페,0000
세븐일레븐제주그랜드호텔점,0000
세븐일레븐신대로점,0000
씨유제주신광새길점,0000
부림온천구내매점(여탕),0000
카페이유,0000
세븐일레븐제주삼무점,1644425085
진품꽈배기,1858386124
랭커피씨제주삼무점,0000
크라우드피씨방제주삼무점,1318887932
에이치앤케이푸드,0000
씨유제주삼무공원점,1406878063
세븐일레븐제주펠리체점,21761951
만가복,1880272443
토라네코제주본점,1778945379
지에스25연동가락점,1326118478
영영상점연동38호상점,0000
귀아랑2길베이커리카페,1887309829
메가엠지씨커피제주중앙중점,0000
세븐일레븐제주연동노연점,1255085555
카페노연로117,1971746359
