사업장명,id
화연,36280675
신번지,31714496
엄마가차린밥상연동점,0000
가인,0000
서진향해장국신제주점,1646258625
동협한라회초밥,1038168303
부가부가부가네얼큰이제원점,410199206
진낙지앤,1893283890
마메종,0000
돈잇수다,1005950094
죽마고우,0000
홍초불닭연동점,0000
스페샬유나이티드점,0000
친구,0000
호텔시리우스,1278914403
산촌,0000
스크류쿨제원점,1674399574
원조제원깡통숯불구이,0000
담담매운갈비연구소,0000
케이오늘,0000
미스칠,38555906
멘부리제주,1933214971
곰탕제작소신제주점,0000
보기플레이,21762773
백두산갈비앤냉면,1165403875
올래파이,33817690
통큰장어신제주점,1159262876
대박왕갈비연동점,1706034555
신신식당,0000
만운성,19816625
대박집,0000
쓰레빠,0000
금안이네국수,0000
웰빙밥도둑,129208307
이가네일품해장국신제주점,0000
둥지,0000
롯데지알에스풀바,0000
주민상회신광점,0000
신제주삼보,32162545
길,0000
문성반점,16853457
번개포차본점,1495566254
언노운아지트,0000
산전수전인생역전,1167009219
꼬방,38710942
퀸스,0000
금정무오리목점,1983711426
황금돈가,34662269
