사업장명,id
릴리펏제주점,1537387443
푸라닭제주연동점,1801397543
모슬포해물농산,0000
신이내린닭신제주신이점,1247748712
봉하깡통구이,32162403
대아갈비,11864202
에버호텔구내,0000
봄촌,1844723350
파리의연인,0000
또또,0000
맘스터치연동점,0000
솔담,0000
연동대게회타운,37842503
린스,0000
어촌마당,1034714073
더헤이븐,1629639763
아리나블루문,0000
오딘,0000
케이하우스,0000
당근포차,1309773130
대어호,1947311043
누룩대통령,827941684
삼다칼국수,20807889
니하오,0000
돈오름숯불갈비제원점,238918421
부가네얼큰이신시가지점,1674709377
24시뼈다귀탕신제주점,11730904
굽네치킨연동점,13395057
리젠트,0000
외가집,0000
황구촌,16835343
비비큐신연동점,11799556
제일갈비,0000
전주토속청국장,20332741
빨간집연동점,32163973
준이자까야,0000
두남자이야기,19786954
파크사이드호텔구내,0000
풍천만가,37703784
통영바다장어구이,0000
소주방아지트,1978386688
모니카옛날통닭,16834930
중화양꼬치,0000
스페이스비어펍,0000
만한반점,0000
맛장터,32161979
두루와,1934408876
난타오천연동점,35839159
지지고부치고,1454762357
