사업장명,id
바오펑,37931568
문학쉼팡시집,0000
종종캐주얼다이닝,0000
레스토랑헤라,0000
아이러브키친,0000
춘천명동닭갈비연동점,32162778
알라운지,1156666785
쉐프의스시이야기,32590864
신제주보말칼국수제주본점,1815377666
한라생돈,20373236
쉐프이야기,34555887
돌트멍,0000
둘이두리,1961303573
간또,1668351100
연한돈,1747088967
다도푸드,1128182120
제주흑돼지참숯구이,1530141027
신제주그랜드,16838383
블루스카이,0000
옥화네포차,32590868
루스트익스프레스루스트플레이스팍차이나,0000
물동이,1800123845
한신포차제주연동점,1236387464
만객,36232377
정한토속삼계탕원조설렁탕,32160054
비밀의정원,17016461
미미한식탁제주,1050582074
테이크투,0000
토방속의장독대,1650501767
회사가는날,1526873143
계림,1820532632
네네치킨연동점,13090472
더짝연동점,0000
로다,0000
구어도돼지,0000
제주다금바리회초밥,1842058271
투다리남서울점,38623557
어신,33705556
정글북바이앨리스,1350166554
바,0000
마이도,1800485579
남다른대구막창연동점,36630143
산방산,0000
소렉,832889136
검은쇠몰고오는,16831484
청담동,0000
연동반점,0000
쏭스,0000
피자쿠치나신제주점,1403703867
돈보따리생생갈비,16846502
