사업장명,id
연동바다장어,0000
금정무산시도삭면,0000
또올래,0000
라움호텔,11759195
명품대게회타운,1567169484
삼성혈해물탕,1051028182
의정,32161688
장춘육당,1256629286
루팡,0000
소담,0000
보배반점제주도청점,1547409916
아모르,0000
이모횟집,1652170687
한빛,0000
연동탑부평,32160893
토크쇼신제주점,171046848
몰디브,0000
써니,0000
가을,0000
해빈촌,19509280
코리아나호텔구내,0000
맛동산,1227886654
파도국수,1058637185
평화가든,16835097
천미르,0000
제원삼계탕,16823890
해피소울라운지,1318160089
영건,0000
고슬,1817375431
연동대복관,32161831
쎌빠연동점,0000
제주영재숯불,38275950
디케이치킨신제주점,1352896065
신제주명동보쌈,16839089
인동마을7080,1967722975
모이세신제주로타리점,0000
토크쇼코스모스점,529615518
엉덩물,16843111
이거스치킨피자밸리신제주점,0000
자구내,0000
김밥천국연동점,16824075
나니포차,0000
(주)지앤엘(양식),0000
연동제일,0000
홍보석,0000
강촌숯불닭갈비제주본점,1932795932
보롬왓국수,1253426261
순창갈비,1108531009
동이트는집신제주점,13444846
중원(반점),32164019
