사업장명,id
화룡양꼬치,36371331
오월수산장어집,16834481
독도는우리땅,31502623
나니와,16839890
돈앤삼겹,1700151334
삼무삼계탕,35480021
청호정,37114151
로당연동점,16835467
국민닭발,0000
비비큐신제주연동점,11799552
미선이네포차,32162121
웬두루치기,11717087
금화정육식당,32163525
(주)지앤엘(경양식),0000
연예인,0000
재벌,0000
올레풍경,0000
해품돈연동본점,0000
앞뱅디,11797049
오라,0000
바다양푼이동태탕제주연동점,0000
또장군,16835222
곰돌,32162511
양촌,0000
삼해인관광호텔구내,0000
킹,0000
모스트,0000
해장길,236707785
미송식탁,38563522
부산서면양곱창,0000
두루두루,0000
풍전양곱창,15566162
연정,0000
인생포차,0000
투다리신제주점,11762979
피아노맨,1797137074
마산초원아구찜2호점,0000
이뚱돼지,0000
달빛무리,37548274
에프엘이엑스,0000
차돌집,11660910
대관령,0000
삼해인관광호텔구내,0000
베이스노트,37684308
슬로우식스,0000
포동정식도청점,19878395
이쯔모,37657087
여,0000
노가네전이랑국수,0000
