사업장명,id
카도,0000
리보스코화덕피자,33979724
전원,0000
둘리네국수,21226783
모모,0000
창작일식요리엔,64263107
우수미회센타,35591021
페리카나연동점,11800491
레전드,0000
갓쭈,0000
천하육회,32163875
와플칸제주직영점,1373287112
화덕앤그릴,1914973393
국밥먹고가라,0000
성게애빠져,1947407635
스페샬연노점,0000
한솥도시락제주한라병원점,1899161411
무정해장국,32163866
연동박가네,11575946
원님네포장마차,21762119
카인드펍,1489135114
조선옥,0000
만원의행복,0000
궁한스샤브샤브신제주점,16849312
센트럴시티66가,0000
짝태노가리제주1호점,37501302
육남매,16835515
아구에반하다,1400333415
새몽실식당,11865276
주식회사대야,0000
국수나무집,0000
세광양대창제주연동점,1732373518
모심청국장,21758365
연안식당,0000
와이,0000
더썸,0000
주연이네,1247359862
메밀꽃차롱,0000
육회공작소,0000
힘찬장어,32163590
연동피지에이구내매점,0000
카페뮤로,1213853981
가리본가본점,35333890
마리나스크린골프구내,0000
제주한우곱창,36946257
가시버시정육구이,37811888
모슬포해안도로,0000
만배수산,1719550433
아이리스,0000
