사업장명,id
스페샬삼무점,38710868
식객의주방,1646453903
컴포즈커피제주제원점,1227919052
한양춘향연화점,1815152739
낙지로,1680027211
을찌로국물떡볶이연동점,0000
복덕이네,1461114113
참사랑전복해물탕,0000
코알라,0000
버닝썬,1652344397
엘리,0000
호식이두마리치킨연동신시가지점,36516564
광림,0000
사토,0000
학창시절,0000
올레스크린앤,0000
흥부네정식,1224841740
풍전스크린골프,0000
달맞이,36460723
연동돈우가,1681096979
부가네얼큰이연동점,21763823
케이팝,0000
막쇠,1703576513
오막한우막창,1131080767
제삼굽,1570775374
명태골연동점,1187293688
안트래,32163404
한라관광호텔(한식),0000
도랑도랑,38308658
개염지영말축,1252710598
딱한잔포차,1024922700
탕궁훠궈,770727838
냉동고,1574871277
모살물2호점,1056433527
까투리꼬치구이태양점,477750934
고씨회관,1447941383
칠십리,32163929
시골못난이투,1729420533
차곡,1183253777
멕시카나치킨앤치킨더홈연동점,0000
돼지꿈본점,0000
솔비,0000
돈나무,1025111873
비비큐치킨앤비어삼무공원점,36652002
아이진카페비,0000
스틸,0000
털보산해,32163329
스테이크백,0000
백세장수설렁탕,1916353923
인덱스제이드림호텔구내,0000
