사업장명,id
해녀바당,20403100
족발슈퍼연동점,1501094455
탐라도새기천국,32164038
쏘바,0000
뜨르르,17012679
파티장,0000
롯데지알에스씨카페,0000
베네토,34621578
(주)서촌제 스시100,1967726445
마라양꼬치,37434013
구제포,1062980195
금룡관광호텔구내(2층),0000
신미조리,37608953
주다방제원점,1417178196
뽄쟁이,0000
제주국담,1779984568
훈이숯불갈비,38673143
삼오칠회센타,1611832588
엄블랑호다,340878283
미스터와규,1038893514
신사본가송탄부대찌개,1135204983
오라방라운지,1429562541
또순이모부페,16846025
램스키친,1130167376
롯데스파랜드구내,0000
마라샹궈전문점매운향솥,34203618
모퉁이에머릿돌,16844378
이게밥도둑,36379118
예향정신제주점,1318242561
돌멩이,0000
좀녀마을,13444956
고사리,0000
파티,0000
에이라운지,1091977712
델라,0000
일미고을,1533128178
까투리행운점,32037291
각시탈,1631263815
골목회수산,1198646965
킴스딜리버리,1166776009
대굴대굴,33461057
일,0000
김밥상회,35065416
짱짱소주방,454743531
경희네몽생이,0000
프로젝트064,86398282
담백한그집,19652551
매옹이,1054949592
물음표,0000
보통김밥,1101729046
