사업장명,도로명전체주소,상세영업상태명
닭강정공방 제주삼화점,"제주특별자치도 제주시 건주로4길 6-4, 제주 아빌로스 106호 (도련일동)",영업
코앞에바다,"제주특별자치도 제주시 한림읍 협재6길 1, 1층",영업
산지해장국 삼양점,"제주특별자치도 제주시 일주동로 332-1, 1층 (삼양이동)",영업
카도비스트로,"제주특별자치도 제주시 사라봉5길 15, 1층 (건입동)",영업
미소리사,"제주특별자치도 제주시 신산로8길 35, 2동 (일도이동)",영업
본보이즈,"제주특별자치도 제주시 애월읍 애월로 24, 1층",영업
흑돼지거리탑돈,"제주특별자치도 제주시 관덕로15길 30-1, 1층 (건입동)",영업
말고기연구소,"제주특별자치도 제주시 북성로 43, 1층 (삼도이동)",영업
해나2,제주특별자치도 제주시 애월읍 하귀동남1길 50-4,영업
주식회사웨스트포레스트,"제주특별자치도 제주시 한림읍 일주서로 5855, 1층",영업
코코샤넬,"제주특별자치도 제주시 삼무로 47, 지1층 (연동)",영업
럭셔리스테이크,"제주특별자치도 제주시 독짓골2길 1, 지하1층 (도남동)",영업
꼭지,"제주특별자치도 제주시 구좌읍 세화4길 10, 2층",영업
훈데르트윈즈,"제주특별자치도 제주시 우도면 우도해안길 32-2, 1~2층",영업
산촌오리탕,"제주특별자치도 제주시 성신로 15, 1층 (연동)",영업
조간대,"제주특별자치도 제주시 구좌읍 김녕로1길 89-8, 1층",영업
달피,"제주특별자치도 제주시 구좌읍 행원로1길 32-1, 1층",영업
카페육칠월,제주특별자치도 제주시 애월읍 고내로9길 44,영업
초밥집,"제주특별자치도 제주시 애월읍 하귀9길 2, 1층 110호",영업
민스마켓,"제주특별자치도 제주시 우도면 우도해안길 248, 1층",영업
또와분식,"제주특별자치도 제주시 신산로15길 38-1, 1층 (일도이동)",영업
녹색집,"제주특별자치도 제주시 은남길 16, 1층 (연동)",영업
오거리포차,"제주특별자치도 제주시 신성로 69, 1층 (도남동)",영업
태기네,"제주특별자치도 제주시 평전1길 5, 1층 (삼도일동)",영업
빌딩사운드,"제주특별자치도 제주시 애월읍 일주서로 6531, 1층",영업
개정노형점,"제주특별자치도 제주시 과원북4길 29, 백산빌딩 1층 (노형동)",영업
육십짬뽕,"제주특별자치도 제주시 중앙로 270-1, 백두빌딩 1층 (이도이동)",영업
빠우사,"제주특별자치도 제주시 조천읍 선교로 539, 1층",영업
행원,"제주특별자치도 제주시 월성로4길 70, 1층 (용담이동)",영업
드렁킨타이,"제주특별자치도 제주시 신성로 109, 1층 (이도이동)",영업
이왕돈까스,"제주특별자치도 제주시 제주대학로 107, 2층 (아라이동)",영업
탑동경이네,"제주특별자치도 제주시 탑동로13길 39, 101~102호 (삼도이동)",영업
다올식당,"제주특별자치도 제주시 도남로7길 37-1, 1층 (도남동)",영업
헤븐,제주특별자치도 제주시 구좌읍 동복로1길 11-10,영업
히비키아일랜드,"제주특별자치도 제주시 신형로 25, 1층 (노형동)",영업
고국수,"제주특별자치도 제주시 용문로14길 4, 1층 (용담이동)",영업
애월바다,"제주특별자치도 제주시 애월읍 애월로1길 26-2, 2층",영업
하나이자카야,"제주특별자치도 제주시 우정로11길 5, 1층 (외도일동)",영업
우도다방,제주특별자치도 제주시 우도면 우도해안길 796,영업
율이꼬치구이,"제주특별자치도 제주시 인다2길 8, 1층 (아라일동)",영업
배달연구소제주점,"제주특별자치도 제주시 독짓골2길 12, 1층 (도남동)",영업
늘조은명품흑돼지2호점,"제주특별자치도 제주시 월랑로 56, 1층 (노형동)",영업
우리동산,"제주특별자치도 제주시 한림읍 한림로 580, 1층",영업
특활제주,"제주특별자치도 제주시 애월읍 하광로 266, 1층",영업
매운집,"제주특별자치도 제주시 조천읍 신북로 214, 1층",영업
누리마씸,"제주특별자치도 제주시 중앙로23길 20, 1층 (이도일동)",영업
함덕2255브런치,"제주특별자치도 제주시 조천읍 함대로3길 24-9, 비동 1층",영업
(주)시더스초밥제주연동점,"제주특별자치도 제주시 연오로 91, 1층 (연동)",영업
샤카바7235,"제주특별자치도 제주시 구좌읍 세화7길 23-5, 1층",영업
덮밥90도씨,"제주특별자치도 제주시 노연로 103, 1층 101호 (연동, 제주연동리슈빌디에스)",영업
리버,"제주특별자치도 제주시 아연로 114, 제1동 1층 (오라이동)",영업
제주오복단,"제주특별자치도 제주시 남광북1길 39, 1층 (이도이동)",영업
레스페베르,"제주특별자치도 제주시 전농로 65, 1층 (삼도이동)",영업
피자런신제주점,"제주특별자치도 제주시 정존15길 33, 1층 (노형동)",영업
제주새우닭,"제주특별자치도 제주시 한림읍 한림중앙로 46, 2층",영업
회나루,제주특별자치도 제주시 한림읍 옹포1길 14,영업
제주산방식당화북점,제주특별자치도 제주시 선반로 67 (화북일동),영업
치로리,"제주특별자치도 제주시 고마로 94, 1층 109호 (일도이동, 청풍아트빌)",영업
릿,"제주특별자치도 제주시 복지로1길 13, 1층 (도남동)",영업
냉면쟁이고기꾼한림점,"제주특별자치도 제주시 한림읍 한림상로 111, 1층",영업
세화복우동,"제주특별자치도 제주시 구좌읍 구좌로 62, 1층",영업
프랭크버거외도점,"제주특별자치도 제주시 우정로15길 2, 1층 (외도일동)",영업
칼맞은삼겹살제원점,"제주특별자치도 제주시 제원4길 8, 1층 (연동)",영업
주연에프앤비,"제주특별자치도 제주시 월랑북길 26, 1층 (노형동, 진희빌라)",영업
근육식당제주중앙점,제주특별자치도 제주시 중앙로 57 (일도일동),영업
직화볶음찜닭볶찜제주도남점,제주특별자치도 제주시 도남로7길 32-1 (도남동),영업
카페무로,"제주특별자치도 제주시 서흘길 40, 1층 (삼양일동)",영업
온달,"제주특별자치도 제주시 노형13길 7, 윤성빌딩 1층 (노형동)",영업
에바돈가츠제주연동점,"제주특별자치도 제주시 삼무로3길 9, 1층 (연동)",영업
스타일피그,"제주특별자치도 제주시 한림읍 한림로 450, 2층 201호",영업
차이즈생갈비찜,"제주특별자치도 제주시 승천로 72, 지하 1층 (아라이동)",영업
스몰홀더,"제주특별자치도 제주시 한림읍 한림로 363, 1층",영업
레겐탁,"제주특별자치도 제주시 우도면 우도해안길 32-12, 1층",영업
육가공,"제주특별자치도 제주시 신산로 42, 1층 (일도이동)",영업
봉덕,"제주특별자치도 제주시 구좌읍 월정7길 28-21, 1층",영업
신기루,"제주특별자치도 제주시 서사로18길 2, 1층 (삼도일동)",영업
메누하,"제주특별자치도 제주시 애월읍 애월북서길 93, 1~2층",영업
오늘의미미,"제주특별자치도 제주시 조천읍 평사길 24, 1층",영업
뚝앤박,"제주특별자치도 제주시 구좌읍 종달로 46-1, 1층",영업
협재고기부엌,"제주특별자치도 제주시 한림읍 협재1길 1, 2층",영업
나이브,"제주특별자치도 제주시 서광로32길 38, 1층 (이도이동)",영업
말차이트,"제주특별자치도 제주시 우도면 우도해안길 32-24, 101동 1층",영업
한림홀덤펍,"제주특별자치도 제주시 한림읍 한림상로 50, 1층",영업
노가리앤비어인화점,"제주특별자치도 제주시 고마로 61-1, 1층 (일도이동)",영업
종달사거리,제주특별자치도 제주시 구좌읍 종달논길 62-1,영업
해담원,"제주특별자치도 제주시 애월읍 애월로11길 27, 2층",영업
춘리노형동점,"제주특별자치도 제주시 수덕7길 45, 1층 (노형동)",영업
굽담,제주특별자치도 제주시 신광로 65 (연동),영업
본죽앤비빔밥제주함덕점,"제주특별자치도 제주시 조천읍 신북로 507, 1층",영업
카페로쥬,제주특별자치도 제주시 구좌읍 월정1길 64-1,영업
베이스캠프,"제주특별자치도 제주시 광양11길 6, 1층 (이도이동)",영업
애월브레드,"제주특별자치도 제주시 애월읍 애원로 48, 1층",영업
굽네치킨영평점,"제주특별자치도 제주시 기와4길 14-3, 1층 (영평동)",영업
흑심가,"제주특별자치도 제주시 한림읍 일주서로 5606, 1층",영업
백스비어제주인제점,"제주특별자치도 제주시 고마로 133, 1층 (일도이동)",영업
용마갈치,"제주특별자치도 제주시 조천읍 함덕13길 4, 1층",영업
베이징마라탕,"제주특별자치도 제주시 신설로 55, 지1층 B105호 (이도이동, 한일베라체아파트)",영업
꿉자 도남점,"제주특별자치도 제주시 신성로2길 43, 1층 (도남동)",영업
솜리식당,"제주특별자치도 제주시 조천읍 비자림로 793, 1층",영업
노물,"제주특별자치도 제주시 조천읍 함와로 316, 제2동 1층",영업
돌연히,"제주특별자치도 제주시 한림읍 명월로2길 6, 1층",영업
부가네얼큰이이호점,"제주특별자치도 제주시 대동길 20, 1층 (이호이동)",영업
하르방순메밀면,"제주특별자치도 제주시 애월읍 애월해안로 890, 114호",영업
그랜마스아라점,"제주특별자치도 제주시 아란5길 19-12, 1층 (아라일동)",영업
화미분식,"제주특별자치도 제주시 서광로 283, 1층 (이도일동)",영업
계절맛집,"제주특별자치도 제주시 구좌읍 세화2길 13, 1층",영업
풀고레,"제주특별자치도 제주시 칠성로길 41, 1층 (일도일동)",영업
카페컴프,"제주특별자치도 제주시 우도면 우도해안길 804, 1층",영업
푸드드림,"제주특별자치도 제주시 동화로1길 37, 1층 103호 (화북일동)",영업
포차천국일도점,"제주특별자치도 제주시 고마로 142, 1층 (이도이동)",영업
우인장,"제주특별자치도 제주시 신성로 107-1, 1층 (이도이동)",영업
제주퍼블랙,"제주특별자치도 제주시 연대마을길 55, 1층 (외도이동)",영업
굽네치킨우도점,"제주특별자치도 제주시 우도면 우도해안길 800, 1층",영업
로로,"제주특별자치도 제주시 구좌읍 해맞이해안로 480-1, 1~2층 112호",영업
남원양꼬치,제주특별자치도 제주시 도남로 15 (도남동),영업
토박이장터,제주특별자치도 제주시 귀아랑길 21 (연동),영업
제주옹기설렁탕,제주특별자치도 제주시 문송길 27 (연동),영업
바다쉼터,제주특별자치도 제주시 애월읍 애월로 63,영업
백년갈비터미널점,제주특별자치도 제주시 서광로 197 (삼도일동),영업
강사또,"제주특별자치도 제주시 용화로 16, 1층 (용담이동)",영업
타코닷,제주특별자치도 제주시 연화로1길 24 (연동),영업
서유기,"제주특별자치도 제주시 고마로 142, 2층 (이도이동)",영업
나와바리,제주특별자치도 제주시 조천읍 신촌북2길 33,영업
금복촌,제주특별자치도 제주시 서광로7길 5 (용담일동),영업
당산봉,제주특별자치도 제주시 한경면 고산로 59,영업
하귀포장마차,제주특별자치도 제주시 애월읍 항몽로 27,영업
화산양꼬치3호점,제주특별자치도 제주시 월랑로 59 (노형동),영업
황금어장,제주특별자치도 제주시 사장길 14 (연동),영업
뽈살집,제주특별자치도 제주시 한림읍 한림상로 194 (1층),영업
추자본섬연동점,제주특별자치도 제주시 선덕로 14-1 (연동),영업
사형제,"제주특별자치도 제주시 한림읍 한림상로 273, 1~2층",영업
짬뽕의정석,제주특별자치도 제주시 원노형5길 28 (노형동),영업
예담소주방,제주특별자치도 제주시 서광로 202 (삼도일동),영업
황금술통,제주특별자치도 제주시 남성로 22 (용담일동),영업
이도알뜰푸드,"제주특별자치도 제주시 가령로 68, 지하1층 (이도이동)",영업
아싸회,제주특별자치도 제주시 연동11길 36 (연동),영업
명인일도횟집,제주특별자치도 제주시 천수로8길 6 (일도이동),영업
오거리소주호프,제주특별자치도 제주시 도남로7길 41 (도남동),영업
진영루,제주특별자치도 제주시 도두항서7길 13 (도두일동),영업
플로라,"제주특별자치도 제주시 중앙로 249, 4층 (이도이동)",영업
수진,제주특별자치도 제주시 구좌읍 세화1길 20-27,영업
연동기사식당,"제주특별자치도 제주시 과원로 60 (연동,(과원1로72))",영업
스시한점오마카세,제주특별자치도 제주시 조천읍 조함해안로 480,영업
낭랑,제주특별자치도 제주시 신대로10길 29 (연동),영업
봉이네,제주특별자치도 제주시 조천읍 신북로 503,영업
허그데이,"제주특별자치도 제주시 서광로3길 41, 1층 (용담일동)",영업
남문회센타,제주특별자치도 제주시 일주동로 195 (화북일동),영업
은성,제주특별자치도 제주시 동한두기길 35-1 (용담일동),영업
조마루뼈다귀외도점,제주특별자치도 제주시 우정로11길 3 (외도일동),영업
영구스피자제주점,"제주특별자치도 제주시 국기로 45, 1층 (연동)",영업
칭구야한잔하자,"제주특별자치도 제주시 동광로6길 13 (이도이동,(번영2로19))",영업
해청수산,"제주특별자치도 제주시 우정로13길 3, 1층 102호 (외도일동)",영업
나성갈비제주노형점,제주특별자치도 제주시 원노형남1길 44 (노형동),영업
갯바위횟집,"제주특별자치도 제주시 흥운길 99, 1~2층 (용담이동)",영업
물음느낌표불백,"제주특별자치도 제주시 서광로26길 4-1, 1층 (삼도일동)",영업
문카페,제주특별자치도 제주시 국기중길 14 (연동),영업
돼지삼춘생구이,"제주특별자치도 제주시 국기로3길 7, 1층 (연동)",영업
삼춘장,제주특별자치도 제주시 월랑로2길 21 (노형동),영업
장충왕족발,제주특별자치도 제주시 은남4길 2 (연동),영업
간이역주홍점,제주특별자치도 제주시 도남로15길 7 (도남동),영업
자담치킨연동점,"제주특별자치도 제주시 연동3길 15, 1층 (연동)",영업
현스크린골프구내,"제주특별자치도 제주시 고마로 95, 5층 (일도이동)",영업
황금객주,"제주특별자치도 제주시 다랑곶4길 20, 1층 (노형동)",영업
제주돔베마씸,제주특별자치도 제주시 우정로8길 4-2 (외도일동),영업
남도별미식당,제주특별자치도 제주시 흥운길 31 (용담이동),영업
돈삼겹노형뜨란채점,"제주특별자치도 제주시 정존5길 33, 1층 (노형동)",영업
대왕가마솥화북점,"제주특별자치도 제주시 화삼북로2길 12, 상가동 1층 103호 (화북일동, 삼화휴먼시아1단지)",영업
아구찜의정석,제주특별자치도 제주시 성신로 15 (연동),영업
라온샘1호점,"제주특별자치도 제주시 서문로4길 13-2, 107호 (용담일동, 서문공설시장)",영업
봄향,제주특별자치도 제주시 신설로9길 46-3 (이도이동),영업
어디가고,제주특별자치도 제주시 서광로32길 4 (이도이동),영업
오태식해바라기치킨외도점,"제주특별자치도 제주시 우정로15길 19, 1층 (외도일동)",영업
돈모아,"제주특별자치도 제주시 연동11길 30 (연동,외1필지(은남3로40))",영업
산적,제주특별자치도 제주시 신설동길 8-10 (이도이동),영업
제라진감자탕,제주특별자치도 제주시 다랑곶길 33 (노형동),영업
남다른,제주특별자치도 제주시 정존15길 33 (노형동),영업
손씨네,제주특별자치도 제주시 관덕로4길 18 (삼도이동),영업
한림정낭장례식장,제주특별자치도 제주시 한림읍 명랑로 76,영업
일등아들,제주특별자치도 제주시 신대로 124 (연동),영업
다올밥상,제주특별자치도 제주시 선반로6길 21 (화북일동),영업
남현,제주특별자치도 제주시 천수로 56 (일도이동),영업
꼼닭,"제주특별자치도 제주시 은남길 33, 1층 (연동)",영업
유명한,"제주특별자치도 제주시 고마로 21 (일도이동,108호)",영업
서운당족발,제주특별자치도 제주시 서광로26길 9-1 (삼도일동),영업
신제주빠빠라기,"제주특별자치도 제주시 신광로 45, 2층 (연동)",영업
우리네보쌈,제주특별자치도 제주시 사장길 21 (연동),영업
복심이네,제주특별자치도 제주시 관덕로15길 7 (일도일동),영업
달빛주막,제주특별자치도 제주시 정존9길 37 (노형동),영업
순옥이네명가,"제주특별자치도 제주시 도공로 8, 1층 (도두일동)",영업
범프리카인생치킨도남점,제주특별자치도 제주시 도남로 38 (도남동),영업
다래향,제주특별자치도 제주시 조천읍 조함해안로 428-4,영업
몽마르지,"제주특별자치도 제주시 남녕로6길 4 (연동,102호(남녕2로15))",영업
만원촌,제주특별자치도 제주시 신성로 36 (도남동),영업
난타오천노형일호점,제주특별자치도 제주시 남녕로 47 (노형동),영업
넝쿨하눌가든,제주특별자치도 제주시 대원북길 21 (아라일동),영업
육회왕자연어공주제주시청점,"제주특별자치도 제주시 신성로13길 29, 2층 (이도이동)",영업
꼴통집본점,"제주특별자치도 제주시 신대로16길 45, 1층 (연동)",영업
루스트,제주특별자치도 제주시 수덕로 79 (노형동),영업
함지신신불닭발본점,제주특별자치도 제주시 신대로16길 42 (연동),영업
고깃집돈누리,제주특별자치도 제주시 구남로 43 (이도이동),영업
라보라토리,제주특별자치도 제주시 동문로14길 5 (일도이동),영업
인,제주특별자치도 제주시 구좌읍 해맞이해안로 943,영업
미풍해장국본점,제주특별자치도 제주시 중앙로14길 13 (삼도이동),영업
부가네얼큰이인제점,"제주특별자치도 제주시 고마로10길 2, 1층 (일도이동)",영업
남문숯불바베큐앤치킨본점,제주특별자치도 제주시 중앙로 118-1 (삼도이동),영업
일루와술밥,제주특별자치도 제주시 삼무로3길 44 (연동),영업
만나아구찜식당,제주특별자치도 제주시 흥운길 31 (용담이동),영업
마돈가제트,"제주특별자치도 제주시 한경면 두모11길 51, 2층",영업
진짜루,제주특별자치도 제주시 삼무로1길 10 (연동),영업
라온,제주특별자치도 제주시 한림읍 한림로12길 1-1,영업
우가네한우짝갈비살,제주특별자치도 제주시 원노형남1길 46 (노형동),영업
일차돌노형점,"제주특별자치도 제주시 원노형남1길 38, 101호 (노형동)",영업
스페샬용문점,제주특별자치도 제주시 용문로 152 (용담이동),영업
효동각,제주특별자치도 제주시 동광로6길 31 (이도이동),영업
투다리월드점,제주특별자치도 제주시 제원길 14 (연동),영업
주전자,"제주특별자치도 제주시 남성로11길 3 (용담일동,A동101호(한천초등서로7))",영업
1943제주시청점,"제주특별자치도 제주시 광양8길 7, 2층 (이도이동)",영업
소원,"제주특별자치도 제주시 일주동로 348, 1층 (삼양이동)",영업
함덕그때그집,"제주특별자치도 제주시 조천읍 조함해안로 486, 1층",영업
손심엉본점,제주특별자치도 제주시 승천로 80 (아라이동),영업
예가상차림,"제주특별자치도 제주시 우평로 202, 1층 (도평동)",영업
신이네사거리식당,제주특별자치도 제주시 조천읍 남조로 3127,영업
왕서방,제주특별자치도 제주시 애월읍 중엄3길 2-1,영업
리베라떼,제주특별자치도 제주시 서사로 155 (삼도일동),영업
홍익식당,제주특별자치도 제주시 서광로28길 18-1 (도남동),영업
안다미로,제주특별자치도 제주시 조천읍 비자림로 648,영업
어우늘,"제주특별자치도 제주시 연북로 222, 1층 (오라이동)",영업
샘이네집,"제주특별자치도 제주시 서문로4길 13-2 (용담일동,서문시장129호(서문시장길22))",영업
빨간맛집일도점,제주특별자치도 제주시 고마로 108 (일도이동),영업
모산봉,제주특별자치도 제주시 구좌읍 김녕로 132,영업
시골마을,제주특별자치도 제주시 한림읍 한수풀로 263,영업
할라제주,"제주특별자치도 제주시 신성로13길 지하 27, 지하1층 (이도이동)",영업
남사당,제주특별자치도 제주시 간월동로 26 (아라이동),영업
늘소담,"제주특별자치도 제주시 탑동로 31, 1층 (삼도이동)",영업
돈물,제주특별자치도 제주시 연무정동길 2 (건입동),영업
김박사푸드,"제주특별자치도 제주시 수덕11길 19, 1층 (노형동)",영업
빅토리아,제주특별자치도 제주시 서해안로 268 (도두이동),영업
대야성,제주특별자치도 제주시 서사로18길 21 (삼도일동),영업
아싸살아있네,"제주특별자치도 제주시 신대로16길 32-1, 1층 (연동)",영업
섬집,제주특별자치도 제주시 도남로 20-1 (삼도일동),영업
빨간맛집한라대점,제주특별자치도 제주시 한라대학로 91 (노형동),영업
다옴,"제주특별자치도 제주시 오복4길 9, 1층 (이도이동, 목성아파트)",영업
여여락토속음식점,제주특별자치도 제주시 중앙로8길 1 (일도일동),영업
모살물,제주특별자치도 제주시 삼무로3길 14 (연동),영업
흑소랑,제주특별자치도 제주시 연북로 631 (아라이동),영업
배고파,"제주특별자치도 제주시 제원1길 23, 201호 (연동)",영업
신해바라기제2호점,"제주특별자치도 제주시 신산로 67, 1층 (일도이동)",영업
억수,"제주특별자치도 제주시 진남로8길 25 (화북일동,(화중로29))",영업
부엉이포차,제주특별자치도 제주시 용담로 44 (용담이동),영업
미정이네꺼멍돗괴기,제주특별자치도 제주시 한림읍 한림상로 193,영업
꿀꿀이삼겹살,제주특별자치도 제주시 한림읍 사가길 4,영업
동해복국,제주특별자치도 제주시 남광북3길 16 (이도이동),영업
전주아줌마,"제주특별자치도 제주시 신광로4길 25, 1층 (연동)",영업
나이스,제주특별자치도 제주시 임항로 287 (건입동),영업
일대일치킨이도도남점,제주특별자치도 제주시 도남로15길 3 (도남동),영업
자순,제주특별자치도 제주시 도남로8길 6 (도남동),영업
고을면,"제주특별자치도 제주시 정든로 62-3 (이도이동,(이도공원1로6))",영업
새큰이가든,제주특별자치도 제주시 애월읍 애원로 198,영업
양파,"제주특별자치도 제주시 서광로29길 11 (이도일동,(지층))",영업
동해수산회센타,"제주특별자치도 제주시 동문로4길 9, 3-1,2,3호 (일도일동, 동문공설시장)",영업
낙원돈대패,"제주특별자치도 제주시 한북로 165, 2층 (오등동)",영업
우도동굴,제주특별자치도 제주시 정든로 51 (이도이동),영업
제주화덕족발외도점,제주특별자치도 제주시 우령서로 75 (외도일동),영업
막끌리나,제주특별자치도 제주시 은남길 30 (연동),영업
교래흑돼지,제주특별자치도 제주시 조천읍 교래4길 73,영업
개미,제주특별자치도 제주시 중앙로 183 (이도일동),영업
열열이얼큰이제원점,"제주특별자치도 제주시 연동7길 31, 1층 (연동)",영업
호식이두마리치킨구좌세화점,"제주특별자치도 제주시 구좌읍 구좌로 22, 1층",영업
유알,"제주특별자치도 제주시 광양14길 12, 지하1층 (이도이동)",영업
바다잔치,제주특별자치도 제주시 탑동로 79 (삼도이동),영업
대학로칼시청점,제주특별자치도 제주시 서광로32길 32 (이도이동),영업
굽네치킨노형점,"제주특별자치도 제주시 정존13길 14, 1층 (노형동)",영업
쏘맥한잔,제주특별자치도 제주시 구남로 20 (이도이동),영업
향토맛집탐나도,"제주특별자치도 제주시 연신로 87-6 (이도이동,2층동)",영업
제주별돼지식당,제주특별자치도 제주시 원노형로 68 (노형동),영업
홍림,제주특별자치도 제주시 평전길 3 (삼도일동),영업
본가,"제주특별자치도 제주시 도남로 101, 1층 (도남동)",영업
은성식당,제주특별자치도 제주시 구좌읍 해맞이해안로 1422-5,영업
토대력드림2호점,제주특별자치도 제주시 서광로32길 35-1 (이도이동),영업
자기야,제주특별자치도 제주시 동문로 101 (건입동),영업
국빈대반점,"제주특별자치도 제주시 월광로 127, 1~2층 (노형동)",영업
전복나라,제주특별자치도 제주시 삼무로3길 20 (연동),영업
황금성반점,"제주특별자치도 제주시 진동로1길 7, 1층 (화북일동)",영업
미미슈,제주특별자치도 제주시 애월읍 중산간서로 5534,영업
야시장,제주특별자치도 제주시 신산로 37 (일도이동),영업
제주형제고깃집,제주특별자치도 제주시 광평중길 5 (노형동),영업
일오삼가든,"제주특별자치도 제주시 진남로8길 13, 1층 (화북일동)",영업
소노벨제주카페테리아알뜨르,"제주특별자치도 제주시 조천읍 신북로 577, 본관동 B202호",영업
대박국수,"제주특별자치도 제주시 신대로14길 5, 1층 (연동)",영업
정푸드,"제주특별자치도 제주시 다랑곶길 34 (노형동,제1호(1층))",영업
(주)미래,제주특별자치도 제주시 남성로 75 (용담일동),영업
주식회사돈사촌,제주특별자치도 제주시 서사로 7 (삼도이동),영업
삼다향,제주특별자치도 제주시 일주동로 242 (화북일동),영업
장촌한우마을,제주특별자치도 제주시 애월읍 천덕로 440-4,영업
채담,제주특별자치도 제주시 과원로 136-2 (연동),영업
신마포갈매기신제주점,제주특별자치도 제주시 신광로8길 6 (연동),영업
청정고을,"제주특별자치도 제주시 추자면 대서1길 6, 1층",영업
강서방정식,제주특별자치도 제주시 서사로 172-1 (오라일동),영업
(주)일품순두부노형점,"제주특별자치도 제주시 광평동로 25, 1층 (노형동)",영업
모이세중앙점,제주특별자치도 제주시 관덕로6길 11 (삼도이동),영업
신흥관,"제주특별자치도 제주시 문송길 19, 1층 (연동)",영업
주주,제주특별자치도 제주시 신광로4길 17 (연동),영업
공푸마라탕,제주특별자치도 제주시 신광로8길 22 (연동),영업
고죽면제주공항점,제주특별자치도 제주시 서해안로 155 (도두일동),영업
테왁,"제주특별자치도 제주시 서해안로 155, 1층 (도두일동)",영업
쿠주소셜클럽,제주특별자치도 제주시 신성로13길 14-1 (이도이동),영업
신수연,제주특별자치도 제주시 서광로20길 4 (삼도일동),영업
채움국수,제주특별자치도 제주시 다랑곶길 3 (노형동),영업
해녀고기,"제주특별자치도 제주시 과원로 80, 1층 (연동)",영업
청춘포차,제주특별자치도 제주시 서사로 35 (삼도이동),영업
일팔팔,"제주특별자치도 제주시 동문로 6-8 (일도일동,서해상가 11호)",영업
풍요로움,제주특별자치도 제주시 은남4길 31 (연동),영업
고향숯불막창구이,제주특별자치도 제주시 월랑로4길 6 (노형동),영업
어랑,제주특별자치도 제주시 월대6길 19 (외도이동),영업
행복만족,제주특별자치도 제주시 청귤로3길 46 (이도이동),영업
평안도막창구이,제주특별자치도 제주시 서광로22길 1 (삼도일동),영업
소소한국밥,제주특별자치도 제주시 애월읍 하귀로 58,영업
시걸,제주특별자치도 제주시 원노형로 26 (노형동),영업
곤지암할매소머리국밥신제주점,"제주특별자치도 제주시 삼무로 60, 1층 (연동)",영업
퍼스트,"제주특별자치도 제주시 연동7길 28, 2층 (연동)",영업
도연이네,제주특별자치도 제주시 중앙로 495 (아라이동),영업
손맛,제주특별자치도 제주시 명림로 8 (봉개동),영업
이도피자클래스,"제주특별자치도 제주시 동고산로 22, 101호 (이도이동)",영업
스페샬일도점,제주특별자치도 제주시 천수로 81 (일도이동),영업
언더라운지,"제주특별자치도 제주시 신성로13길 15, 지하1층 (이도이동)",영업
끼니,제주특별자치도 제주시 연동12길 28-11 (연동),영업
이참흑돼지,제주특별자치도 제주시 삼무로7길 25 (연동),영업
고향역,제주특별자치도 제주시 한림읍 배령연대로 35,영업
엔,제주특별자치도 제주시 국기로 25 (연동),영업
우가네토속,제주특별자치도 제주시 도남로15길 2 (도남동),영업
돈향기,제주특별자치도 제주시 관덕로15길 30 (건입동),영업
함지박반점,제주특별자치도 제주시 한림읍 한림로 644,영업
죽이야기한국병원점,제주특별자치도 제주시 서광로 189 (삼도일동),영업
울고넘는박달재,"제주특별자치도 제주시 연동4길 16-1, 1층 (연동)",영업
민준이네,제주특별자치도 제주시 선덕로5길 19 (연동),영업
행복오뚜기,제주특별자치도 제주시 한경면 고산로 18,영업
낙지친구,"제주특별자치도 제주시 연동13길 9 (연동,(은남2로13))",영업
도세기집,"제주특별자치도 제주시 연신로 11, 1층 (일도이동)",영업
참숯불닭발,제주특별자치도 제주시 은남4길 37 (연동),영업
광양캔사스시티,제주특별자치도 제주시 서광로32길 19 (이도이동),영업
어매흑돼지,제주특별자치도 제주시 신광로10길 15 (연동),영업
내일로가는마차,제주특별자치도 제주시 진남로6길 40 (화북일동),영업
돈사돈,"제주특별자치도 제주시 우평로 19, 1층 (노형동)",영업
79대포제주시청점,"제주특별자치도 제주시 광양10길 3, 2층 (이도이동)",영업
찜이랑국수랑,제주특별자치도 제주시 동광로6길 31 (이도이동),영업
일만족발,제주특별자치도 제주시 원노형로 42 (노형동),영업
노형그때그집,제주특별자치도 제주시 월랑로10길 27 (노형동),영업
지희,"제주특별자치도 제주시 신대로12길 41, 지하1층 (연동)",영업
통큰갈비제주외도점,제주특별자치도 제주시 우정로11길 17 (외도일동),영업
탐라정,제주특별자치도 제주시 오복4길 11 (이도이동),영업
열열이얼큰이,제주특별자치도 제주시 서사로 146 (삼도일동),영업
바래,"제주특별자치도 제주시 신대로14길 42, 지하1층 (연동)",영업
고구려,제주특별자치도 제주시 연화로 47 (연동),영업
보람수산,제주특별자치도 제주시 신성로 60 (도남동),영업
베짱이와여우네사랑방,"제주특별자치도 제주시 진동로1길 11, 101-1호 (화북일동)",영업
청우가든,제주특별자치도 제주시 조천읍 일주동로 792,영업
가메오름,제주특별자치도 제주시 서광로2길 5-12 (오라일동),영업
인쌩맥주제주시청점,"제주특별자치도 제주시 광양8길 7, 1층 (이도이동)",영업
불닭공장,제주특별자치도 제주시 남성로 26 (용담일동),영업
탐라조랑말,"제주특별자치도 제주시 정든로3길 48-1 (이도이동,(정든1로11))",영업
돼지목장,제주특별자치도 제주시 연동9길 37 (연동),영업
