사업장명,도로명전체주소,상세영업상태명
종달해녀의집,제주특별자치도 제주시 구좌읍 해맞이해안로 2276,영업
뉴제주호텔구내,제주특별자치도 제주시 원노형6길 2 (노형동),영업
골막,"제주특별자치도 제주시 천수로 12 (이도이동,(동여중길18))",영업
세화농부,제주특별자치도 제주시 구좌읍 세화1길 32,영업
태백산맥,"제주특별자치도 제주시 다랑곶7길 31 (노형동,태화주택101호(다랑굿8로47))",영업
파라바베큐,제주특별자치도 제주시 동광로 19 (이도일동),영업
거부,제주특별자치도 제주시 제원4길 3 (연동),영업
종로3가,"제주특별자치도 제주시 북성로 5 (삼도이동,(북성로9))",영업
짚동가리쌩주시청점,"제주특별자치도 제주시 신성로13길 6, 1~2층 (이도이동)",영업
(주)지앤엘(중식),"제주특별자치도 제주시 삼무로 67, 2층 (연동)",영업
문화정식,"제주특별자치도 제주시 문연로 35, 1층 (연동, MBC문화방송국)",영업
만리성이도점,"제주특별자치도 제주시 오복3길 11, 지하1층 (이도이동)",영업
이도온누리,제주특별자치도 제주시 남광북1길 32 (이도이동),영업
봄여름가을겨울,제주특별자치도 제주시 한림읍 한림상로 81,영업
아리헌오리,제주특별자치도 제주시 중앙로8길 3 (일도일동),영업
주객전도,제주특별자치도 제주시 한림읍 한림남2길 2,영업
정자나무집,제주특별자치도 제주시 남성로 89 (용담일동),영업
딜라익스프레스제주점,제주특별자치도 제주시 동광로5길 1 (이도일동),영업
인생술집,"제주특별자치도 제주시 독짓골2길 17, 102호 (도남동)",영업
혼디호프,"제주특별자치도 제주시 고마로 130, 1층 (이도이동)",영업
통김치찌개,"제주특별자치도 제주시 원노형10길 20, 1층 105호 (노형동)",영업
탐라요정신제주점,"제주특별자치도 제주시 연동7길 31, 2층 (연동)",영업
주안상,제주특별자치도 제주시 태성로2길 25 (일도이동),영업
세안아구찜,"제주특별자치도 제주시 신대로20길 12 (연동,(사장4로16))",영업
제주오빠네만두,"제주특별자치도 제주시 동문로4길 18, 1층 (일도일동)",영업
베이징훠궈양꼬치,"제주특별자치도 제주시 칠성로길 31-1 (일도일동,(칠성2로27))",영업
시골길,"제주특별자치도 제주시 연동13길 9 (연동,(은남2로13))",영업
유빈,제주특별자치도 제주시 탑동로 55 (삼도이동),영업
석촌,"제주특별자치도 제주시 중앙로2길 33 (삼도이동,(맛고을길53))",영업
왕비돈까스,"제주특별자치도 제주시 광양13길 9, 1층 (이도이동)",영업
안동본가국밥관광대점,제주특별자치도 제주시 애월읍 평화로 2727,영업
일빈관,제주특별자치도 제주시 한림읍 한림상로 186,영업
막창,"제주특별자치도 제주시 연동9길 29 (연동,(은남4로20))",영업
사나포차연동점,제주특별자치도 제주시 연동8길 21 (연동),영업
제주팔레스호텔구내(양식),제주특별자치도 제주시 탑동로 9 (삼도이동),영업
제주팔레스호텔구내(한식),제주특별자치도 제주시 탑동로 9 (삼도이동),영업
(주)금자탑 제주퍼시픽호텔구내(후시미),제주특별자치도 제주시 서사로 20 (용담일동),영업
이어도횟집,"제주특별자치도 제주시 서해안로 660, 2층 (용담삼동)",영업
올레길맛집,"제주특별자치도 제주시 금산5길 9 (화북일동,(진서로13))",영업
가담국수,제주특별자치도 제주시 월랑로10길 21 (노형동),영업
막창먹는놈일도점,제주특별자치도 제주시 고마로 151 (일도이동),영업
라꼬라꼬,제주특별자치도 제주시 중앙로 202 (이도일동),영업
고니,제주특별자치도 제주시 신대로 119 (연동),영업
르네상스호텔구내,제주특별자치도 제주시 서사로14길 1 (삼도일동),영업
윤경앤쉼터,제주특별자치도 제주시 신산로 지하 10 (일도일동),영업
오늘무지개시청점,제주특별자치도 제주시 신성로13길 28-1 (이도이동),영업
원풍해장국,제주특별자치도 제주시 조천읍 함덕24길 6-6,영업
강명선샤브샤브,제주특별자치도 제주시 귀아랑길 14 (연동),영업
안전,제주특별자치도 제주시 사라봉길 4 (건입동),영업
술의향기,"제주특별자치도 제주시 용화로 28, 1층 (용담이동)",영업
토석민속주점,"제주특별자치도 제주시 남녕로6길 3, 1층 (연동)",영업
불당골,제주특별자치도 제주시 서광로16길 11 (삼도일동),영업
엄바위,제주특별자치도 제주시 구좌읍 세평항로 24,영업
장춘,제주특별자치도 제주시 동문로4길 9-6 (일도일동),영업
서부두한라,제주특별자치도 제주시 서부두길 8 (건입동),영업
명단,"제주특별자치도 제주시 전농로 73-1 (삼도이동,(1층))",영업
학사,"제주특별자치도 제주시 서문로4길 13-2, 137호 (용담일동)",영업
영미,"제주특별자치도 제주시 서문로4길 13-2, 132호 (용담일동)",영업
송탄부대찌개집,제주특별자치도 제주시 신대로12길 11 (연동),영업
스시황,제주특별자치도 제주시 월랑로12길 22 (노형동),영업
참맛나흑돼지,제주특별자치도 제주시 신대로8길 29 (연동),영업
왕고모네국수,제주특별자치도 제주시 신산로 77 (일도이동),영업
노형호수,"제주특별자치도 제주시 월랑로4길 31 (노형동,(월랑1로43))",영업
하귀로30번가,"제주특별자치도 제주시 애월읍 하귀로 30, 1층",영업
거제도횟집,제주특별자치도 제주시 서부두길 26 (건입동),영업
초대창일도직영점,"제주특별자치도 제주시 고마로 147, 1층 (일도이동)",영업
동막골용담점,제주특별자치도 제주시 흥운길 2 (용담이동),영업
파라디스코레트로퓨처,"제주특별자치도 제주시 광양8길 17, 1층 (이도이동)",영업
제주정성다함,"제주특별자치도 제주시 도련2길 7-3, 1층 (도련일동)",영업
순미,"제주특별자치도 제주시 고전길 20 (이도일동,(고전로39))",영업
도원,제주특별자치도 제주시 동문로4길 9 (일도일동),영업
신화파전,제주특별자치도 제주시 신대로14길 49 (연동),영업
요망,제주특별자치도 제주시 조천읍 신북로 536-1,영업
산내들,제주특별자치도 제주시 서광로4길 16 (오라일동),영업
신동양,제주특별자치도 제주시 임항로 284 (건입동),영업
남성로치킨하우스,제주특별자치도 제주시 남성로 47 (용담일동),영업
천궁,제주특별자치도 제주시 서부두길 26 (건입동),영업
대우정,"제주특별자치도 제주시 서사로 152 (삼도일동,(서사로216))",영업
미진식당,제주특별자치도 제주시 한림읍 한림해안로 145-1,영업
야자수식당,제주특별자치도 제주시 한림읍 한림로 300,영업
미도락,제주특별자치도 제주시 서부두남길 9 (일도일동),영업
족발신선생제주점,"제주특별자치도 제주시 신대로8길 30, 1층 (연동)",영업
708090째즈스토리용담점,"제주특별자치도 제주시 서해안로 648, 3층 (용담삼동)",영업
오장수,제주특별자치도 제주시 신성로2길 지하 52 (도남동),영업
윤가네뼈다귀,제주특별자치도 제주시 화남로 53 (화북일동),영업
수목원,"제주특별자치도 제주시 연화로 57 (연동,(과원1로35))",영업
비에이치씨인제점,제주특별자치도 제주시 고마로 129 (일도이동),영업
화제집중,"제주특별자치도 제주시 다랑곶길 19 (노형동,(다랑굿로27))",영업
간또일도점,"제주특별자치도 제주시 고마로 145-1, 1층 (일도이동)",영업
현아,"제주특별자치도 제주시 화남로 37 (화북일동,(화남로37))",영업
베지근국수,"제주특별자치도 제주시 동문로 6-8, 1층 (일도일동)",영업
성심각,제주특별자치도 제주시 도남로15길 4-6 (도남동),영업
앞돈지,제주특별자치도 제주시 중앙로1길 28 (건입동),영업
해상,"제주특별자치도 제주시 연삼로 507 (이도이동,(연삼로525))",영업
무용담,제주특별자치도 제주시 흥운길 91 (용담이동),영업
어멍집밥,제주특별자치도 제주시 화남로 60 (화북일동),영업
도두,제주특별자치도 제주시 도두3길 48 (도두일동),영업
우양,제주특별자치도 제주시 남광북1길 43-1 (이도이동),영업
러브,제주특별자치도 제주시 동문로 106 (일도이동),영업
차귀식당,제주특별자치도 제주시 한경면 노을해안로 1154,영업
태선,제주특별자치도 제주시 중앙로23길 2 (이도일동),영업
에니스케리,제주특별자치도 제주시 한림읍 한림로 361,영업
인생과삶,"제주특별자치도 제주시 신광로10길 29, 지하1층 (연동)",영업
꼬친닭,제주특별자치도 제주시 신산로 51-1 (일도이동),영업
만평해장국,제주특별자치도 제주시 신산로 11 (일도이동),영업
노형섬마을,제주특별자치도 제주시 신광로10길 17 (연동),영업
한림꽃돼지,제주특별자치도 제주시 한림읍 한수풀로 3,영업
대봉,"제주특별자치도 제주시 일주서로 7330 (외도일동,(연도로683))",영업
산과들,"제주특별자치도 제주시 동광로6길 3 (이도이동,(번영2로5))",영업
로당,"제주특별자치도 제주시 서광로32길 18-1 (이도이동,(학사서로28))",영업
닭가대표연동점,제주특별자치도 제주시 은남3길 1 (연동),영업
우도통닭,제주특별자치도 제주시 우도면 우도로 180,영업
족족족,제주특별자치도 제주시 신성로 90 (도남동),영업
육거리식당,제주특별자치도 제주시 한경면 용고로 85,영업
연동본가일도점,제주특별자치도 제주시 청귤로3길 45 (이도이동),영업
화룡양꼬치,제주특별자치도 제주시 신대로16길 40 (연동),영업
용두성,"제주특별자치도 제주시 용두암길 18 (용담이동,(용두암공원길18))",영업
성미,"제주특별자치도 제주시 서광로18길 18 (삼도일동,(병풍길28))",영업
추억공감,"제주특별자치도 제주시 월랑로4길 15 (노형동, 제1호)",영업
르부이부이,"제주특별자치도 제주시 사라봉7길 32, 1층 101호 (건입동, 성원연립)",영업
유선,제주특별자치도 제주시 중앙로2길 5 (삼도이동),영업
달아별아,제주특별자치도 제주시 가령로4길 26 (이도이동),영업
오월수산장어집,제주특별자치도 제주시 신대로12길 35 (연동),영업
독도는우리땅,제주특별자치도 제주시 은남길 30 (연동),영업
해원앙,제주특별자치도 제주시 연삼로 457-1 (이도이동),영업
박가네,제주특별자치도 제주시 중앙로21길 6 (이도일동),영업
산마을가든,제주특별자치도 제주시 애월읍 평화로 2564,영업
촘맛고을,"제주특별자치도 제주시 동광로6길 1 (이도이동,(번영2로3))",영업
이십년전통부대찌개,"제주특별자치도 제주시 중앙로14길 35, 1층 (삼도이동)",영업
탐라새우리,제주특별자치도 제주시 동광로13길 4 (일도이동),영업
나니와,제주특별자치도 제주시 연동3길 36 (연동),영업
너랑같이제주,제주특별자치도 제주시 산천단동1길 20 (아라일동),영업
돈앤삼겹,제주특별자치도 제주시 남녕로6길 3 (연동),영업
주민상회노형점,"제주특별자치도 제주시 다랑곶2길 12, 1층 (노형동)",영업
이로리,"제주특별자치도 제주시 정존11길 22 (노형동,대흥그린빌라104호(노형초등길18))",영업
삼무삼계탕,제주특별자치도 제주시 신대로10길 55 (연동),영업
청호정,제주특별자치도 제주시 신대로10길 10 (연동),영업
만강홍,제주특별자치도 제주시 한림읍 한림로 634,영업
연자,"제주특별자치도 제주시 신산로7길 65 (일도이동,(1층))",영업
북경반점,"제주특별자치도 제주시 전농로 117, 2,3층 (이도일동)",영업
로당연동점,"제주특별자치도 제주시 신대로16길 47, 1층 (연동)",영업
화북송가네감자탕,제주특별자치도 제주시 진동로3길 25 (화북일동),영업
토대력올레점,제주특별자치도 제주시 고마로 136 (이도이동),영업
삼삼막창육회,제주특별자치도 제주시 구좌읍 김녕로 129,영업
산삼배양근삼계탕다도해,"제주특별자치도 제주시 탑동로 114 (용담일동,(탑동로146))",영업
해진횟집,제주특별자치도 제주시 서부두길 26 (건입동),영업
점주,"제주특별자치도 제주시 서문로4길 13-2 (용담일동,127호(서문시장길22))",영업
만인정,제주특별자치도 제주시 한경면 두신로 58,영업
진국수,제주특별자치도 제주시 고마로 57 (일도이동),영업
금락조,"제주특별자치도 제주시 중앙로 195-5 (이도일동,(광양초등길31))",영업
필스,"제주특별자치도 제주시 태성로2길 21, 지하1층 (일도이동)",영업
금릉,제주특별자치도 제주시 한림읍 한림로 239,영업
현풍,"제주특별자치도 제주시 중앙로11길 8 (이도일동,(포교로14))",영업
광평도새기촌노형점,"제주특별자치도 제주시 수덕9길 81-3, 1층 (노형동)",영업
국민닭발,"제주특별자치도 제주시 연동13길 9 (연동,(은남2로13))",영업
전라도식당,제주특별자치도 제주시 신광로 75 (연동),영업
옹포별장가든,제주특별자치도 제주시 한림읍 한림상로 24,영업
용진,제주특별자치도 제주시 남성로 8 (용담일동),영업
비비큐신제주연동점,"제주특별자치도 제주시 신대로20길 34, 1층 (연동)",영업
고향숯불막창일도점,제주특별자치도 제주시 고마로 131 (일도이동),영업
미선이네포차,"제주특별자치도 제주시 신광로10길 30, 2층 (연동)",영업
태천식당,제주특별자치도 제주시 한림읍 한림로12길 1-2,영업
한림석촌,"제주특별자치도 제주시 한림읍 한림해안로 145, 1층",영업
처갓집,제주특별자치도 제주시 서사로 100 (삼도일동),영업
웬두루치기,제주특별자치도 제주시 제원길 3 (연동),영업
엔젤,"제주특별자치도 제주시 고마로 100, 지하1층 (일도이동)",영업
전통탑향,제주특별자치도 제주시 중앙로1길 16 (건입동),영업
미니당근,"제주특별자치도 제주시 서사로18길 2, 지하1층 (삼도일동)",영업
유달산,제주특별자치도 제주시 중앙로1길 16 (건입동),영업
금화정육식당,제주특별자치도 제주시 도령로11길 23 (연동),영업
돌하르방식당,제주특별자치도 제주시 한림읍 한림로 300,영업
동천숫불갈비,제주특별자치도 제주시 조천읍 신북로 201,영업
천금,"제주특별자치도 제주시 북성로 7, 1층 (삼도이동)",영업
(주)지앤엘(경양식),제주특별자치도 제주시 삼무로 67 (연동),영업
정통옛날손,제주특별자치도 제주시 진남로4길 21 (화북일동),영업
명가일식,제주특별자치도 제주시 만덕로6길 34 (일도일동),영업
신엄마,"제주특별자치도 제주시 천수로 56, 108동 101호 (일도이동, 삼주상가)",영업
금돈상회,제주특별자치도 제주시 광양8길 11 (이도이동),영업
연예인,제주특별자치도 제주시 삼무로11길 36 (연동),영업
재벌,"제주특별자치도 제주시 도령로7길 20 (연동,신광아파트106호(성신4로9))",영업
상하이반점,제주특별자치도 제주시 구좌읍 세화5길 6-2,영업
24시뼈다귀탕,"제주특별자치도 제주시 동광로 19-1, 1층 (이도일동)",영업
52번가,제주특별자치도 제주시 도남로 52 (도남동),영업
꼼장어먹으러가자,"제주특별자치도 제주시 광양9길 37 (이도이동,(동광양로21))",영업
올레풍경,"제주특별자치도 제주시 신대로 123 (연동,(신대로95))",영업
황포돛대,"제주특별자치도 제주시 연삼로 474 (이도이동,(연삼로494))",영업
송미,제주특별자치도 제주시 동광로1길 32 (이도일동),영업
신성골,제주특별자치도 제주시 서광로22길 6 (삼도일동),영업
해품돈연동본점,"제주특별자치도 제주시 신광로 75, 1층 (연동)",영업
창,"제주특별자치도 제주시 구좌읍 구좌로 34, 2층",영업
윤재커피,"제주특별자치도 제주시 중앙로12길 1, 1층 (이도일동)",영업
토크쇼이도2호점,제주특별자치도 제주시 도남로15길 11 (도남동),영업
앞뱅디,제주특별자치도 제주시 선덕로 32 (연동),영업
이서방치킨구엄점,"제주특별자치도 제주시 애월읍 일주서로 6821, 2층",영업
오라,"제주특별자치도 제주시 아연로 22, 1층 (연동)",영업
부촌,제주특별자치도 제주시 도남로6길 1 (도남동),영업
양가네,제주특별자치도 제주시 신성로10길 7 (이도이동),영업
삼다소머리곰탕,제주특별자치도 제주시 중앙로26길 7 (삼도이동),영업
네네치킨앤봉구스밥버거용담점,"제주특별자치도 제주시 용문로 157 (용담이동,(용문로22))",영업
새둥지,제주특별자치도 제주시 동광로4길 11 (이도이동),영업
유일,제주특별자치도 제주시 광양7길 13 (이도이동),영업
도원춘,"제주특별자치도 제주시 한림읍 명랑로 15, 1층",영업
함흥면옥,제주특별자치도 제주시 관덕로 43 (일도일동),영업
외도식당,제주특별자치도 제주시 도근내길 33 (외도이동),영업
보영반점,제주특별자치도 제주시 한림읍 한림로 692-1,영업
황소,제주특별자치도 제주시 동광로1길 32 (이도일동),영업
로이,제주특별자치도 제주시 동광로1길 32 (이도일동),영업
소라,"제주특별자치도 제주시 서부두길 18-2, 1~3층 (건입동)",영업
쌍둥이,제주특별자치도 제주시 동광로1길 32 (이도일동),영업
현경,제주특별자치도 제주시 동광로1길 32 (이도일동),영업
유명야시장,제주특별자치도 제주시 서부두길 6 (건입동),영업
오뚜기,제주특별자치도 제주시 용남길 27 (용담일동),영업
만복,"제주특별자치도 제주시 서문로4길 13-2, 140호 (용담일동)",영업
토크쇼이도점,"제주특별자치도 제주시 남광로 9 (이도이동,(남광로11))",영업
매일식당,제주특별자치도 제주시 한림읍 한림로15길 9,영업
바다양푼이동태탕제주연동점,제주특별자치도 제주시 은남3길 31 (연동),영업
차돌마당,"제주특별자치도 제주시 서사로 148 (삼도일동,(서사로210))",영업
제일식당,제주특별자치도 제주시 추자면 추자로 16-2,영업
또장군,"제주특별자치도 제주시 신대로10길 32 (연동,(성두4로46))",영업
삼다통닭화북점,제주특별자치도 제주시 동화로1길 55 (화북일동),영업
보말,"제주특별자치도 제주시 동문로10길 5 (일도일동,(동선2로7))",영업
남촌,제주특별자치도 제주시 서광로 174 (오라일동),영업
해녀,제주특별자치도 제주시 탑동로 35 (삼도이동),영업
한라,제주특별자치도 제주시 광양9길 19 (이도이동),영업
옛골,"제주특별자치도 제주시 광양8길 1-6, 2층 (이도이동)",영업
이층,제주특별자치도 제주시 한림읍 사가길 20,영업
왔다식당,제주특별자치도 제주시 애월읍 하귀로 79,영업
낭푼이닭한마리,제주특별자치도 제주시 광양13길 6-4 (이도이동),영업
다락방소주방,제주특별자치도 제주시 한림읍 한림북동길 16,영업
터미널남원,"제주특별자치도 제주시 서광로3길 6 (용담일동,(남사1로14))",영업
청산,제주특별자치도 제주시 연삼로 438-1 (이도이동),영업
맛있다고소문난집,"제주특별자치도 제주시 고마로9길 4 (일도이동,(인화3로18))",영업
곰돌,제주특별자치도 제주시 연동1길 10 (연동),영업
양촌,"제주특별자치도 제주시 연동1길 10 (연동,(연제3로14))",영업
삼해인관광호텔구내,제주특별자치도 제주시 도령로 108 (연동),영업
도리골토종닭,제주특별자치도 제주시 조천읍 남조로 1772-8,영업
해적신,제주특별자치도 제주시 서광로2길 11-20 (오라일동),영업
야래향,제주특별자치도 제주시 동문로10길 6 (일도일동),영업
오동도,제주특별자치도 제주시 중앙로1길 18 (건입동),영업
소달구지,"제주특별자치도 제주시 정든로 27 (이도이동,(정든길60))",영업
가로세줄,"제주특별자치도 제주시 오현길 87 (이도일동,(1층))",영업
킹,제주특별자치도 제주시 노연로 지하 139 (연동),영업
모스트,제주특별자치도 제주시 신광로10길 지하 25 (연동),영업
호근동,제주특별자치도 제주시 광양10길 17 (이도이동),영업
고등어회결사,제주특별자치도 제주시 애월읍 애월해안로 941,영업
해장길,"제주특별자치도 제주시 신대로12길 7, 1층 (연동)",영업
파랑새,제주특별자치도 제주시 도남로 78 (도남동),영업
사랑식당,제주특별자치도 제주시 한경면 두신로 46,영업
갈채,"제주특별자치도 제주시 용담로 133-1 (용담일동,(용대로37))",영업
수월봉별난횟집,제주특별자치도 제주시 한경면 노을해안로 1150,영업
멕시카나치킨용담점,제주특별자치도 제주시 서사로 10 (용담일동),영업
거마가든,제주특별자치도 제주시 금월길 105 (아라이동),영업
초원식당,제주특별자치도 제주시 조천읍 신북로 598,영업
미송식탁,제주특별자치도 제주시 삼무로11길 36 (연동),영업
한중원,"제주특별자치도 제주시 중앙로24길 20 (삼도이동,(덕성로32))",영업
전망대횟집,제주특별자치도 제주시 한림읍 한림해안로 229-14,영업
미소,"제주특별자치도 제주시 신성로 106-2 (이도이동,(신성로25))",영업
부산서면양곱창,"제주특별자치도 제주시 연동8길 8, 1층 (연동)",영업
대부,"제주특별자치도 제주시 선반로 83 (화북일동,(선반로83))",영업
두루두루,"제주특별자치도 제주시 삼무로3길 14 (연동,(성두5로22))",영업
요메기섬현재식당,제주특별자치도 제주시 도두항길 10 (도두일동),영업
장호,"제주특별자치도 제주시 남성로 54 (용담일동,(남성로179))",영업
윤반장구제주점,제주특별자치도 제주시 광양4길 12 (이도일동),영업
흑돼지가있는풍경노형점,제주특별자치도 제주시 진군1길 27 (노형동),영업
풍전양곱창,"제주특별자치도 제주시 연동8길 32 (연동,(도호1로42))",영업
놀부신제주점흥부찜닭공수간삼겹본능,제주특별자치도 제주시 다랑곶5길 7 (노형동),영업
하귀가마솥순대국,제주특별자치도 제주시 애월읍 하귀로 62,영업
홍성원,제주특별자치도 제주시 구좌읍 구좌로 33-9,영업
제주공상,"제주특별자치도 제주시 서부두길 18, 1~2층 (건입동)",영업
고집돌우럭제주공항점,제주특별자치도 제주시 임항로 30 (건입동),영업
고두물,제주특별자치도 제주시 조천읍 일주동로 1180,영업
백선,"제주특별자치도 제주시 도남로 10 (삼도일동,(도남로16))",영업
연정,제주특별자치도 제주시 신광로10길 29 (연동),영업
혼섬용담점,제주특별자치도 제주시 흥운길 10 (용담이동),영업
물레방아,제주특별자치도 제주시 남성로 143-11 (삼도이동),영업
인생포차,"제주특별자치도 제주시 연문4길 17, 1층 (연동)",영업
착한가게,제주특별자치도 제주시 한림읍 한림로3길 8-7,영업
이호,제주특별자치도 제주시 테우해안로 174 (이호일동),영업
꽃가마,제주특별자치도 제주시 신산로 97 (일도이동),영업
진향,"제주특별자치도 제주시 남성로 38 (용담일동,(남성로203))",영업
투다리신제주점,"제주특별자치도 제주시 신대로16길 52 (연동,(연중6로13))",영업
피아노맨,"제주특별자치도 제주시 신대로16길 39, 2층 (연동)",영업
마산초원아구찜2호점,제주특별자치도 제주시 삼무로3길 46 (연동),영업
이뚱돼지,제주특별자치도 제주시 연동8길 8 (연동),영업
미풍정식당,제주특별자치도 제주시 중앙로14길 11 (삼도이동),영업
어우렁국수,제주특별자치도 제주시 광양9길 23 (이도이동),영업
청포돗대,"제주특별자치도 제주시 연삼로 537 (일도이동,(연삼로583))",영업
24시얼큰시원생고기김치찌개노형점,"제주특별자치도 제주시 수덕5길 5 (노형동,(수덕5로7))",영업
달빛무리,제주특별자치도 제주시 삼무로3길 18 (연동),영업
루스트플레이스인제점,제주특별자치도 제주시 고마로 103 (일도이동),영업
넉둥베기고사리육개장,"제주특별자치도 제주시 서문로 9-1, 1층 (용담일동)",영업
스페샬한라점,"제주특별자치도 제주시 정존11길 35 (노형동,삼환2차아파트 나동10(노형초등길35))",영업
교래향,제주특별자치도 제주시 조천읍 비자림로 638,영업
미스터스위츠,"제주특별자치도 제주시 서광로5길 9 (용담일동,(호수2로13))",영업
민수산민식당,제주특별자치도 제주시 애월읍 항몽로 56-1,영업
부두식당,"제주특별자치도 제주시 애월읍 애월로13길 21, 1층",영업
원이조,"제주특별자치도 제주시 전농로 70 (삼도일동,(전농로77))",영업
동그리생생,"제주특별자치도 제주시 천수로6길 24, 1층 (이도이동)",영업
어촌,제주특별자치도 제주시 신성로 63 (도남동),영업
술이달아,제주특별자치도 제주시 다랑곶길 19 (노형동),영업
하영,"제주특별자치도 제주시 동광로1길 32 (이도일동,(광양초등길58))",영업
감수촌,"제주특별자치도 제주시 지석13길 7, 1층 (삼양이동)",영업
에프엘이엑스,제주특별자치도 제주시 신대로16길 51 (연동),영업
도남민속윷놀이주점,제주특별자치도 제주시 신성로 68-1 (도남동),영업
항구식당,제주특별자치도 제주시 한림읍 한림해안로 144,영업
숙경식당,제주특별자치도 제주시 구좌읍 구좌로 33-7,영업
아일랜드스톤,제주특별자치도 제주시 신성로13길 15 (이도이동),영업
은성,제주특별자치도 제주시 애월읍 하귀로23길 1,영업
아서원,"제주특별자치도 제주시 서사로6길 2, 1층 (삼도일동)",영업
제주함덕저팔계깡통연탄구이,제주특별자치도 제주시 조천읍 신북로 531,영업
호수아귀찜,"제주특별자치도 제주시 중앙로 137-2, 1층 (이도일동)",영업
달마,"제주특별자치도 제주시 중앙로7길 25 (일도일동,(해직로43))",영업
차돌집,제주특별자치도 제주시 신대로10길 29 (연동),영업
대관령,"제주특별자치도 제주시 신대로16길 56 (연동,(연중6로5))",영업
바다사랑추억,제주특별자치도 제주시 애월읍 애월해안로 869,영업
일도포차,"제주특별자치도 제주시 연수로1길 2, 1층 (일도이동)",영업
진이,"제주특별자치도 제주시 516로 3109 (아라일동,(516도로49))",영업
메로,제주특별자치도 제주시 광양13길 34 (이도이동),영업
일원신,"제주특별자치도 제주시 벌랑1길 65 (삼양삼동,(벌랑1로99))",영업
아성,제주특별자치도 제주시 신성로 59 (도남동),영업
권여사또바기,"제주특별자치도 제주시 애월읍 하가로 157, 1층",영업
가보면호프,제주특별자치도 제주시 흥운길 1 (용담이동),영업
대일,제주특별자치도 제주시 서광로32길 24 (이도이동),영업
치저스,"제주특별자치도 제주시 구좌읍 비자림로 1785, 1층",영업
해와돈,제주특별자치도 제주시 고마로 126 (이도이동),영업
비비큐제주세화점,제주특별자치도 제주시 구좌읍 세화4길 4,영업
만나식당,제주특별자치도 제주시 한림읍 한림중앙로 6-1,영업
칠공팔공돼지국밥,제주특별자치도 제주시 구좌읍 구좌로 37,영업
난피자넌치킨,"제주특별자치도 제주시 구좌읍 세화2길 14, 1층",영업
맛나,"제주특별자치도 제주시 동광로1길 32 (이도일동,(광양초등길58))",영업
텅꼬치광양점,제주특별자치도 제주시 중앙로 195 (이도일동),영업
보경,"제주특별자치도 제주시 흥운길 18 (용담이동,(용운로38))",영업
페리카나 애월체인점,제주특별자치도 제주시 애월읍 애월로 117,영업
제주오리엔탈호텔(양식당),제주특별자치도 제주시 탑동로 47 (삼도이동),영업
제주오리엔탈호텔(한식당),제주특별자치도 제주시 탑동로 47 (삼도이동),영업
삼해인관광호텔구내,제주특별자치도 제주시 도령로 108 (연동),영업
생방송호프,제주특별자치도 제주시 한림읍 한림북동길 22,영업
자매예술국수,제주특별자치도 제주시 서사로 75 (삼도이동),영업
제주도항운노동조합구내,제주특별자치도 제주시 임항로 191 (건입동),영업
베이스노트,"제주특별자치도 제주시 선덕로5길 21, 1층 (연동)",영업
슬로우식스,"제주특별자치도 제주시 삼무로 48, 1층 (연동)",영업
황부자,제주특별자치도 제주시 한림읍 한림해안로 118,영업
로그하우스,제주특별자치도 제주시 우도면 우도해안길 262,영업
대지,제주특별자치도 제주시 동문로 99 (건입동),영업
부평갈비,제주특별자치도 제주시 동광로6길 7 (이도이동),영업
포동정식도청점,"제주특별자치도 제주시 문송길 18, 1층 (연동)",영업
오솔길,제주특별자치도 제주시 임항로 264 (건입동),영업
할망곰탕집,"제주특별자치도 제주시 용해로 65 (용담이동,(용해로67))",영업
이쯔모,제주특별자치도 제주시 연동4길 12 (연동),영업
오일삼삼,제주특별자치도 제주시 도남로 72 (도남동),영업
제주늘봄,제주특별자치도 제주시 고사마루길 6 (노형동),영업
여,"제주특별자치도 제주시 신광로10길 23, 지하층 (연동)",영업
타임,제주특별자치도 제주시 도남로8길 3 (도남동),영업
밭담,"제주특별자치도 제주시 구좌읍 행원로5길 35-20, 1층",영업
라비미술관,"제주특별자치도 제주시 구좌읍 월정중길 13, 1층",영업
노가네전이랑국수,"제주특별자치도 제주시 신광로8길 3, 1층 (연동)",영업
제주돈삼겹중앙점,"제주특별자치도 제주시 남성로26길 34, 1층 (삼도이동)",영업
네모,"제주특별자치도 제주시 한림읍 한림로 394, 1~2층",영업
카페블링블링,"제주특별자치도 제주시 남광로 10, 지하1층 (이도이동)",영업
대흘이,"제주특별자치도 제주시 조천읍 중산간동로 700, 1층",영업
희로애락,"제주특별자치도 제주시 전농로 2, 1층 (용담일동)",영업
오케이,"제주특별자치도 제주시 한림읍 한림북동길 11, 1층 2호",영업
춘월맛집,"제주특별자치도 제주시 도두항서길 5, 1,2층 (도두일동)",영업
슈퍼보틀,"제주특별자치도 제주시 은남1길 46, 1~2층 (연동)",영업
제주동백을담다,"제주특별자치도 제주시 구산로 41, 1층 (아라일동)",영업
크라운호프연동점,"제주특별자치도 제주시 신대로 125, 1층 (연동)",영업
만나집밥,"제주특별자치도 제주시 동광로21길 7, 1층 (일도이동)",영업
청춘이닭,"제주특별자치도 제주시 애월읍 금성5길 42-15, 1층",영업
멕시카나치킨더홈외도점,"제주특별자치도 제주시 우령8길 34, 1층 (외도일동)",영업
프렌즈타임,"제주특별자치도 제주시 청사로 9, 1층 (도남동)",영업
